Δϵ_n,Ω_d,N
0.5158561854358877,0.89,20.0
0.0,0.9,20.0
0.04654923296590613,0.9,20.0
0.9210924652053103,0.9,20.0
0.05799416412392844,0.9,20.0
0.06307988606856274,0.9,20.0
0.809675119236021,0.9,20.0
0.7407229363291084,0.9,20.0
0.7321814942562954,0.9,20.0
0.6836508836388997,0.9,20.0
0.6612281816849961,0.9,20.0
0.33280164226639314,0.9,20.0
0.5872252008438533,0.9,20.0
0.5831356996790169,0.9,20.0
0.4213413407045706,0.9,20.0
0.5487454347235693,0.9,20.0
0.5325049159612119,0.9,20.0
0.524735720032547,0.9,20.0
0.5224691657476741,0.9,20.0
0.455833170022931,0.9,20.0
0.5170119510944431,0.9,20.0
0.0,0.91,20.0
0.044761837554596784,0.91,20.0
0.04933290768936943,0.91,20.0
0.9212363355803853,0.91,20.0
0.05845122158282379,0.91,20.0
0.8096300141958429,0.91,20.0
0.7416224877677642,0.91,20.0
0.7361017586240401,0.91,20.0
0.6835773082991712,0.91,20.0
0.6611132894029855,0.91,20.0
0.31571191127358594,0.91,20.0
0.5969344044211489,0.91,20.0
0.5661690926870262,0.91,20.0
0.5547728666544125,0.91,20.0
0.42164691869572013,0.91,20.0
0.5493051638925269,0.91,20.0
0.5259897014726531,0.91,20.0
0.5223661207644348,0.91,20.0
0.5170782171850996,0.91,20.0
0.4628831946048276,0.91,20.0
0.0,0.92,20.0
0.026244626728490317,0.92,20.0
0.05214744996337395,0.92,20.0
0.9213817957835668,0.92,20.0
0.05891333033373425,0.92,20.0
0.809584410746202,0.92,20.0
0.7425319842773996,0.92,20.0
0.7400655302018906,0.92,20.0
0.6835029199549887,0.92,20.0
0.29849222897105265,0.92,20.0
0.6609971275210258,0.92,20.0
0.610888351256221,0.92,20.0
0.5662558527971366,0.92,20.0
0.5645101351724038,0.92,20.0
0.42195587367848864,0.92,20.0
0.5448822746169629,0.92,20.0
0.5272575497918354,0.92,20.0
0.5222619371343468,0.92,20.0
0.5171452155339551,0.92,20.0
0.46633590910848044,0.92,20.0
0.0,0.93,20.0
0.007528590112633848,0.93,20.0
0.9215288458275724,0.93,20.0
0.05499286340183246,0.93,20.0
0.05938049042225535,0.93,20.0
0.809538308880007,0.93,20.0
0.7440728152060911,0.93,20.0
0.7434514260490422,0.93,20.0
0.28114491482566273,0.93,20.0
0.6834277185892637,0.93,20.0
0.6608796959839626,0.93,20.0
0.6249975925610947,0.93,20.0
0.5833558994361022,0.93,20.0
0.577340740482166,0.93,20.0
0.4222682056805146,0.93,20.0
0.5285392653618611,0.93,20.0
0.5233648059903,0.93,20.0
0.5221566148240341,0.93,20.0
0.5172129461483188,0.93,20.0
0.4668061186080714,0.93,20.0
0.0,0.94,20.0
0.011385920092950974,0.94,20.0
0.9330634057721172,0.94,20.0
0.06925507165910949,0.94,20.0
0.07123862191491487,0.94,20.0
0.8208776287158591,0.94,20.0
0.7595095399168514,0.94,20.0
0.7557667332856821,0.94,20.0
0.27505808050554037,0.94,20.0
0.6947376243580946,0.94,20.0
0.6721469150617521,0.94,20.0
0.6506480991820267,0.94,20.0
0.6119901338526108,0.94,20.0
0.6037724831225941,0.94,20.0
0.43396983475829976,0.94,20.0
0.5412207685644933,0.94,20.0
0.5334360740473586,0.94,20.0
0.5286673290986063,0.94,20.0
0.4765562869050532,0.94,20.0
0.513002667230975,0.94,20.0
0.0,0.95,20.0
0.9695014644365523,0.95,20.0
0.9218277153697271,0.95,20.0
0.0603299646083561,0.95,20.0
0.060776318187371614,0.95,20.0
0.8094446099546078,0.95,20.0
0.752217950439722,0.95,20.0
0.7453201459367946,0.95,20.0
0.24607610156750753,0.95,20.0
0.6832748769332341,0.95,20.0
0.660641024332913,0.95,20.0
0.6536821601484263,0.95,20.0
0.6179996993377921,0.95,20.0
0.6089143697349586,0.95,20.0
0.4229030006869053,0.95,20.0
0.5311442995354719,0.95,20.0
0.5219425544307852,0.95,20.0
0.5173506041253639,0.95,20.0
0.4621603579675123,0.95,20.0
0.47963815967163065,0.95,20.0
0.0,0.96,20.0
0.9501911282244944,0.96,20.0
0.9219795349367965,0.96,20.0
0.0608122788668885,0.96,20.0
0.06371436704871902,0.96,20.0
0.8093970128504536,0.96,20.0
0.7563558135154216,0.96,20.0
0.7462694245225061,0.96,20.0
0.22835884660320982,0.96,20.0
0.683197236533485,0.96,20.0
0.6682575834326978,0.96,20.0
0.6605197839041187,0.96,20.0
0.635541253429251,0.96,20.0
0.6264266752107299,0.96,20.0
0.4232254638078056,0.96,20.0
0.5324676189836746,0.96,20.0
0.5218338161381846,0.96,20.0
0.5174205315308206,0.96,20.0
0.45742910642723655,0.96,20.0
0.4582720666344333,0.96,20.0
0.0,0.97,20.0
0.9306834718586328,0.97,20.0
0.9221329442697368,0.97,20.0
0.0612996444502672,0.97,20.0
0.06668330167576014,0.97,20.0
0.8093489173912016,0.97,20.0
0.21052248842113824,0.97,20.0
0.7605372152744938,0.97,20.0
0.7472286489259702,0.97,20.0
0.6831187832642863,0.97,20.0
0.6829884946609394,0.97,20.0
0.6603972742633022,0.97,20.0
0.6532277668381724,0.97,20.0
0.6446086515144124,0.97,20.0
0.4235513038838258,0.97,20.0
0.43498965120636973,0.97,20.0
0.5338048069703545,0.97,20.0
0.5217239394593381,0.97,20.0
0.4538188144148616,0.97,20.0
0.5174911911492356,0.97,20.0
0.0,0.98,20.0
0.922287943497959,0.98,20.0
0.9109789130395916,0.98,20.0
0.061792061589008185,0.98,20.0
0.06968312611602184,0.98,20.0
0.8093003234870206,0.98,20.0
0.19256911115308972,0.98,20.0
0.7647621624962111,0.98,20.0
0.7481978195577188,0.98,20.0
0.6978749383775231,0.98,20.0
0.683039516906758,0.98,20.0
0.6710581248989477,0.98,20.0
0.6632623381221427,0.98,20.0
0.6602734948631972,0.98,20.0
0.41231985968957885,0.98,20.0
0.423880521106132,0.98,20.0
0.5351558641065608,0.98,20.0
0.4489970553866672,0.98,20.0
0.5216129239854581,0.98,20.0
0.5175625830635822,0.98,20.0
0.0,0.99,20.0
0.9224445325892752,0.99,20.0
0.062289530259728276,0.99,20.0
0.07271384413237997,0.99,20.0
0.8910778859898145,0.99,20.0
0.8092512311627216,0.99,20.0
0.17450079205375624,0.99,20.0
0.7690306616937599,0.99,20.0
0.7491769365388794,0.99,20.0
0.7129169571304388,0.99,20.0
0.6890312067563334,0.99,20.0
0.6829594375203946,0.99,20.0
0.6822607282405124,0.99,20.0
0.6601484457248372,0.99,20.0
0.3894197986495567,0.99,20.0
0.42421311544026824,0.99,20.0
0.536520790702145,0.99,20.0
0.4439322848216029,0.99,20.0
0.521500769810417,0.99,20.0
0.5176347072519739,0.99,20.0
0.0,1.0,20.0
0.9226027115630098,1.0,20.0
0.06279205052038361,1.0,20.0
0.07577545963114563,1.0,20.0
0.870980842376143,1.0,20.0
0.1563196031972675,1.0,20.0
0.8092016404069169,1.0,20.0
0.7733427195502395,1.0,20.0
0.7501660000853025,1.0,20.0
0.7281145920135275,1.0,20.0
0.7071458858731814,1.0,20.0
0.701519874217021,1.0,20.0
0.6828785450795735,1.0,20.0
0.6600221269463796,1.0,20.0
0.3662895364935528,1.0,20.0
0.42454908692386367,1.0,20.0
0.5378995871680414,1.0,20.0
0.4387069327464995,1.0,20.0
0.521387476908972,1.0,20.0
0.5177075637259135,1.0,20.0
0.0,1.01,20.0
0.9227624803387031,1.01,20.0
0.06329962227223257,1.01,20.0
0.07886797635815668,1.01,20.0
0.8506882520939155,1.01,20.0
0.13802761159844928,1.01,20.0
0.809151551278787,1.01,20.0
0.777698342608938,1.01,20.0
0.7511650102348293,1.01,20.0
0.743467882596988,1.01,20.0
0.7254010296164896,1.01,20.0
0.7209824765199135,1.01,20.0
0.6827968397282366,1.01,20.0
0.6598945388069728,1.01,20.0
0.3429291430217785,1.01,20.0
0.4248884354552622,1.01,20.0
0.5392922537306388,1.01,20.0
0.43337677252286533,1.01,20.0
0.5212730455392923,1.01,20.0
0.5177811524321609,1.01,20.0
0.0,1.02,20.0
0.9229238389593071,1.02,20.0
0.06381224561093868,1.02,20.0
0.08199139834708713,1.02,20.0
0.11962687970902791,1.02,20.0
0.8302006076153482,1.02,20.0
0.8091009637501025,1.02,20.0
0.782097537729906,1.02,20.0
0.7589768679974771,1.02,20.0
0.7521739672495672,1.02,20.0
0.743795499282405,1.02,20.0
0.7406081697295683,1.02,20.0
0.6827143213986637,1.02,20.0
0.6597656812112209,1.02,20.0
0.31933868999742965,1.02,20.0
0.4252311611053003,1.02,20.0
0.4279806316794129,1.02,20.0
0.5406987908530768,1.02,20.0
0.5211574755853042,1.02,20.0
0.5178554733975368,1.02,20.0
0.0,1.03,20.0
0.9230867874926477,1.03,20.0
0.0643299206715553,1.03,20.0
0.08514572972155199,1.03,20.0
0.10111946498822233,1.03,20.0
0.8095184465241587,1.03,20.0
0.8090498777748552,1.03,20.0
0.7865403118882482,1.03,20.0
0.7746415881920456,1.03,20.0
0.7623281485238107,1.03,20.0
0.7603676340567215,1.03,20.0
0.7531928714382716,1.03,20.0
0.6826309899785861,1.03,20.0
0.2955182510247558,1.03,20.0
0.6596355538470802,1.03,20.0
0.42254625719719036,1.03,20.0
0.42557726397966045,1.03,20.0
0.5421191990492473,1.03,20.0
0.5210407668331469,1.03,20.0
0.5179305266650099,1.03,20.0
0.0,1.04,20.0
0.9232513259021442,1.04,20.0
0.0648526474252129,1.04,20.0
0.08250741928279698,1.04,20.0
0.08833097443552235,1.04,20.0
0.8089982933812194,1.04,20.0
0.7910266719095422,1.04,20.0
0.7904620880930009,1.04,20.0
0.7886430370113269,1.04,20.0
0.7809978188884381,1.04,20.0
0.7802382746140166,1.04,20.0
0.7542217229234132,1.04,20.0
0.2714679013640079,1.04,20.0
0.6825468455371583,1.04,20.0
0.6595041568861744,1.04,20.0
0.41709395000435434,1.04,20.0
0.5435534786398187,1.04,20.0
0.4259267440383037,1.04,20.0
0.5209229194121898,1.04,20.0
0.5180063122097741,1.04,20.0
0.0,1.05,20.0
0.9234174541079683,1.05,20.0
0.0637927885560749,1.05,20.0
0.06538042577529524,1.05,20.0
0.09154713639613526,1.05,20.0
0.8089462106281642,1.05,20.0
0.8064384331733535,1.05,20.0
0.8002064007272869,1.05,20.0
0.7998033246094225,1.05,20.0
0.7955566245948024,1.05,20.0
0.7675718860909826,1.05,20.0
0.7552605217513608,1.05,20.0
0.24718771816002102,1.05,20.0
0.6824618882189943,1.05,20.0
0.6593714907160081,1.05,20.0
0.41163887798879684,1.05,20.0
0.5450016298676477,1.05,20.0
0.42627960118089975,1.05,20.0
0.5208039335965821,1.05,20.0
0.5180828299789494,1.05,20.0
0.0,1.06,20.0
0.9235851722902311,1.06,20.0
0.044977613116937654,1.06,20.0
0.06591325603430215,1.06,20.0
0.09479422007264027,1.06,20.0
0.8225707934699387,1.06,20.0
0.8202551909923967,1.06,20.0
0.8187433700398347,1.06,20.0
0.8088936293900764,1.06,20.0
0.8001301773407322,1.06,20.0
0.7563092684387684,1.06,20.0
0.7463092660543975,1.06,20.0
0.22267778119468085,1.06,20.0
0.6823761177181185,1.06,20.0
0.6592375545946736,1.06,20.0
0.4061925865948249,1.06,20.0
0.5464636534699961,1.06,20.0
0.4266358356702869,1.06,20.0
0.5206838088179713,1.06,20.0
0.5181600800883295,1.06,20.0
0.0,1.07,20.0
0.026063925944945943,1.07,20.0
0.9237544803001347,1.07,20.0
0.06645113799770597,1.07,20.0
0.09807222931380577,1.07,20.0
0.840375755039768,1.07,20.0
0.8388608528231702,1.07,20.0
0.8378151380921676,1.07,20.0
0.8088405497749229,1.07,20.0
0.8047473369348217,1.07,20.0
0.19793817171898964,1.07,20.0
0.757367962911411,1.07,20.0
0.7248541405752708,1.07,20.0
0.6822895342986605,1.07,20.0
0.6591023491997521,1.07,20.0
0.40076400732524653,1.07,20.0
0.5479395495671957,1.07,20.0
0.42699544731001593,1.07,20.0
0.5205625455726625,1.07,20.0
0.5182380624402584,1.07,20.0
0.0,1.08,20.0
0.007053753376750627,1.08,20.0
0.9239253781588943,1.08,20.0
0.06699407172865485,1.08,20.0
0.10138116834996108,1.08,20.0
0.8605594280370464,1.08,20.0
0.8570264545509334,1.08,20.0
0.8552996468285136,1.08,20.0
0.8094081105760503,1.08,20.0
0.8087869717699523,1.08,20.0
0.17296897363274139,1.08,20.0
0.7584366054032883,1.08,20.0
0.7032071820058823,1.08,20.0
0.6822021379300247,1.08,20.0
0.6589658744647444,1.08,20.0
0.39536014926154617,1.08,20.0
0.5494293186042599,1.08,20.0
0.427358436141206,1.08,20.0
0.5204401438051588,1.08,20.0
0.5183167770473935,1.08,20.0
0.0,1.09,20.0
0.012050885536632971,1.09,20.0
0.9361487514524112,1.09,20.0
0.07959294287133645,1.09,20.0
0.8928499379812591,1.09,20.0
0.8884138949742278,1.09,20.0
0.8839512265716492,1.09,20.0
0.11677192704451933,1.09,20.0
0.15982115882205428,1.09,20.0
0.8261633911209105,1.09,20.0
0.8207837808791492,1.09,20.0
0.7715660817374363,1.09,20.0
0.6941648140696279,1.09,20.0
0.6934198927585775,1.09,20.0
0.6708790157375788,1.09,20.0
0.40203746615940905,1.09,20.0
0.5629838466196047,1.09,20.0
0.43977568778090714,1.09,20.0
0.5323674889056463,1.09,20.0
0.5304471094772254,1.09,20.0
0.9687520206914718,1.1,20.0
0.0,1.1,20.0
0.9242719436486294,1.1,20.0
0.9010885729137246,1.1,20.0
0.06809509496861682,1.1,20.0
0.8958305268758795,1.1,20.0
0.8886560612452488,1.1,20.0
0.10809185321189518,1.1,20.0
0.12234215958603878,1.1,20.0
0.8188605294012323,1.1,20.0
0.808678320439659,1.1,20.0
0.7606037356436917,1.1,20.0
0.6820249059786231,1.1,20.0
0.659340240099882,1.1,20.0
0.6586891160751532,1.1,20.0
0.3846477714011805,1.1,20.0
0.5524504775628493,1.1,20.0
0.4280945457396424,1.1,20.0
0.5201919240220702,1.1,20.0
0.5184764031692443,1.1,20.0
0.0,1.11,20.0
0.949464475219594,1.11,20.0
0.9244476112026229,1.11,20.0
0.9214227805297261,1.11,20.0
0.9154271235897118,1.11,20.0
0.9055675340772242,1.11,20.0
0.0686531844175084,1.11,20.0
0.0966847235522657,1.11,20.0
0.11149360745921044,1.11,20.0
0.8236521890559003,1.11,20.0
0.8086232471737294,1.11,20.0
0.7617022236542526,1.11,20.0
0.6819350705417999,1.11,20.0
0.6585488327976136,1.11,20.0
0.637121518252937,1.11,20.0
0.3793473406375022,1.11,20.0
0.5539818681681226,1.11,20.0
0.42846766642287953,1.11,20.0
0.5200661062815457,1.11,20.0
0.5185573146317356,1.11,20.0
0.0,1.12,20.0
0.9417971299028391,1.12,20.0
0.9351515310229945,1.12,20.0
0.930088473687017,1.12,20.0
0.9246248686743817,1.12,20.0
0.9226348671606805,1.12,20.0
0.06921632586424348,1.12,20.0
0.07079805947155976,1.12,20.0
0.11492630879221627,1.12,20.0
0.8284874921548523,1.12,20.0
0.8085676754785125,1.12,20.0
0.7628106606097574,1.12,20.0
0.6818444220613935,1.12,20.0
0.6584072799720696,1.12,20.0
0.6147134957735712,1.12,20.0
0.37408823953004516,1.12,20.0
0.5555271335013908,1.12,20.0
0.4288441644408553,1.12,20.0
0.5199391498475244,1.12,20.0
0.5186389583896232,1.12,20.0
0.0,1.13,20.0
0.9622076017974166,1.13,20.0
0.9550025461946684,1.13,20.0
0.9398580963574006,1.13,20.0
0.9248037160314748,1.13,20.0
0.044682264213969924,1.13,20.0
0.9106260038757491,1.13,20.0
0.06978451928900975,1.13,20.0
0.11838996153437364,1.13,20.0
0.8333664461037285,1.13,20.0
0.8085116053794787,1.13,20.0
0.7639290466567843,1.13,20.0
0.6817529606003322,1.13,20.0
0.6582644577868225,1.13,20.0
0.36887288628197934,1.13,20.0
0.592116843025662,1.13,20.0
0.5570862739255446,1.13,20.0
0.42922403976031603,1.13,20.0
0.5198110548422097,1.13,20.0
0.5187213344207049,1.13,20.0
0.0,1.14,20.0
0.9923283811986701,1.14,20.0
0.017349399788172792,1.14,20.0
0.9745866376576955,1.14,20.0
0.03568683769926684,1.14,20.0
0.9423335530840764,1.14,20.0
0.08770716454603128,1.14,20.0
0.9084284451350133,1.14,20.0
0.13923396994682458,1.14,20.0
0.855638458270567,1.14,20.0
0.8258044366515389,1.14,20.0
0.7824067818299866,1.14,20.0
0.6990100859142695,1.14,20.0
0.6754697658960218,1.14,20.0
0.38105266862621556,1.14,20.0
0.5866816472200665,1.14,20.0
0.5760086896981483,1.14,20.0
0.44695669221228607,1.14,20.0
0.5370312209860592,1.14,20.0
0.5361538425262559,1.14,20.0
0.9830086191134636,1.15,20.0
0.0,1.15,20.0
0.0033159725463489664,1.15,20.0
0.00823632000210106,1.15,20.0
0.011359197189939496,1.15,20.0
0.933402500498517,1.15,20.0
0.07917238234984236,1.15,20.0
0.8796858904435785,1.15,20.0
0.8514916569494542,1.15,20.0
0.13364645919395296,1.15,20.0
0.8166342899143427,1.15,20.0
0.7744319870274466,1.15,20.0
0.6898039185975703,1.15,20.0
0.6662113248425556,1.15,20.0
0.3668173427956992,1.15,20.0
0.5684825019427612,1.15,20.0
0.5545967338500492,1.15,20.0
0.43823024248674775,1.15,20.0
0.527787768838058,1.15,20.0
0.5271246033613456,1.15,20.0
0.0,1.16,20.0
0.9724978225678819,1.16,20.0
0.007536718134818932,1.16,20.0
0.02284009427457273,1.16,20.0
0.031158174114855552,1.16,20.0
0.9328865157385334,1.16,20.0
0.07905613017943003,1.16,20.0
0.8592762624143168,1.16,20.0
0.8558020072338344,1.16,20.0
0.13650339121930954,1.16,20.0
0.8158771226842509,1.16,20.0
0.7748806198999592,1.16,20.0
0.689010416201139,1.16,20.0
0.6653650923085024,1.16,20.0
0.3610442092532646,1.16,20.0
0.5693836685326652,1.16,20.0
0.43792064804817366,1.16,20.0
0.5307387833600944,1.16,20.0
0.5269566560058275,1.16,20.0
0.5265095743987969,1.16,20.0
0.0,1.17,20.0
0.010310183692342989,1.17,20.0
0.9379298144762316,1.17,20.0
0.035648968529364666,1.17,20.0
0.9255350046321738,1.17,20.0
0.044143608386912114,1.17,20.0
0.07210781390336929,1.17,20.0
0.853318922689694,1.17,20.0
0.8319509258190294,1.17,20.0
0.13255417641508804,1.17,20.0
0.8082823407671885,1.17,20.0
0.7685020864994854,1.17,20.0
0.6813789845198699,1.17,20.0
0.6576804740322885,1.17,20.0
0.34848377025767674,1.17,20.0
0.5634615957480147,1.17,20.0
0.43077731474276587,1.17,20.0
0.5192872882643851,1.17,20.0
0.5190581614604156,1.17,20.0
0.49985794433107666,1.17,20.0
0.0,1.18,20.0
0.028312998301047443,1.18,20.0
0.9257218015849041,1.18,20.0
0.9106699244553449,1.18,20.0
0.0561152453956652,1.18,20.0
0.0646867940714897,1.18,20.0
0.07270126796148452,1.18,20.0
0.8584162455110913,1.18,20.0
0.1361726537798858,1.18,20.0
0.8120856688839061,1.18,20.0
0.8082237785657735,1.18,20.0
0.7696702214482238,1.18,20.0
0.6812834579567661,1.18,20.0
0.6575313043801284,1.18,20.0
0.3435107444178615,1.18,20.0
0.5650901184402131,1.18,20.0
0.4311740769897951,1.18,20.0
0.519153500012423,1.18,20.0
0.5191441989493684,1.18,20.0
0.47632881659735915,1.18,20.0
0.0,1.19,20.0
0.9259101884508991,1.19,20.0
0.04647171573920783,1.19,20.0
0.07329977423451134,1.19,20.0
0.07670102172620596,1.19,20.0
0.8831815508588563,1.19,20.0
0.08524863792219678,1.19,20.0
0.8635572653882979,1.19,20.0
0.13982210978711834,1.19,20.0
0.8081647179556202,1.19,20.0
0.7921457237976917,1.19,20.0
0.7708483068076144,1.19,20.0
0.6811871184035785,1.19,20.0
0.6573808653430682,1.19,20.0
0.3385891090636438,1.19,20.0
0.5667325189006766,1.19,20.0
0.4315742166517481,1.19,20.0
0.5192309687224689,1.19,20.0
0.5190185731733176,1.19,20.0
0.45261547634753324,1.19,20.0
0.0,1.2,20.0
0.9261001652266863,1.2,20.0
0.0647863225130959,1.2,20.0
0.07390333275013139,1.2,20.0
0.8687419902240343,1.2,20.0
0.09740511194396045,1.2,20.0
0.10582690232671238,1.2,20.0
0.8554648138148584,1.2,20.0
0.14350254910056476,1.2,20.0
0.8081051589417507,1.2,20.0
0.7721330397601281,1.2,20.0
0.7720363427893486,1.2,20.0
0.6810899658729922,1.2,20.0
0.6572291569512811,1.2,20.0
0.3337193805453072,1.2,20.0
0.5683887975736883,1.2,20.0
0.42871876111297774,1.2,20.0
0.43197773373655995,1.2,20.0
0.5193184707762339,1.2,20.0
0.5188825077708967,1.2,20.0
0.0,1.21,20.0
0.926291731969259,1.21,20.0
0.07451194363139674,1.21,20.0
0.08325680170975791,1.21,20.0
0.8739704281067039,1.21,20.0
0.11822633015828765,1.21,20.0
0.12641946435898904,1.21,20.0
0.8275198373833319,1.21,20.0
0.14721397654579566,1.21,20.0
0.8080451014862009,1.21,20.0
0.7732343297159017,1.21,20.0
0.7520495682800568,1.21,20.0
0.6809920002721427,1.21,20.0
0.6570761789136862,1.21,20.0
0.3289018784207618,1.21,20.0
0.5700589550214513,1.21,20.0
0.4046395888163275,1.21,20.0
0.43238462833671865,1.21,20.0
0.51940670514641,1.21,20.0
0.5187453036238333,1.21,20.0
0.0,1.22,20.0
0.9264848886805742,1.22,20.0
0.07512560691508458,1.22,20.0
0.8792425870740239,1.22,20.0
0.10188313273468019,1.22,20.0
0.1391634900809528,1.22,20.0
0.14702429479525975,1.22,20.0
0.1509563968783011,1.22,20.0
0.8079845455901629,1.22,20.0
0.7993467494435771,1.22,20.0
0.7744422678124405,1.22,20.0
0.7318972676990774,1.22,20.0
0.680893221604244,1.22,20.0
0.6569219312250743,1.22,20.0
0.32413662441502167,1.22,20.0
0.38037907400681237,1.22,20.0
0.5717429917061335,1.22,20.0
0.43279490046795893,1.22,20.0
0.5194956718330177,1.22,20.0
0.5186069607366666,1.22,20.0
0.0,1.23,20.0
0.9266796352654345,1.23,20.0
0.07574432248547552,1.23,20.0
0.8845584750267461,1.23,20.0
0.1206652911861757,1.23,20.0
0.8079234913240685,1.23,20.0
0.1547298146989463,1.23,20.0
0.16021540509018017,1.23,20.0
0.16763943794529174,1.23,20.0
0.7756601571309305,1.23,20.0
0.7709456817350189,1.23,20.0
0.7116781100707346,1.23,20.0
0.6807936300433817,1.23,20.0
0.6567664144753236,1.23,20.0
0.31942285394793946,1.23,20.0
0.35593902901425006,1.23,20.0
0.5734409079104059,1.23,20.0
0.4332085500104419,1.23,20.0
0.5195853707730088,1.23,20.0
0.5184674794563963,1.23,20.0
0.0,1.24,20.0
0.9268759718593791,1.24,20.0
0.8899181003992104,1.24,20.0
0.07636809058995786,1.24,20.0
0.13960324949696307,1.24,20.0
0.8078619385939945,1.24,20.0
0.15853423511236875,1.24,20.0
0.18138088903003097,1.24,20.0
0.7768879981409043,1.24,20.0
0.1882629911212434,1.24,20.0
0.7423167706953309,1.24,20.0
0.6913940922642319,1.24,20.0
0.6806932253580573,1.24,20.0
0.6566096278408708,1.24,20.0
0.3147548637424247,1.24,20.0
0.33132612838388065,1.24,20.0
0.5751527043561417,1.24,20.0
0.4336255771666642,1.24,20.0
0.5196758020530783,1.24,20.0
0.5183268593169987,1.24,20.0
0.0,1.25,20.0
0.92707389836832,1.25,20.0
0.8953214712175834,1.25,20.0
0.07699691111512924,1.25,20.0
0.8077998874696375,1.25,20.0
0.1586969759151815,1.25,20.0
0.1623696628026663,1.25,20.0
0.7781257909000423,1.25,20.0
0.20265875519959486,1.25,20.0
0.20889307872360213,1.25,20.0
0.7134601565999477,1.25,20.0
0.6805920077206519,1.25,20.0
0.6710472509226862,1.25,20.0
0.6564515719148527,1.25,20.0
0.30641930573104414,1.25,20.0
0.3102546219440029,1.25,20.0
0.5768783813357711,1.25,20.0
0.4340459818185554,1.25,20.0
0.5197669656108812,1.25,20.0
0.5181851006633296,1.25,20.0
0.0,1.26,20.0
0.9272734148592734,1.26,20.0
0.9007685958988727,1.26,20.0
0.07763078420120778,1.26,20.0
0.8077373379060961,1.26,20.0
0.1662361028179392,1.26,20.0
0.1779464352688847,1.26,20.0
0.7793735357581408,1.26,20.0
0.22404781665755302,1.26,20.0
0.2295278203165947,1.26,20.0
0.6843759845383643,1.26,20.0
0.6804899770220224,1.26,20.0
0.28150942834676546,1.26,20.0
0.6562922464238902,1.26,20.0
0.30563210312761324,1.26,20.0
0.6506396885630996,1.26,20.0
0.5786179394495483,1.26,20.0
0.434469764073152,1.26,20.0
0.5198588614886133,1.26,20.0
0.5180422032917115,1.26,20.0
0.0,1.27,20.0
0.9274745213084169,1.27,20.0
0.9062594827354393,1.27,20.0
0.07826970984580967,1.27,20.0
0.8076742899228284,1.27,20.0
0.1701335600643903,1.27,20.0
0.7806312329031373,1.27,20.0
0.19735158837978745,1.27,20.0
0.24554688308066208,1.27,20.0
0.25016528219551165,1.27,20.0
0.2563563295706474,1.27,20.0
0.6803871333086959,1.27,20.0
0.3011282636421596,1.27,20.0
0.6561316513538334,1.27,20.0
0.6550644040060137,1.27,20.0
0.6301736146655811,1.27,20.0
0.5803713791300946,1.27,20.0
0.4348969239107062,1.27,20.0
0.5199514896695162,1.27,20.0
0.5178981672714776,1.27,20.0
0.0,1.28,20.0
0.9276772177416179,1.28,20.0
0.9117941401824308,1.28,20.0
0.07891368812501537,1.28,20.0
0.8076107435042688,1.28,20.0
0.174062039588669,1.28,20.0
0.7818988826144051,1.28,20.0
0.2169123923000449,1.28,20.0
0.23102255792982596,1.28,20.0
0.26715474363356484,1.28,20.0
0.2708034005000599,1.28,20.0
0.6802834765438048,1.28,20.0
0.2966813156732317,1.28,20.0
0.655969786670519,1.28,20.0
0.6255255693464021,1.28,20.0
0.6096514179086914,1.28,20.0
0.5821387009076958,1.28,20.0
0.43532746138100553,1.28,20.0
0.5200448501690592,1.28,20.0
0.5177529925420834,1.28,20.0
0.0,1.29,20.0
0.9278815041232666,1.29,20.0
0.9173725766300749,1.29,20.0
0.07956271901847883,1.29,20.0
0.807546698678477,1.29,20.0
0.783176485062364,1.29,20.0
0.17802154635452117,1.29,20.0
0.20551175041290137,1.29,20.0
0.2366288000197909,1.29,20.0
0.6801790067964338,1.29,20.0
0.28886933514853375,1.29,20.0
0.2914398449071421,1.29,20.0
0.2922891893967826,1.29,20.0
0.6558066525571586,1.29,20.0
0.5957596396557157,1.29,20.0
0.589075797597088,1.29,20.0
0.5839199052004026,1.29,20.0
0.4357613764480681,1.29,20.0
0.5201389429628144,1.29,20.0
0.5176066792344548,1.29,20.0
0.0,1.3,20.0
0.9280873804835688,1.3,20.0
0.922994800663992,1.3,20.0
0.08021680260964059,1.3,20.0
0.807482155426739,1.3,20.0
0.7844640405378767,1.3,20.0
0.17982543787895972,1.3,20.0
0.1820120854984828,1.3,20.0
0.256500760675712,1.3,20.0
0.6800737240209579,1.3,20.0
0.2879478225659919,1.3,20.0
0.6556422488618309,1.3,20.0
0.31069265154026693,1.3,20.0
0.31207175639386875,1.3,20.0
0.5857149925543073,1.3,20.0
0.568450022752737,1.3,20.0
0.5657667792099836,1.3,20.0
0.43619866916793715,1.3,20.0
0.5202337680690404,1.3,20.0
0.5174592272584726,1.3,20.0
0.0,1.31,20.0
0.928660820904371,1.31,20.0
0.9282948468399767,1.31,20.0
0.08087593896217926,1.31,20.0
0.8074171137394393,1.31,20.0
0.15396475743440757,1.31,20.0
0.7857615493107019,1.31,20.0
0.1860336621721872,1.31,20.0
0.276528219323464,1.31,20.0
0.6799676281943777,1.31,20.0
0.28366029844419505,1.31,20.0
0.6554765755238222,1.31,20.0
0.332619895969414,1.31,20.0
0.33269518684955135,1.31,20.0
0.587523963495288,1.31,20.0
0.5477784890856013,1.31,20.0
0.535547157463945,1.31,20.0
