ΔE_n,ϵ_2,ϵ_1,floquet
0.0,1.5000050538098957,30.0,1.0
23.836998246111435,1.5000050538098957,30.0,1.0
37.10024654912355,1.5000050538098957,30.0,1.0
48.367328551973394,1.5000050538098957,30.0,1.0
64.46262092167578,1.5000050538098957,30.0,1.0
84.34435529831858,1.5000050538098957,30.0,1.0
108.19043495358129,1.5000050538098957,30.0,1.0
136.07629041799052,1.5000050538098957,30.0,1.0
168.07173492177355,1.5000050538098957,30.0,1.0
204.32219446782167,1.5000050538098957,30.0,1.0
245.25558327014136,1.5000050538098957,30.0,1.0
290.49286390678935,1.5000050538098957,30.0,1.0
344.1801561923122,1.5000050538098957,30.0,1.0
396.5152996983611,1.5000050538098957,30.0,1.0
477.4986963816048,1.5000050538098957,30.0,1.0
532.77354303167,1.5000050538098957,30.0,1.0
661.6512834333048,1.5000050538098957,30.0,1.0
591386.0926556553,1.5000050538098957,30.0,1.0
591634.981909463,1.5000050538098957,30.0,1.0
593615.2536036103,1.5000050538098957,30.0,1.0
0.0,1.5000050538098957,29.696969696969695,1.0
23.70060348663598,1.5000050538098957,29.696969696969695,1.0
36.6965911820848,1.5000050538098957,29.696969696969695,1.0
47.94501274167052,1.5000050538098957,29.696969696969695,1.0
64.0294395379011,1.5000050538098957,29.696969696969695,1.0
83.90504258388418,1.5000050538098957,29.696969696969695,1.0
107.74878650067114,1.5000050538098957,29.696969696969695,1.0
135.63290845915884,1.5000050538098957,29.696969696969695,1.0
167.62582241225783,1.5000050538098957,29.696969696969695,1.0
203.86527003779887,1.5000050538098957,29.696969696969695,1.0
244.79202648126332,1.5000050538098957,29.696969696969695,1.0
289.9839472362349,1.5000050538098957,29.696969696969695,1.0
343.6716804340623,1.5000050538098957,29.696969696969695,1.0
395.9574800999928,1.5000050538098957,29.696969696969695,1.0
476.7691992951407,1.5000050538098957,29.696969696969695,1.0
532.5067981896314,1.5000050538098957,29.696969696969695,1.0
660.4350859150289,1.5000050538098957,29.696969696969695,1.0
591386.0111747397,1.5000050538098957,29.696969696969695,1.0
591634.2343727938,1.5000050538098957,29.696969696969695,1.0
593615.343685162,1.5000050538098957,29.696969696969695,1.0
0.0,1.5000050538098957,29.393939393939394,1.0
23.562684836882354,1.5000050538098957,29.393939393939394,1.0
36.28838352457311,1.5000050538098957,29.393939393939394,1.0
47.52413482777094,1.5000050538098957,29.393939393939394,1.0
63.597250681844685,1.5000050538098957,29.393939393939394,1.0
83.46699523956778,1.5000050538098957,29.393939393939394,1.0
107.30855884593883,1.5000050538098957,29.393939393939394,1.0
135.19105011253882,1.5000050538098957,29.393939393939394,1.0
167.18157157463054,1.5000050538098957,29.393939393939394,1.0
203.41015279810236,1.5000050538098957,29.393939393939394,1.0
244.3303293530578,1.5000050538098957,29.393939393939394,1.0
289.4778154721173,1.5000050538098957,29.393939393939394,1.0
343.16368820163353,1.5000050538098957,29.393939393939394,1.0
395.40625818803994,1.5000050538098957,29.393939393939394,1.0
476.03598262271026,1.5000050538098957,29.393939393939394,1.0
532.2513797252439,1.5000050538098957,29.393939393939394,1.0
659.2218678174276,1.5000050538098957,29.393939393939394,1.0
591385.9283584385,1.5000050538098957,29.393939393939394,1.0
591633.4908193514,1.5000050538098957,29.393939393939394,1.0
593615.434052354,1.5000050538098957,29.393939393939394,1.0
0.0,1.5000050538098957,29.09090909090909,1.0
23.423165711366124,1.5000050538098957,29.09090909090909,1.0
35.875665990601156,1.5000050538098957,29.09090909090909,1.0
47.10473063999585,1.5000050538098957,29.09090909090909,1.0
63.16607561330532,1.5000050538098957,29.09090909090909,1.0
83.03023023441482,1.5000050538098957,29.09090909090909,1.0
106.86976516034005,1.5000050538098957,29.09090909090909,1.0
134.75072604233503,1.5000050538098957,29.09090909090909,1.0
166.7389886241634,1.5000050538098957,29.09090909090909,1.0
202.95685422716616,1.5000050538098957,29.09090909090909,1.0
243.8704838696421,1.5000050538098957,29.09090909090909,1.0
288.9745013889849,1.5000050538098957,29.09090909090909,1.0
342.6561528210034,1.5000050538098957,29.09090909090909,1.0
394.8616673342447,1.5000050538098957,29.09090909090909,1.0
475.2991882693361,1.5000050538098957,29.09090909090909,1.0
532.0071431405918,1.5000050538098957,29.09090909090909,1.0
658.0116520596692,1.5000050538098957,29.09090909090909,1.0
591385.8441707124,1.5000050538098957,29.09090909090909,1.0
591632.7512263822,1.5000050538098957,29.09090909090909,1.0
593615.5247095184,1.5000050538098957,29.09090909090909,1.0
0.0,1.5000050538098957,28.787878787878785,1.0
23.281962762029764,1.5000050538098957,28.787878787878785,1.0
35.4584954512033,1.5000050538098957,28.787878787878785,1.0
46.68682901883514,1.5000050538098957,28.787878787878785,1.0
62.73593598753076,1.5000050538098957,28.787878787878785,1.0
82.5947646659917,1.5000050538098957,28.787878787878785,1.0
106.43241879469389,1.5000050538098957,28.787878787878785,1.0
134.3119472072956,1.5000050538098957,28.787878787878785,1.0
166.29808009749627,1.5000050538098957,28.787878787878785,1.0
202.50538637900033,1.5000050538098957,28.787878787878785,1.0
243.4124829317842,1.5000050538098957,28.787878787878785,1.0
288.4740384366809,1.5000050538098957,28.787878787878785,1.0
342.14905212297214,1.5000050538098957,28.787878787878785,1.0
394.32374179727543,1.5000050538098957,28.787878787878785,1.0
474.5589675420385,1.5000050538098957,28.787878787878785,1.0
531.7739549075799,1.5000050538098957,28.787878787878785,1.0
656.8044791083781,1.5000050538098957,28.787878787878785,1.0
591385.7586280967,1.5000050538098957,28.787878787878785,1.0
591632.0156733819,1.5000050538098957,28.787878787878785,1.0
593615.615661102,1.5000050538098957,28.787878787878785,1.0
0.0,1.5000050538098957,28.484848484848484,1.0
23.138985062892772,1.5000050538098957,28.484848484848484,1.0
35.03694411800049,1.5000050538098957,28.484848484848484,1.0
46.27045175853689,1.5000050538098957,28.484848484848484,1.0
62.306853833731694,1.5000050538098957,28.484848484848484,1.0
82.16061569882754,1.5000050538098957,28.484848484848484,1.0
105.99653315636863,1.5000050538098957,28.484848484848484,1.0
133.8747246222566,1.5000050538098957,28.484848484848484,1.0
165.85885241059125,1.5000050538098957,28.484848484848484,1.0
202.0557610385778,1.5000050538098957,28.484848484848484,1.0
242.95631893368198,1.5000050538098957,28.484848484848484,1.0
287.9764578809179,1.5000050538098957,28.484848484848484,1.0
341.64236435514346,1.5000050538098957,28.484848484848484,1.0
393.79250695045704,1.5000050538098957,28.484848484848484,1.0
473.81546924721573,1.5000050538098957,28.484848484848484,1.0
531.5516585501426,1.5000050538098957,28.484848484848484,1.0
655.6003683200571,1.5000050538098957,28.484848484848484,1.0
591385.6716759368,1.5000050538098957,28.484848484848484,1.0
591631.284103417,1.5000050538098957,28.484848484848484,1.0
593615.7069116661,1.5000050538098957,28.484848484848484,1.0
0.0,1.5000050538098957,28.18181818181818,1.0
22.99413317652841,1.5000050538098957,28.18181818181818,1.0
34.61110046373955,1.5000050538098957,28.18181818181818,1.0
45.85561365192492,1.5000050538098957,28.18181818181818,1.0
61.87885159317664,1.5000050538098957,28.18181818181818,1.0
81.72780063625399,1.5000050538098957,28.18181818181818,1.0
105.56212184894116,1.5000050538098957,28.18181818181818,1.0
133.43906962777214,1.5000050538098957,28.18181818181818,1.0
165.42131237492526,1.5000050538098957,28.18181818181818,1.0
201.6079906756573,1.5000050538098957,28.18181818181818,1.0
242.50198551262721,1.5000050538098957,28.18181818181818,1.0
287.48179213157437,1.5000050538098957,28.18181818181818,1.0
341.13607334839924,1.5000050538098957,28.18181818181818,1.0
393.26799128206625,1.5000050538098957,28.18181818181818,1.0
473.06885453626086,1.5000050538098957,28.18181818181818,1.0
531.3401186643728,1.5000050538098957,28.18181818181818,1.0
654.3993666248119,1.5000050538098957,28.18181818181818,1.0
591385.5833464824,1.5000050538098957,28.18181818181818,1.0
591630.5566251515,1.5000050538098957,28.18181818181818,1.0
593615.798465892,1.5000050538098957,28.18181818181818,1.0
0.0,1.5000050538098957,27.87878787878788,1.0
22.847298079233397,1.5000050538098957,27.87878787878788,1.0
34.18107020867476,1.5000050538098957,27.87878787878788,1.0
45.442322594467726,1.5000050538098957,27.87878787878788,1.0
61.451952095003676,1.5000050538098957,27.87878787878788,1.0
81.29633685805622,1.5000050538098957,27.87878787878788,1.0
105.12919853893068,1.5000050538098957,27.87878787878788,1.0
133.00499361613436,1.5000050538098957,27.87878787878788,1.0
164.98546666864303,1.5000050538098957,27.87878787878788,1.0
201.1620873944709,1.5000050538098957,27.87878787878788,1.0
242.04947569467927,1.5000050538098957,27.87878787878788,1.0
286.9900708898347,1.5000050538098957,27.87878787878788,1.0
340.63016270887454,1.5000050538098957,27.87878787878788,1.0
392.7502122160467,1.5000050538098957,27.87878787878788,1.0
472.3192791137844,1.5000050538098957,27.87878787878788,1.0
531.1391683018587,1.5000050538098957,27.87878787878788,1.0
653.2014914898223,1.5000050538098957,27.87878787878788,1.0
591385.4935725392,1.5000050538098957,27.87878787878788,1.0
591629.8331568479,1.5000050538098957,27.87878787878788,1.0
593615.8903285867,1.5000050538098957,27.87878787878788,1.0
0.0,1.5000050538098957,27.575757575757578,1.0
22.69835992966563,1.5000050538098957,27.575757575757578,1.0
33.74697738557793,1.5000050538098957,27.575757575757578,1.0
45.0305797880007,1.5000050538098957,27.575757575757578,1.0
61.02617859207446,1.5000050538098957,27.575757575757578,1.0
80.86624190621937,1.5000050538098957,27.575757575757578,1.0
104.6977771336848,1.5000050538098957,27.575757575757578,1.0
132.57250838707958,1.5000050538098957,27.575757575757578,1.0
164.55132254006082,1.5000050538098957,27.575757575757578,1.0
200.7180642885322,1.5000050538098957,27.575757575757578,1.0
241.59878442046386,1.5000050538098957,27.575757575757578,1.0
286.50132620018263,1.5000050538098957,27.575757575757578,1.0
340.124623752246,1.5000050538098957,27.575757575757578,1.0
392.23919529200964,1.5000050538098957,27.575757575757578,1.0
471.5669172218589,1.5000050538098957,27.575757575757578,1.0
530.9486808766123,1.5000050538098957,27.575757575757578,1.0
652.0068080082975,1.5000050538098957,27.575757575757578,1.0
591385.4024390212,1.5000050538098957,27.575757575757578,1.0
591629.1139075848,1.5000050538098957,27.575757575757578,1.0
593615.9825046859,1.5000050538098957,27.575757575757578,1.0
0.0,1.5000050538098957,27.272727272727273,1.0
22.547186643646103,1.5000050538098957,27.272727272727273,1.0
33.308965523712565,1.5000050538098957,27.272727272727273,1.0
44.62037999203389,1.5000050538098957,27.272727272727273,1.0
60.60155471398172,1.5000050538098957,27.272727272727273,1.0
80.43753338362774,1.5000050538098957,27.272727272727273,1.0
104.26787155432594,1.5000050538098957,27.272727272727273,1.0
132.14162567166784,1.5000050538098957,27.272727272727273,1.0
164.11888686326833,1.5000050538098957,27.272727272727273,1.0
200.27593354426077,1.5000050538098957,27.272727272727273,1.0
241.1499051316573,1.5000050538098957,27.272727272727273,1.0
286.01558535090476,1.5000050538098957,27.272727272727273,1.0
339.61944469960434,1.5000050538098957,27.272727272727273,1.0
391.7349476798407,1.5000050538098957,27.272727272727273,1.0
470.8119283488826,1.5000050538098957,27.272727272727273,1.0
530.7684729897422,1.5000050538098957,27.272727272727273,1.0
650.8153237619176,1.5000050538098957,27.272727272727273,1.0
591385.3098397721,1.5000050538098957,27.272727272727273,1.0
591628.3987207458,1.5000050538098957,27.272727272727273,1.0
593616.0749992639,1.5000050538098957,27.272727272727273,1.0
0.0,1.5000050538098957,26.96969696969697,1.0
22.393632268402165,1.5000050538098957,26.96969696969697,1.0
32.86719898479247,1.5000050538098957,26.96969696969697,1.0
44.21171188400606,1.5000050538098957,26.96969696969697,1.0
60.17810451068045,1.5000050538098957,26.96969696969697,1.0
80.0102290682177,1.5000050538098957,26.96969696969697,1.0
103.83949598152289,1.5000050538098957,26.96969696969697,1.0
131.71235763990757,1.5000050538098957,26.96969696969697,1.0
163.68816715891435,1.5000050538098957,26.96969696969697,1.0
199.83570843720852,1.5000050538098957,26.96969696969697,1.0
240.70283345657108,1.5000050538098957,26.96969696969697,1.0
285.53287827340296,1.5000050538098957,26.96969696969697,1.0
339.1146220840483,1.5000050538098957,26.96969696969697,1.0
391.23748564172024,1.5000050538098957,26.96969696969697,1.0
470.05449152126755,1.5000050538098957,26.96969696969697,1.0
530.5984042728742,1.5000050538098957,26.96969696969697,1.0
649.6270981817219,1.5000050538098957,26.96969696969697,1.0
591385.2158326672,1.5000050538098957,26.96969696969697,1.0
591627.6877541884,1.5000050538098957,26.96969696969697,1.0
593616.1678175313,1.5000050538098957,26.96969696969697,1.0
0.0,1.5000050538098957,26.666666666666668,1.0
22.237535085928318,1.5000050538098957,26.666666666666668,1.0
32.42186447280588,1.5000050538098957,26.666666666666668,1.0
43.804558448274655,1.5000050538098957,26.666666666666668,1.0
59.75585241070214,1.5000050538098957,26.666666666666668,1.0
79.58434683586513,1.5000050538098957,26.666666666666668,1.0
103.41266467193653,1.5000050538098957,26.666666666666668,1.0
131.28471649423395,1.5000050538098957,26.666666666666668,1.0
163.2591707675866,1.5000050538098957,26.666666666666668,1.0
199.39740164125183,1.5000050538098957,26.666666666666668,1.0
240.2575641687537,1.5000050538098957,26.666666666666668,1.0
285.05323120505824,1.5000050538098957,26.666666666666668,1.0
338.61015117284427,1.5000050538098957,26.666666666666668,1.0
390.74681130140704,1.5000050538098957,26.666666666666668,1.0
469.2947757702551,1.5000050538098957,26.666666666666668,1.0
530.438294351379,1.5000050538098957,26.666666666666668,1.0
648.4421494277162,1.5000050538098957,26.666666666666668,1.0
591385.1203403432,1.5000050538098957,26.666666666666668,1.0
591626.9809040084,1.5000050538098957,26.666666666666668,1.0
593616.2609648508,1.5000050538098957,26.666666666666668,1.0
0.0,1.5000050538098957,26.363636363636363,1.0
22.078715455087007,1.5000050538098957,26.363636363636363,1.0
