ΔE_n,Δ,K,ϵ_1,ϵ_2,N
29.51375060653686,0.0,1.0,0.04,1.0,30.0
41.50978911259472,0.0,1.0,0.04,1.0,30.0
55.50732592267815,0.0,1.0,0.04,1.0,30.0
71.50568951538172,0.0,1.0,0.04,1.0,30.0
89.50454683142603,0.0,1.0,0.04,1.0,30.0
109.50371726413042,0.0,1.0,0.04,1.0,30.0
131.50309591432082,0.0,1.0,0.04,1.0,30.0
155.50261843881762,0.0,1.0,0.04,1.0,30.0
181.50224357786473,0.0,1.0,0.04,1.0,30.0
209.50194387911145,0.0,1.0,0.04,1.0,30.0
239.50170049873165,0.0,1.0,0.04,1.0,30.0
271.50150015214905,0.0,1.0,0.04,1.0,30.0
305.50133325535717,0.0,1.0,0.04,1.0,30.0
341.5011927515878,0.0,1.0,0.04,1.0,30.0
379.50107345761177,0.0,1.0,0.04,1.0,30.0
419.50097113755197,0.0,1.0,0.04,1.0,30.0
461.5009050992981,0.0,1.0,0.04,1.0,30.0
505.50082857181553,0.0,1.0,0.04,1.0,30.0
551.5039164553529,0.0,1.0,0.04,1.0,30.0
599.5039305291901,0.0,1.0,0.04,1.0,30.0
649.7434439766413,0.0,1.0,0.04,1.0,30.0
701.7505826194052,0.0,1.0,0.04,1.0,30.0
762.8868925426632,0.0,1.0,0.04,1.0,30.0
819.1297081851656,0.0,1.0,0.04,1.0,30.0
-1.1016616198715399,0.0,1.0,0.05,1.0,30.0
-0.8998311268930863,0.0,1.0,0.05,1.0,30.0
1.7947003374456942,0.0,1.0,0.05,1.0,30.0
5.567790474666978,0.0,1.0,0.05,1.0,30.0
11.53495137389067,0.0,1.0,0.05,1.0,30.0
19.520768570348444,0.0,1.0,0.05,1.0,30.0
29.513771727104757,0.0,1.0,0.05,1.0,30.0
41.5098044758778,0.0,1.0,0.05,1.0,30.0
55.50733757647715,0.0,1.0,0.05,1.0,30.0
71.50569864798608,0.0,1.0,0.05,1.0,30.0
89.5045541760499,0.0,1.0,0.05,1.0,30.0
109.50372329636599,0.0,1.0,0.05,1.0,30.0
131.50310095558658,0.0,1.0,0.05,1.0,30.0
155.50262271389252,0.0,1.0,0.05,1.0,30.0
181.50224724854493,0.0,1.0,0.05,1.0,30.0
209.50194706476074,0.0,1.0,0.05,1.0,30.0
239.5017032892999,0.0,1.0,0.05,1.0,30.0
271.5015026166877,0.0,1.0,0.05,1.0,30.0
305.50133544774195,0.0,1.0,0.05,1.0,30.0
341.5011947144661,0.0,1.0,0.05,1.0,30.0
379.5010752251933,0.0,1.0,0.05,1.0,30.0
419.500972737821,0.0,1.0,0.05,1.0,30.0
461.5009065576644,0.0,1.0,0.05,1.0,30.0
505.50082993826834,0.0,1.0,0.05,1.0,30.0
551.503917982233,0.0,1.0,0.05,1.0,30.0
599.5039342830855,0.0,1.0,0.05,1.0,30.0
649.7434580119927,0.0,1.0,0.05,1.0,30.0
701.7506496173169,0.0,1.0,0.05,1.0,30.0
762.8870174781612,0.0,1.0,0.05,1.0,30.0
819.1299762078328,0.0,1.0,0.05,1.0,30.0
-1.122166292861754,0.0,1.0,0.06,1.0,30.0
-0.8799837772112898,0.0,1.0,0.06,1.0,30.0
1.7944350256582755,0.0,1.0,0.06,1.0,30.0
5.567906162340666,0.0,1.0,0.06,1.0,30.0
11.535009859018691,0.0,1.0,0.06,1.0,30.0
19.52080607248036,0.0,1.0,0.06,1.0,30.0
29.51379754097107,0.0,1.0,0.06,1.0,30.0
41.5098232531324,0.0,1.0,0.06,1.0,30.0
55.50735181995433,0.0,1.0,0.06,1.0,30.0
71.50570981002346,0.0,1.0,0.06,1.0,30.0
89.50456315278943,0.0,1.0,0.06,1.0,30.0
109.50373066908257,0.0,1.0,0.06,1.0,30.0
131.5031071171224,0.0,1.0,0.06,1.0,30.0
155.5026279389761,0.0,1.0,0.06,1.0,30.0
181.50225173492603,0.0,1.0,0.06,1.0,30.0
209.50195095832728,0.0,1.0,0.06,1.0,30.0
239.50170669999105,0.0,1.0,0.06,1.0,30.0
271.50150562889837,0.0,1.0,0.06,1.0,30.0
305.50133812732145,0.0,1.0,0.06,1.0,30.0
341.50119711353767,0.0,1.0,0.06,1.0,30.0
379.5010773855692,0.0,1.0,0.06,1.0,30.0
419.50097469370434,0.0,1.0,0.06,1.0,30.0
461.50090834011104,0.0,1.0,0.06,1.0,30.0
505.50083160837994,0.0,1.0,0.06,1.0,30.0
551.5039198484412,0.0,1.0,0.06,1.0,30.0
599.5039388712831,0.0,1.0,0.06,1.0,30.0
649.7434751666805,0.0,1.0,0.06,1.0,30.0
701.7507315039337,0.0,1.0,0.06,1.0,30.0
762.8871701771975,0.0,1.0,0.06,1.0,30.0
819.1303037902206,0.0,1.0,0.06,1.0,30.0
-1.1427270775469738,0.0,1.0,0.07,1.0,30.0
-0.8602002355067782,0.0,1.0,0.07,1.0,30.0
1.7941219158662611,0.0,1.0,0.07,1.0,30.0
5.568042851500264,0.0,1.0,0.07,1.0,30.0
11.535078977318415,0.0,1.0,0.07,1.0,30.0
19.52085039275609,0.0,1.0,0.07,1.0,30.0
29.513828048039187,0.0,1.0,0.07,1.0,30.0
41.509845444303885,0.0,1.0,0.07,1.0,30.0
55.50736865307706,0.0,1.0,0.07,1.0,30.0
71.50572300147323,0.0,1.0,0.07,1.0,30.0
89.50457376163115,0.0,1.0,0.07,1.0,30.0
109.50373938227122,0.0,1.0,0.07,1.0,30.0
131.5031143989221,0.0,1.0,0.07,1.0,30.0
155.50263411406368,0.0,1.0,0.07,1.0,30.0
181.50225703700437,0.0,1.0,0.07,1.0,30.0
209.50195555980886,0.0,1.0,0.07,1.0,30.0
239.5017107308029,0.0,1.0,0.07,1.0,30.0
271.5015091887802,0.0,1.0,0.07,1.0,30.0
305.501341294094,0.0,1.0,0.07,1.0,30.0
341.5011999488019,0.0,1.0,0.07,1.0,30.0
379.50107993873866,0.0,1.0,0.07,1.0,30.0
419.5009770052007,0.0,1.0,0.07,1.0,30.0
461.5009104466394,0.0,1.0,0.07,1.0,30.0
505.50083358215056,0.0,1.0,0.07,1.0,30.0
551.5039220539878,0.0,1.0,0.07,1.0,30.0
599.5039442938443,0.0,1.0,0.07,1.0,30.0
649.7434954409247,0.0,1.0,0.07,1.0,30.0
701.7508282794217,0.0,1.0,0.07,1.0,30.0
762.8873506398224,0.0,1.0,0.07,1.0,30.0
819.1306909318065,0.0,1.0,0.07,1.0,30.0
-1.1633434268547067,0.0,1.0,0.08,1.0,30.0
-0.8404812528789558,0.0,1.0,0.08,1.0,30.0
1.7937612291310678,0.0,1.0,0.08,1.0,30.0
5.568200525872813,0.0,1.0,0.08,1.0,30.0
11.53515872854542,0.0,1.0,0.08,1.0,30.0
19.520901530962718,0.0,1.0,0.08,1.0,30.0
29.513863248194948,0.0,1.0,0.08,1.0,30.0
41.50987104932742,0.0,1.0,0.08,1.0,30.0
55.507388075806475,0.0,1.0,0.08,1.0,30.0
71.50573822231087,0.0,1.0,0.08,1.0,30.0
89.50458600255901,0.0,1.0,0.08,1.0,30.0
109.50374943592068,0.0,1.0,0.08,1.0,30.0
131.50312280097774,0.0,1.0,0.08,1.0,30.0
155.50264123914977,0.0,1.0,0.08,1.0,30.0
181.5022631547756,0.0,1.0,0.08,1.0,30.0
209.501960869202,0.0,1.0,0.08,1.0,30.0
239.50171538173302,0.0,1.0,0.08,1.0,30.0
271.5015132963308,0.0,1.0,0.08,1.0,30.0
305.5013449480583,0.0,1.0,0.08,1.0,30.0
341.50120322025714,0.0,1.0,0.08,1.0,30.0
379.5010828847011,0.0,1.0,0.08,1.0,30.0
419.50097967231056,0.0,1.0,0.08,1.0,30.0
461.50091287724723,0.0,1.0,0.08,1.0,30.0
505.50083585958254,0.0,1.0,0.08,1.0,30.0
551.5039245988883,0.0,1.0,0.08,1.0,30.0
599.5039505508418,0.0,1.0,0.08,1.0,30.0
649.7435188349876,0.0,1.0,0.08,1.0,30.0
701.7509399439797,0.0,1.0,0.08,1.0,30.0
762.887558866107,0.0,1.0,0.08,1.0,30.0
819.1311376319717,0.0,1.0,0.08,1.0,30.0
-1.1840148061494844,0.0,1.0,0.09,1.0,30.0
-0.820827600038348,0.0,1.0,0.09,1.0,30.0
1.7933532211484593,0.0,1.0,0.09,1.0,30.0
5.568379166716659,0.0,1.0,0.09,1.0,30.0
11.535249112417292,0.0,1.0,0.09,1.0,30.0
19.520959486854643,0.0,1.0,0.09,1.0,30.0
29.513903141306507,0.0,1.0,0.09,1.0,30.0
41.509900068128246,0.0,1.0,0.09,1.0,30.0
55.50741008809771,0.0,1.0,0.09,1.0,30.0
71.50575547250813,0.0,1.0,0.09,1.0,30.0
89.50459987555432,0.0,1.0,0.09,1.0,30.0
109.50376083001812,0.0,1.0,0.09,1.0,30.0
131.50313232328017,0.0,1.0,0.09,1.0,30.0
155.50264931422737,0.0,1.0,0.09,1.0,30.0
181.5022700882354,0.0,1.0,0.09,1.0,30.0
209.50196688650325,0.0,1.0,0.09,1.0,30.0
239.5017206527787,0.0,1.0,0.09,1.0,30.0
271.50151795154824,0.0,1.0,0.09,1.0,30.0
305.5013490892124,0.0,1.0,0.09,1.0,30.0
341.5012069279026,0.0,1.0,0.09,1.0,30.0
379.5010862234544,0.0,1.0,0.09,1.0,30.0
419.5009826950314,0.0,1.0,0.09,1.0,30.0
461.5009156319356,0.0,1.0,0.09,1.0,30.0
505.50083844067774,0.0,1.0,0.09,1.0,30.0
551.5039274831577,0.0,1.0,0.09,1.0,30.0
599.5039576423595,0.0,1.0,0.09,1.0,30.0
649.7435453491714,0.0,1.0,0.09,1.0,30.0
701.7510664978362,0.0,1.0,0.09,1.0,30.0
762.8877948561225,0.0,1.0,0.09,1.0,30.0
819.1316438900033,0.0,1.0,0.09,1.0,30.0
-1.2047406928482736,0.0,1.0,0.1,1.0,30.0
-0.8012400679751575,0.0,1.0,0.1,1.0,30.0
1.7928981825179235,0.0,1.0,0.1,1.0,30.0
5.568578752836274,0.0,1.0,0.1,1.0,30.0
11.535350128613544,0.0,1.0,0.1,1.0,30.0
19.521024260153478,0.0,1.0,0.1,1.0,30.0
29.513947727224448,0.0,1.0,0.1,1.0,30.0
41.50993250062184,0.0,1.0,0.1,1.0,30.0
55.50743468989992,0.0,1.0,0.1,1.0,30.0
71.50577475203302,0.0,1.0,0.1,1.0,30.0
89.50461538059588,0.0,1.0,0.1,1.0,30.0
109.50377356454938,0.0,1.0,0.1,1.0,30.0
131.5031429658194,0.0,1.0,0.1,1.0,30.0
155.5026583392894,0.0,1.0,0.1,1.0,30.0
181.50227783737793,0.0,1.0,0.1,1.0,30.0
209.50197361170837,0.0,1.0,0.1,1.0,30.0
239.5017265439368,0.0,1.0,0.1,1.0,30.0
271.50152315443023,0.0,1.0,0.1,1.0,30.0
305.5013537175547,0.0,1.0,0.1,1.0,30.0
341.5012110717359,0.0,1.0,0.1,1.0,30.0
379.5010899549984,0.0,1.0,0.1,1.0,30.0
419.50098607336344,0.0,1.0,0.1,1.0,30.0
461.5009187107021,0.0,1.0,0.1,1.0,30.0
505.5008413254376,0.0,1.0,0.1,1.0,30.0
551.5039307068166,0.0,1.0,0.1,1.0,30.0
599.5039655684928,0.0,1.0,0.1,1.0,30.0
649.7435749838158,0.0,1.0,0.1,1.0,30.0
701.7512079412486,0.0,1.0,0.1,1.0,30.0
762.8880586099546,0.0,1.0,0.1,1.0,30.0
819.1322097050919,0.0,1.0,0.1,1.0,30.0
-1.2255205760497783,0.0,1.0,0.11,1.0,30.0
-0.7817194686530168,0.0,1.0,0.11,1.0,30.0
1.792396439048998,0.0,1.0,0.11,1.0,30.0
5.568799260599065,0.0,1.0,0.11,1.0,30.0
11.535461776775403,0.0,1.0,0.11,1.0,30.0
19.521095850548118,0.0,1.0,0.11,1.0,30.0
29.513997005781913,0.0,1.0,0.11,1.0,30.0
41.50996834671336,0.0,1.0,0.11,1.0,30.0
55.50746188115652,0.0,1.0,0.11,1.0,30.0
71.50579606084958,0.0,1.0,0.11,1.0,30.0
89.50463251766027,0.0,1.0,0.11,1.0,30.0
109.50378763949819,0.0,1.0,0.11,1.0,30.0
131.50315472858412,0.0,1.0,0.11,1.0,30.0
155.50266831432785,0.0,1.0,0.11,1.0,30.0
181.502286402197,0.0,1.0,0.11,1.0,30.0
209.5019810448129,0.0,1.0,0.11,1.0,30.0
239.50173305520357,0.0,1.0,0.11,1.0,30.0
271.50152890497355,0.0,1.0,0.11,1.0,30.0
305.501358833083,0.0,1.0,0.11,1.0,30.0
341.5012156517559,0.0,1.0,0.11,1.0,30.0
379.5010940793317,0.0,1.0,0.11,1.0,30.0
419.5009898073055,0.0,1.0,0.11,1.0,30.0
461.5009221135479,0.0,1.0,0.11,1.0,30.0
505.50084451386476,0.0,1.0,0.11,1.0,30.0
551.5039342698847,0.0,1.0,0.11,1.0,30.0
599.5039743293494,0.0,1.0,0.11,1.0,30.0
649.7436077393044,0.0,1.0,0.11,1.0,30.0
701.7513642745083,0.0,1.0,0.11,1.0,30.0
762.888350127701,0.0,1.0,0.11,1.0,30.0
819.1328350763348,0.0,1.0,0.11,1.0,30.0
-1.2463539561769559,0.0,1.0,0.12,1.0,30.0
-0.7622666357286412,0.0,1.0,0.12,1.0,30.0
1.791848352104944,0.0,1.0,0.12,1.0,30.0
5.569040663954074,0.0,1.0,0.12,1.0,30.0
11.535584056505641,0.0,1.0,0.12,1.0,30.0
19.521174257694717,0.0,1.0,0.12,1.0,30.0
29.514050976794334,0.0,1.0,0.12,1.0,30.0
41.51000760629848,0.0,1.0,0.12,1.0,30.0
55.50749166180475,0.0,1.0,0.12,1.0,30.0
71.50581939891833,0.0,1.0,0.12,1.0,30.0
89.50465128672128,0.0,1.0,0.12,1.0,30.0
109.50380305484674,0.0,1.0,0.12,1.0,30.0
131.50316761156165,0.0,1.0,0.12,1.0,30.0
155.50267923933322,0.0,1.0,0.12,1.0,30.0
181.5022957826862,0.0,1.0,0.12,1.0,30.0
209.50198918581148,0.0,1.0,0.12,1.0,30.0
239.501740186575,0.0,1.0,0.12,1.0,30.0
271.5015352031753,0.0,1.0,0.12,1.0,30.0
305.501364435794,0.0,1.0,0.12,1.0,30.0
341.50122066796024,0.0,1.0,0.12,1.0,30.0
379.5010985964513,0.0,1.0,0.12,1.0,30.0
419.5009938968556,0.0,1.0,0.12,1.0,30.0
461.50092584047053,0.0,1.0,0.12,1.0,30.0
505.50084800596164,0.0,1.0,0.12,1.0,30.0
551.503938172386,0.0,1.0,0.12,1.0,30.0
599.5039839250453,0.0,1.0,0.12,1.0,30.0
649.7436436160598,0.0,1.0,0.12,1.0,30.0
701.7515354979337,0.0,1.0,0.12,1.0,30.0
762.8886694094651,0.0,1.0,0.12,1.0,30.0
819.1335200027336,0.0,1.0,0.12,1.0,30.0
-1.2672403446322273,0.0,1.0,0.13,1.0,30.0
-0.7428824252983515,0.0,1.0,0.13,1.0,30.0
1.7912543189841255,0.0,1.0,0.13,1.0,30.0
5.569302934452672,0.0,1.0,0.13,1.0,30.0
11.535716967368273,0.0,1.0,0.13,1.0,30.0
19.521259481216575,0.0,1.0,0.13,1.0,30.0
29.514109640059665,0.0,1.0,0.13,1.0,30.0
41.51005027926243,0.0,1.0,0.13,1.0,30.0
55.50752403177597,0.0,1.0,0.13,1.0,30.0
71.50584476619606,0.0,1.0,0.13,1.0,30.0
89.50467168775045,0.0,1.0,0.13,1.0,30.0
109.50381981057564,0.0,1.0,0.13,1.0,30.0
131.50318161473828,0.0,1.0,0.13,1.0,30.0
155.50269111429586,0.0,1.0,0.13,1.0,30.0
181.50230597883805,0.0,1.0,0.13,1.0,30.0
209.50199803469886,0.0,1.0,0.13,1.0,30.0
239.50174793804766,0.0,1.0,0.13,1.0,30.0
271.5015420490321,0.0,1.0,0.13,1.0,30.0
305.5013705256862,0.0,1.0,0.13,1.0,30.0
341.501226120347,0.0,1.0,0.13,1.0,30.0
379.50110350635697,0.0,1.0,0.13,1.0,30.0
419.5009983420129,0.0,1.0,0.13,1.0,30.0
461.50092989147095,0.0,1.0,0.13,1.0,30.0
505.50085180173096,0.0,1.0,0.13,1.0,30.0
551.5039424143447,0.0,1.0,0.13,1.0,30.0
599.5039943557103,0.0,1.0,0.13,1.0,30.0
649.7436826145432,0.0,1.0,0.13,1.0,30.0
701.7517216118756,0.0,1.0,0.13,1.0,30.0
762.8890164553625,0.0,1.0,0.13,1.0,30.0
819.1342644831948,0.0,1.0,0.13,1.0,30.0
-1.288179263465063,0.0,1.0,0.14,1.0,30.0
-0.7235677166724549,0.0,1.0,0.14,1.0,30.0
1.7906147733396203,0.0,1.0,0.14,1.0,30.0
5.569586041270968,0.0,1.0,0.14,1.0,30.0
11.5358605088885,0.0,1.0,0.14,1.0,30.0
19.521351520704222,0.0,1.0,0.14,1.0,30.0
29.514172995358102,0.0,1.0,0.14,1.0,30.0
41.510096365480706,0.0,1.0,0.14,1.0,30.0
55.50755899099524,0.0,1.0,0.14,1.0,30.0
71.50587216263548,0.0,1.0,0.14,1.0,30.0
89.50469372071683,0.0,1.0,0.14,1.0,30.0
109.50383790666362,0.0,1.0,0.14,1.0,30.0
131.503196738099,0.0,1.0,0.14,1.0,30.0
155.50270393920465,0.0,1.0,0.14,1.0,30.0
181.50231699064423,0.0,1.0,0.14,1.0,30.0
209.50200759146875,0.0,1.0,0.14,1.0,30.0
239.50175630961544,0.0,1.0,0.14,1.0,30.0
271.5015494425406,0.0,1.0,0.14,1.0,30.0
305.5013771027561,0.0,1.0,0.14,1.0,30.0
341.5012320089139,0.0,1.0,0.14,1.0,30.0
379.501108809046,0.0,1.0,0.14,1.0,30.0
419.5010031427754,0.0,1.0,0.14,1.0,30.0
461.5009342665481,0.0,1.0,0.14,1.0,30.0
505.50085590117567,0.0,1.0,0.14,1.0,30.0
551.5039469957898,0.0,1.0,0.14,1.0,30.0
599.5040056214849,0.0,1.0,0.14,1.0,30.0
649.7437247352585,0.0,1.0,0.14,1.0,30.0
701.7519226167148,0.0,1.0,0.14,1.0,30.0
762.8893912655192,0.0,1.0,0.14,1.0,30.0
819.1350685165287,0.0,1.0,0.14,1.0,30.0
-1.3091702450512577,0.0,1.0,0.15,1.0,30.0
-0.7043234131782952,0.0,1.0,0.15,1.0,30.0
1.7899301856374763,0.0,1.0,0.15,1.0,30.0
5.569889951234295,0.0,1.0,0.15,1.0,30.0
11.536014680552322,0.0,1.0,0.15,1.0,30.0
19.521450375715467,0.0,1.0,0.15,1.0,30.0
29.514241042452525,0.0,1.0,0.15,1.0,30.0
41.51014586481893,0.0,1.0,0.15,1.0,30.0
55.507596539382206,0.0,1.0,0.15,1.0,30.0
71.50590158818586,0.0,1.0,0.15,1.0,30.0
89.50471738558679,0.0,1.0,0.15,1.0,30.0
109.5038573430876,0.0,1.0,0.15,1.0,30.0
131.50321298162766,0.0,1.0,0.15,1.0,30.0
155.50271771404806,0.0,1.0,0.15,1.0,30.0
181.50232881809632,0.0,1.0,0.15,1.0,30.0
209.50201785611435,0.0,1.0,0.15,1.0,30.0
239.5017653012744,0.0,1.0,0.15,1.0,30.0
271.50155738369625,0.0,1.0,0.15,1.0,30.0
305.5013841670008,0.0,1.0,0.15,1.0,30.0
341.5012383336579,0.0,1.0,0.15,1.0,30.0
379.5011145045168,0.0,1.0,0.15,1.0,30.0
419.50100829914214,0.0,1.0,0.15,1.0,30.0
461.5009389656994,0.0,1.0,0.15,1.0,30.0
505.50086030429964,0.0,1.0,0.15,1.0,30.0
551.5039519167505,0.0,1.0,0.15,1.0,30.0
599.5040177225204,0.0,1.0,0.15,1.0,30.0
649.7437699787477,0.0,1.0,0.15,1.0,30.0
701.7521385128614,0.0,1.0,0.15,1.0,30.0
762.8897938400702,0.0,1.0,0.15,1.0,30.0
819.1359321014523,0.0,1.0,0.15,1.0,30.0
-1.3302128317836297,0.0,1.0,0.16,1.0,30.0
-0.6851504429930125,0.0,1.0,0.16,1.0,30.0
1.789201063654177,0.0,1.0,0.16,1.0,30.0
5.570214628843362,0.0,1.0,0.16,1.0,30.0
11.536179481806283,0.0,1.0,0.16,1.0,30.0
19.52155604577528,0.0,1.0,0.16,1.0,30.0
29.51431378108793,0.0,1.0,0.16,1.0,30.0
41.51019877713255,0.0,1.0,0.16,1.0,30.0
55.50763667685004,0.0,1.0,0.16,1.0,30.0
71.50593304279246,0.0,1.0,0.16,1.0,30.0
89.50474268232425,0.0,1.0,0.16,1.0,30.0
109.50387811982313,0.0,1.0,0.16,1.0,30.0
131.50323034530678,0.0,1.0,0.16,1.0,30.0
155.50273243881344,0.0,1.0,0.16,1.0,30.0
