ΔE_n,ϵ_2,Floquet?
2862.031258233944,0.25,0.0
2970.031257934462,0.25,0.0
3080.0312576510196,0.25,0.0
3192.0312573824945,0.25,0.0
3306.031257127878,0.25,0.0
3422.0312568862037,0.25,0.0
3540.0312566566104,0.25,0.0
3660.031256438317,0.25,0.0
3782.0312562311565,0.25,0.0
3906.0312560333387,0.25,0.0
4032.031257419455,0.25,0.0
4160.031257259095,0.25,0.0
4290.033492884871,0.25,0.0
4422.033522981925,0.25,0.0
4557.130750671289,0.25,0.0
4693.146342766461,0.25,0.0
0.0,0.3,0.0
1.6403545188836688e-14,0.3,0.0
2.071962882422127,0.3,0.0
6.051397074070306,0.3,0.0
12.048011140889988,0.3,0.0
20.046762897260397,0.3,0.0
30.046161053053446,0.3,0.0
42.045823608571396,0.3,0.0
56.04561505155161,0.3,0.0
72.04547700485872,0.3,0.0
90.04538084055235,0.3,0.0
110.0453111438987,0.3,0.0
132.04525900410752,0.3,0.0
156.0452189737576,0.3,0.0
182.0451875683222,0.3,0.0
210.0451624736915,0.3,0.0
240.04514210372835,0.3,0.0
272.0451253415272,0.3,0.0
306.0451113820299,0.3,0.0
342.04509963300825,0.3,0.0
380.0450896508983,0.3,0.0
420.0450810981346,0.3,0.0
462.04507371412967,0.3,0.0
506.04506729512053,0.3,0.0
552.0450616799083,0.3,0.0
600.0450567396196,0.3,0.0
650.0450523702184,0.3,0.0
702.0450484869802,0.3,0.0
756.0450450203394,0.3,0.0
812.0450419127468,0.3,0.0
870.0450391162634,0.3,0.0
930.045036590688,0.3,0.0
992.0450343021186,0.3,0.0
1056.0450322217903,0.3,0.0
1122.0450303251778,0.3,0.0
1190.0450285912682,0.3,0.0
1260.0450270019585,0.3,0.0
1332.045025541608,0.3,0.0
1406.045024196627,0.3,0.0
1482.0450229551782,0.3,0.0
1560.0450218068897,0.3,0.0
1640.0450207426736,0.3,0.0
1722.0450197545165,0.3,0.0
1806.0450188353366,0.3,0.0
1892.0450179788586,0.3,0.0
1980.0450171795117,0.3,0.0
2070.0450164323142,0.3,0.0
2162.045015732841,0.3,0.0
2256.045015077095,0.3,0.0
2352.045014461519,0.3,0.0
2450.0450138828874,0.3,0.0
2550.0450133383106,0.3,0.0
2652.0450128251514,0.3,0.0
2756.045012341065,0.3,0.0
2862.0450118838685,0.3,0.0
2970.0450114516298,0.3,0.0
3080.0450110425368,0.3,0.0
3192.0450106549974,0.3,0.0
3306.0450102875034,0.3,0.0
3422.0450099387076,0.3,0.0
3540.045009607347,0.3,0.0
3660.0450092922883,0.3,0.0
3782.0450089949336,0.3,0.0
3906.0450087094405,0.3,0.0
4032.04501313197,0.3,0.0
4160.04501293052,0.3,0.0
4290.0496362040185,0.3,0.0
4422.049698575022,0.3,0.0
4557.626872685766,0.3,0.0
4693.6493062323625,0.3,0.0
0.0,0.35,0.0
4.846123502488808e-14,0.35,0.0
2.0979311754335996,0.35,0.0
6.069941640279994,0.35,0.0
12.065354031099536,0.35,0.0
20.063654248746804,0.35,0.0
30.062833866008134,0.35,0.0
42.06237369058838,0.35,0.0
56.062089214029214,0.35,0.0
72.06190088884061,0.35,0.0
90.06176968817138,0.35,0.0
110.0616745923104,0.35,0.0
132.06160344820955,0.35,0.0
156.06154882541858,0.35,0.0
182.06150597048995,0.35,0.0
210.06147172639035,0.35,0.0
240.06144392910582,0.35,0.0
272.0614210547405,0.35,0.0
306.0614020048453,0.35,0.0
342.0613859713373,0.35,0.0
380.0613723489704,0.35,0.0
420.0613606771232,0.35,0.0
462.0613506002097,0.35,0.0
506.0613418401764,0.35,0.0
552.0613341770529,0.35,0.0
600.0613274349774,0.35,0.0
650.0613214719814,0.35,0.0
702.0613161724438,0.35,0.0
756.0613114414324,0.35,0.0
812.0613072004155,0.35,0.0
870.0613033839649,0.35,0.0
930.0612999372266,0.35,0.0
992.0612968139342,0.35,0.0
1056.0612939748319,0.35,0.0
1122.0612913864509,0.35,0.0
1190.0612890201116,0.35,0.0
1260.061286851112,0.35,0.0
1332.0612848581065,0.35,0.0
1406.0612830225493,0.35,0.0
1482.0612813282835,0.35,0.0
1560.0612797611586,0.35,0.0
1640.0612783087718,0.35,0.0
1722.0612769601837,0.35,0.0
1806.0612757057288,0.35,0.0
1892.0612745368585,0.35,0.0
1980.0612734459405,0.35,0.0
2070.0612724262055,0.35,0.0
2162.0612714715876,0.35,0.0
2256.061270576655,0.35,0.0
2352.0612697365445,0.35,0.0
2450.0612689468535,0.35,0.0
2550.06126820364,0.35,0.0
2652.0612675033094,0.35,0.0
2756.0612668426406,0.35,0.0
2862.0612662186822,0.35,0.0
2970.061265628776,0.35,0.0
3080.0612650704775,0.35,0.0
3192.061264541565,0.35,0.0
3306.061264040028,0.35,0.0
3422.0612635640023,0.35,0.0
3540.0612631117747,0.35,0.0
3660.061262681799,0.35,0.0
3782.0612622810477,0.35,0.0
3906.061261891471,0.35,0.0
4032.0612733365556,0.35,0.0
4160.061273128643,0.35,0.0
4290.069810929148,0.35,0.0
4422.0699262861235,0.35,0.0
4558.212099475968,0.35,0.0
4694.24260348041,0.35,0.0
0.0,0.4,0.0
1.1879386363489175e-14,0.4,0.0
2.127882470730433,0.4,0.0
6.0913289986296055,0.4,0.0
12.08536875690697,0.4,0.0
20.08314740679593,0.4,0.0
30.082074064982816,0.4,0.0
42.08147169849187,0.4,0.0
56.08109922180037,0.4,0.0
72.08085260047483,0.4,0.0
90.08068076855915,0.4,0.0
110.08055621361422,0.4,0.0
132.08046302537684,0.4,0.0
156.08039147479434,0.4,0.0
182.08033533727894,0.4,0.0
210.0802904783937,0.4,0.0
240.08025406397655,0.4,0.0
272.08022409811724,0.4,0.0
306.0801991420689,0.4,0.0
342.08017813737354,0.4,0.0
380.0801602912319,0.4,0.0
420.0801450002756,0.4,0.0
462.0801317987111,0.4,0.0
506.0801203222993,0.4,0.0
552.0801102828872,0.4,0.0
600.080101450095,0.4,0.0
650.0800936379442,0.4,0.0
702.0800866949728,0.4,0.0
756.0800804968134,0.4,0.0
812.0800749405864,0.4,0.0
870.0800699405787,0.4,0.0
930.0800654249326,0.4,0.0
992.0800613330258,0.4,0.0
1056.0800576134388,0.4,0.0
1122.0800542223235,0.4,0.0
1190.0800511221066,0.4,0.0
1260.0800482804325,0.4,0.0
1332.0800456693244,0.4,0.0
1406.080043264499,0.4,0.0
1482.0800410447707,0.4,0.0
1560.0800389916258,0.4,0.0
1640.0800370887885,0.4,0.0
1722.080035321949,0.4,0.0
1806.0800336784364,0.4,0.0
1892.0800321470429,0.4,0.0
1980.080030717786,0.4,0.0
2070.080029381781,0.4,0.0
2162.080028131098,0.4,0.0
2256.0800269586084,0.4,0.0
2352.0800258579366,0.4,0.0
2450.0800248233263,0.4,0.0
2550.080023849604,0.4,0.0
2652.080022932065,0.4,0.0
2756.080022066491,0.4,0.0
2862.0800212490176,0.4,0.0
2970.080020476145,0.4,0.0
3080.0800197446883,0.4,0.0
3192.0800190517375,0.4,0.0
3306.0800183946512,0.4,0.0
3422.080017770978,0.4,0.0
3540.0800171785063,0.4,0.0
3660.0800166151707,0.4,0.0
3782.080016103572,0.4,0.0
3906.080015593304,0.4,0.0
4032.08004138029,0.4,0.0
4160.080041241679,0.4,0.0
4290.094552671852,0.4,0.0
4422.094748990017,0.4,0.0
4558.885892320881,0.4,0.0
4694.925688481336,0.4,0.0
0.0,0.45,0.0
1.2295719997723609e-14,0.45,0.0
2.161811527058982,0.45,0.0
6.115554764566724,0.45,0.0
12.108056949143402,0.45,0.0
20.105243720785296,0.45,0.0
30.1038826531078,0.45,0.0
42.10311838670701,0.45,0.0
56.102645657343736,0.45,0.0
72.10233260108848,0.45,0.0
90.10211445529136,0.45,0.0
110.10195631609555,0.45,0.0
132.1018379941359,0.45,0.0
156.1017471416813,0.45,0.0
182.1016758577828,0.45,0.0
210.10161889406263,0.45,0.0
240.10157265249694,0.45,0.0
272.10153459909793,0.45,0.0
306.10150290716314,0.45,0.0
342.10147623276947,0.45,0.0
380.1014535692762,0.45,0.0
420.1014341505425,0.45,0.0
462.10141738510674,0.45,0.0
506.10140281045057,0.45,0.0
552.1013900606627,0.45,0.0
600.1013788431962,0.45,0.0
650.1013689218815,0.45,0.0
702.1013601043779,0.45,0.0
756.1013522327547,0.45,0.0
812.1013451763541,0.45,0.0
870.1013388263374,0.45,0.0
930.1013330914453,0.45,0.0
992.1013278946933,0.45,0.0
1056.1013231707846,0.45,0.0
1122.1013188640316,0.45,0.0
1190.1013149267085,0.45,0.0
1260.1013113177396,0.45,0.0
1332.1013080015803,0.45,0.0
1406.1013049474016,0.45,0.0
1482.1013021283,0.45,0.0
1560.1012995207568,0.45,0.0
1640.1012971041168,0.45,0.0
1722.101294860182,0.45,0.0
1806.1012927728807,0.45,0.0
1892.101290827966,0.45,0.0
1980.1012890127693,0.45,0.0
2070.1012873160107,0.45,0.0
2162.101285727603,0.45,0.0
2256.1012842385067,0.45,0.0
2352.1012828406165,0.45,0.0
2450.101281526622,0.45,0.0
2550.101280289966,0.45,0.0
2652.1012791246694,0.45,0.0
2756.101278025356,0.45,0.0
2862.1012769871295,0.45,0.0
2970.101276005561,0.45,0.0
3080.101275076584,0.45,0.0
3192.1012741965133,0.45,0.0
3306.101273361983,0.45,0.0
3422.101272569901,0.45,0.0
3540.101271817467,0.45,0.0
3660.1012711020094,0.45,0.0
3782.1012704838795,0.45,0.0
3906.1012698361465,0.45,0.0
4032.1013223542577,0.45,0.0
4160.101322423434,0.45,0.0
4290.124470053659,0.45,0.0
4422.124783569513,0.45,0.0
4559.647637776917,0.45,0.0
4695.697939463024,0.45,0.0
0.0,0.5,0.0
1.787459069646502e-13,0.5,0.0
2.19971237275701,0.5,0.0
6.142613965384606,0.5,0.0
12.133420486734286,0.5,0.0
20.129944723228427,0.5,0.0
30.128260768051526,0.5,0.0
42.12731461050836,0.5,0.0
56.12672918090389,0.5,0.0
72.12634141356706,0.5,0.0
90.1260711717773,0.5,0.0
110.12587524915754,0.5,0.0
132.1257286474897,0.5,0.0
156.12561607518927,0.5,0.0
182.12552774631078,0.5,0.0
210.12545715967377,0.5,0.0
240.12539985804503,0.5,0.0
272.12535270211845,0.5,0.0
306.12531342871836,0.5,0.0
342.1252803727381,0.5,0.0
380.12525228691004,0.5,0.0
420.12522822193705,0.5,0.0
462.12520744493304,0.5,0.0
506.1251893827822,0.5,0.0
552.1251735820669,0.5,0.0
600.1251596802706,0.5,0.0
650.1251473847349,0.5,0.0
702.125136457114,0.5,0.0
756.1251267016933,0.5,0.0
812.1251179565609,0.5,0.0
870.1251100868412,0.5,0.0
930.1251029794389,0.5,0.0
992.1250965389543,0.5,0.0
1056.1250906844643,0.5,0.0
1122.1250853469564,0.5,0.0
1190.1250804672864,0.5,0.0
1260.1250759945501,0.5,0.0
1332.1250718847014,0.5,0.0
1406.1250680995274,0.5,0.0
1482.1250646056908,0.5,0.0
1560.1250613740413,0.5,0.0
1640.1250583789854,0.5,0.0
1722.125055597974,0.5,0.0
1806.1250530110747,0.5,0.0
1892.1250506006459,0.5,0.0
1980.1250483509787,0.5,0.0
2070.1250462481,0.5,0.0
2162.125044279492,0.5,0.0
2256.12504243398,0.5,0.0
2352.125040701494,0.5,0.0
2450.1250390729915,0.5,0.0
2550.12503754033,0.5,0.0
2652.125036096107,0.5,0.0
2756.1250347336672,0.5,0.0
2862.1250334469396,0.5,0.0
2970.1250322304186,0.5,0.0
3080.1250310790865,0.5,0.0
3192.125029988362,0.5,0.0
3306.1250289540803,0.5,0.0
3422.1250279723977,0.5,0.0
3540.1250270399423,0.5,0.0
3660.1250261532277,0.5,0.0
3782.125025454802,0.5,0.0
3906.125024652752,0.5,0.0
4032.1251236030466,0.5,0.0
4160.125124109122,0.5,0.0
4290.160240910081,0.5,0.0
4422.160717071047,0.5,0.0
4560.496650960243,0.5,0.0
4696.5586622348255,0.5,0.0
0.0,0.55,0.0
3.1252778143198157e-14,0.55,0.0
2.241578293754755,0.55,0.0
6.172501038941634,0.55,0.0
12.161461508353954,0.55,0.0
20.157252130940744,0.55,0.0
30.15520968231288,0.55,0.0
42.154061326115425,0.55,0.0
56.15335053053024,0.55,0.0
72.15287962236789,0.55,0.0
90.15255139126748,0.55,0.0
110.1523134033254,0.55,0.0
132.1521353129223,0.55,0.0
156.1519985537346,0.55,0.0
182.1518912423892,0.55,0.0
210.15180548342565,0.55,0.0
240.15173586321987,0.55,0.0
272.15167856860563,0.55,0.0
306.1516308504565,0.55,0.0
342.15159068604123,0.55,0.0
380.1515565601529,0.55,0.0
420.15152731952776,0.55,0.0
462.15150207378895,0.55,0.0
506.15148012664474,0.55,0.0
552.1514609272211,0.55,0.0
600.1514440350705,0.55,0.0
650.1514290946191,0.55,0.0
702.1514158162727,0.55,0.0
756.1514039622383,0.55,0.0
812.151393335796,0.55,0.0
870.1513837730549,0.55,0.0
930.1513751366047,0.55,0.0
992.1513673105264,0.55,0.0
1056.1513601964962,0.55,0.0
1122.1513537106528,0.55,0.0
1190.1513477811475,0.55,0.0
1260.151342346103,0.55,0.0
1332.1513373520256,0.55,0.0
1406.1513327524665,0.55,0.0
1482.151328506912,0.55,0.0
1560.1513245799636,0.55,0.0
1640.151320940495,0.55,0.0
1722.1513175611226,0.55,0.0
1806.1513144176304,0.55,0.0
1892.1513114885686,0.55,0.0
1980.1513087548597,0.55,0.0
2070.1513061995106,0.55,0.0
2162.151303807341,0.55,0.0
2256.151301564732,0.55,0.0
2352.1512994594787,0.55,0.0
2450.151297480583,0.55,0.0
2550.151295618134,0.55,0.0
2652.1512938631618,0.55,0.0
2756.1512922075694,0.55,0.0
2862.1512906439743,0.55,0.0
2970.151289165698,0.55,0.0
3080.151287766626,0.55,0.0
3192.1512864412143,0.55,0.0
3306.1512851843827,0.55,0.0
3422.1512839914712,0.55,0.0
3540.151282858555,0.55,0.0
3660.1512817810512,0.55,0.0
3782.151281066644,0.55,0.0
3906.1512800934493,0.55,0.0
4032.151455290755,0.55,0.0
4160.151456588456,0.55,0.0
4290.202608132718,0.55,0.0
4422.203302493647,0.55,0.0
4561.432179132671,0.55,0.0
4697.507093819505,0.55,0.0
0.0,0.6,0.0
7.682743330406083e-14,0.6,0.0
2.287401820071735,0.6,0.0
6.205209832249457,0.6,0.0
12.19218242554466,0.6,0.0
20.187167846311183,0.6,0.0
30.184730803547684,0.6,0.0
42.183359590799355,0.6,0.0
56.182510522119706,0.6,0.0
72.1819478735431,0.6,0.0
90.18155563686429,0.6,0.0
110.181271210249,0.6,0.0
132.1810583523999,0.6,0.0
156.1808948850524,0.6,0.0
182.1807666107592,0.6,0.0
210.18066409542783,0.6,0.0
240.18058086984377,0.6,0.0
272.1805123769802,0.6,0.0
306.18045533122614,0.6,0.0
342.1804073149983,0.6,0.0
380.1803665172352,0.6,0.0
420.1803315594457,0.6,0.0
462.18030137733547,0.6,0.0
