ΔE_n,ϵ_2,ϵ_1,floquet
0.0,10.0,0.0,1.0
30.010552933426617,10.0,0.0,1.0
48.894376730036626,10.0,0.0,1.0
95.02342443131623,10.0,0.0,1.0
119.75857512704086,10.0,0.0,1.0
190.353385633435,10.0,0.0,1.0
221.97724303771548,10.0,0.0,1.0
339.0633956527195,10.0,0.0,1.0
379.6634858993704,10.0,0.0,1.0
1739.9257075743212,10.0,0.0,1.0
295660.54967879143,10.0,0.0,1.0
296262.48425467266,10.0,0.0,1.0
296694.8425779111,10.0,0.0,1.0
296696.7789776568,10.0,0.0,1.0
296737.46774638665,10.0,0.0,1.0
296740.8794314718,10.0,0.0,1.0
296773.3463134061,10.0,0.0,1.0
296777.451311944,10.0,0.0,1.0
296794.9114745528,10.0,0.0,1.0
296809.32141544146,10.0,0.0,1.0
0.0,10.0,0.15151515151515152,1.0
30.00837808165668,10.0,0.15151515151515152,1.0
48.894797852393296,10.0,0.15151515151515152,1.0
95.02090445335621,10.0,0.15151515151515152,1.0
119.7593359526309,10.0,0.15151515151515152,1.0
190.35055319617214,10.0,0.15151515151515152,1.0
221.97830722935785,10.0,0.15151515151515152,1.0
339.0604613958123,10.0,0.15151515151515152,1.0
379.6646524935819,10.0,0.15151515151515152,1.0
1739.9246243264868,10.0,0.15151515151515152,1.0
295660.5491735087,10.0,0.15151515151515152,1.0
296262.4827260989,10.0,0.15151515151515152,1.0
296694.7908625302,10.0,0.15151515151515152,1.0
296696.8284226519,10.0,0.15151515151515152,1.0
296737.44787655026,10.0,0.15151515151515152,1.0
296740.89700533607,10.0,0.15151515151515152,1.0
296773.33716351434,10.0,0.15151515151515152,1.0
296777.457960429,10.0,0.15151515151515152,1.0
296794.9098494876,10.0,0.15151515151515152,1.0
296809.31985870283,10.0,0.15151515151515152,1.0
0.0,10.0,0.30303030303030304,1.0
30.00114396574163,10.0,0.30303030303030304,1.0
48.89623834511691,10.0,0.30303030303030304,1.0
95.01239561386721,10.0,0.30303030303030304,1.0
119.76204293436246,10.0,0.30303030303030304,1.0
190.34070762357774,10.0,0.30303030303030304,1.0
221.98233254771029,10.0,0.30303030303030304,1.0
339.04929230446874,10.0,0.30303030303030304,1.0
379.6699985721632,10.0,0.30303030303030304,1.0
1739.9214884111605,10.0,0.30303030303030304,1.0
295660.5460572179,10.0,0.30303030303030304,1.0
296262.47903956607,10.0,0.30303030303030304,1.0
296694.64857454266,10.0,0.30303030303030304,1.0
296696.96331921977,10.0,0.30303030303030304,1.0
296737.38912004547,10.0,0.30303030303030304,1.0
296740.94829065836,10.0,0.30303030303030304,1.0
296773.3096065985,10.0,0.30303030303030304,1.0
296777.4774059619,10.0,0.30303030303030304,1.0
296794.90478465677,10.0,0.30303030303030304,1.0
296809.314646686,10.0,0.30303030303030304,1.0
0.0,10.0,0.45454545454545453,1.0
29.98885919061841,10.0,0.45454545454545453,1.0
48.89869504207814,10.0,0.45454545454545453,1.0
94.99790615370948,10.0,0.45454545454545453,1.0
119.76668999088918,10.0,0.45454545454545453,1.0
190.32385593388267,10.0,0.45454545454545453,1.0
221.98930873525455,10.0,0.45454545454545453,1.0
339.0298914737362,10.0,0.45454545454545453,1.0
379.6795044628126,10.0,0.45454545454545453,1.0
1739.9160404745105,10.0,0.45454545454545453,1.0
295660.54016561434,10.0,0.45454545454545453,1.0
296262.47304768034,10.0,0.45454545454545453,1.0
296694.4423274408,10.0,0.45454545454545453,1.0
296697.1570633127,10.0,0.45454545454545453,1.0
296737.29466210306,10.0,0.45454545454545453,1.0
296741.0301105975,10.0,0.45454545454545453,1.0
296773.264166995,10.0,0.45454545454545453,1.0
296777.50913224666,10.0,0.45454545454545453,1.0
296794.8962855577,10.0,0.45454545454545453,1.0
296809.3057867477,10.0,0.45454545454545453,1.0
0.0,10.0,0.6060606060606061,1.0
29.9715383474648,10.0,0.6060606060606061,1.0
48.90216549063646,10.0,0.6060606060606061,1.0
94.97745279549787,10.0,0.6060606060606061,1.0
119.77327370365349,10.0,0.6060606060606061,1.0
190.30001711091202,10.0,0.6060606060606061,1.0
221.9992319359017,10.0,0.6060606060606061,1.0
339.00228100041426,10.0,0.6060606060606061,1.0
379.69316767462976,10.0,0.6060606060606061,1.0
1739.9083749945714,10.0,0.6060606060606061,1.0
295660.5315615082,10.0,0.6060606060606061,1.0
296262.4648076296,10.0,0.6060606060606061,1.0
296694.1950290224,10.0,0.6060606060606061,1.0
296697.3867575284,10.0,0.6060606060606061,1.0
296737.1688928282,10.0,0.6060606060606061,1.0
296741.1380858344,10.0,0.6060606060606061,1.0
296773.2016563925,10.0,0.6060606060606061,1.0
296777.55233732855,10.0,0.6060606060606061,1.0
296794.88435873255,10.0,0.6060606060606061,1.0
296809.2932895028,10.0,0.6060606060606061,1.0
0.0,10.0,0.7575757575757576,1.0
29.949202063921422,10.0,0.7575757575757576,1.0
48.90664630950534,10.0,0.7575757575757576,1.0
94.95105929592899,10.0,0.7575757575757576,1.0
119.78178941588108,10.0,0.7575757575757576,1.0
190.26921831654067,10.0,0.7575757575757576,1.0
222.01209702341353,10.0,0.7575757575757576,1.0
338.9664929657961,10.0,0.7575757575757576,1.0
379.7109855044903,10.0,0.7575757575757576,1.0
1739.8986497971093,10.0,0.7575757575757576,1.0
295660.5203474567,10.0,0.7575757575757576,1.0
296262.45441168756,10.0,0.7575757575757576,1.0
296693.92146157153,10.0,0.7575757575757576,1.0
296697.637634111,10.0,0.7575757575757576,1.0
296737.016539984,10.0,0.7575757575757576,1.0
296741.2675037216,10.0,0.7575757575757576,1.0
296773.12309814023,10.0,0.7575757575757576,1.0
296777.60601151205,10.0,0.7575757575757576,1.0
296794.86901333474,10.0,0.7575757575757576,1.0
296809.2771699271,10.0,0.7575757575757576,1.0
0.0,10.0,0.9090909090909091,1.0
29.9218763951003,10.0,0.9090909090909091,1.0
48.9121306450266,10.0,0.9090909090909091,1.0
94.91875317858172,10.0,0.9090909090909091,1.0
119.79222510991026,10.0,0.9090909090909091,1.0
190.2314874339095,10.0,0.9090909090909091,1.0
222.02788543640338,10.0,0.9090909090909091,1.0
338.92255248250694,10.0,0.9090909090909091,1.0
379.73292678491765,10.0,0.9090909090909091,1.0
1739.8865701860273,10.0,0.9090909090909091,1.0
295660.50634015544,10.0,0.9090909090909091,1.0
296262.44169730233,10.0,0.9090909090909091,1.0
296693.63036983093,10.0,0.9090909090909091,1.0
296697.90097171074,10.0,0.9090909090909091,1.0
296736.8420448048,10.0,0.9090909090909091,1.0
296741.41394526674,10.0,0.9090909090909091,1.0
296773.02964505163,10.0,0.9090909090909091,1.0
296777.66902270203,10.0,0.9090909090909091,1.0
296794.8502634447,10.0,0.9090909090909091,1.0
296809.2574486092,10.0,0.9090909090909091,1.0
0.0,10.0,1.0606060606060606,1.0
29.889593639297264,10.0,1.0606060606060606,1.0
48.9186134255011,10.0,1.0606060606060606,1.0
94.88057186245378,10.0,1.0606060606060606,1.0
119.80457393046811,10.0,1.0606060606060606,1.0
190.18686758811432,10.0,1.0606060606060606,1.0
222.04658990437684,10.0,1.0606060606060606,1.0
338.8705112695071,10.0,1.0606060606060606,1.0
379.7589887914661,10.0,1.0606060606060606,1.0
1739.8724134364772,10.0,1.0606060606060606,1.0
295660.4897205982,10.0,1.0606060606060606,1.0
296262.4268274413,10.0,1.0606060606060606,1.0
296693.3269146664,10.0,1.0606060606060606,1.0
296698.17163188494,10.0,1.0606060606060606,1.0
296736.64924673364,10.0,1.0606060606060606,1.0
296741.5735945267,10.0,1.0606060606060606,1.0
296772.9224999106,10.0,1.0606060606060606,1.0
