ΔE_n,Δ,K,ϵ_1,ϵ_2,N
317.56048620603184,0.0,0.1,0.06,5.0,50.0
330.07486332445956,0.0,0.1,0.06,5.0,50.0
366.5552835102986,0.0,0.1,0.06,5.0,50.0
378.09190320861904,0.0,0.1,0.06,5.0,50.0
409.28414347219046,0.0,0.1,0.06,5.0,50.0
419.9020883581521,0.0,0.1,0.06,5.0,50.0
446.80932073151575,0.0,0.1,0.06,5.0,50.0
456.5529509577833,0.0,0.1,0.06,5.0,50.0
479.8773432595642,0.0,0.1,0.06,5.0,50.0
488.7786296793622,0.0,0.1,0.06,5.0,50.0
509.02758108817255,0.0,0.1,0.06,5.0,50.0
517.1062602439883,0.0,0.1,0.06,5.0,50.0
534.6487460054311,0.0,0.1,0.06,5.0,50.0
541.9099731995905,0.0,0.1,0.06,5.0,50.0
557.0033458309449,0.0,0.1,0.06,5.0,50.0
563.4306732804325,0.0,0.1,0.06,5.0,50.0
576.2202014675495,0.0,0.1,0.06,5.0,50.0
581.7532302276293,0.0,0.1,0.06,5.0,50.0
592.2471516227836,0.0,0.1,0.06,5.0,50.0
596.5258336505071,0.0,0.1,0.06,5.0,50.0
605.305217526912,0.0,0.1,0.06,5.0,50.0
605.9710624041584,0.0,0.1,0.06,5.0,50.0
616.1487700823185,0.0,0.1,0.06,5.0,50.0
618.3678132934771,0.0,0.1,0.06,5.0,50.0
631.1416824870399,0.0,0.1,0.06,5.0,50.0
633.868995727913,0.0,0.1,0.06,5.0,50.0
648.8957852932934,0.0,0.1,0.06,5.0,50.0
651.8935425166674,0.0,0.1,0.06,5.0,50.0
668.9747512192519,0.0,0.1,0.06,5.0,50.0
672.1572764194027,0.0,0.1,0.06,5.0,50.0
691.230777198981,0.0,0.1,0.06,5.0,50.0
694.527018089539,0.0,0.1,0.06,5.0,50.0
715.6163095095403,0.0,0.1,0.06,5.0,50.0
718.9559782315583,0.0,0.1,0.06,5.0,50.0
742.1529901863936,0.0,0.1,0.06,5.0,50.0
745.458039201322,0.0,0.1,0.06,5.0,50.0
770.9327784485324,0.0,0.1,0.06,5.0,50.0
774.1072436658761,0.0,0.1,0.06,5.0,50.0
802.1509693102347,0.0,0.1,0.06,5.0,50.0
805.0625083570842,0.0,0.1,0.06,5.0,50.0
836.2288702576154,0.0,0.1,0.06,5.0,50.0
838.6633324523191,0.0,0.1,0.06,5.0,50.0
0.0,0.0,0.1,0.07,5.0,50.0
17.736364805273638,0.0,0.1,0.07,5.0,50.0
110.6560907893886,0.0,0.1,0.07,5.0,50.0
126.73289823226344,0.0,0.1,0.07,5.0,50.0
193.38317775029816,0.0,0.1,0.07,5.0,50.0
208.12224105324367,0.0,0.1,0.07,5.0,50.0
260.7057380319428,0.0,0.1,0.07,5.0,50.0
274.2770684840182,0.0,0.1,0.07,5.0,50.0
317.560472579132,0.0,0.1,0.07,5.0,50.0
330.07485046023623,0.0,0.1,0.07,5.0,50.0
366.5552664171998,0.0,0.1,0.07,5.0,50.0
378.091886876737,0.0,0.1,0.07,5.0,50.0
409.28412279784266,0.0,0.1,0.07,5.0,50.0
419.90206843367554,0.0,0.1,0.07,5.0,50.0
446.80929634876424,0.0,0.1,0.07,5.0,50.0
456.5529273019473,0.0,0.1,0.07,5.0,50.0
479.8773150377703,0.0,0.1,0.07,5.0,50.0
488.7786021475886,0.0,0.1,0.07,5.0,50.0
509.02754890152676,0.0,0.1,0.07,5.0,50.0
517.1062286932386,0.0,0.1,0.07,5.0,50.0
534.6487097416984,0.0,0.1,0.07,5.0,50.0
541.9099374952877,0.0,0.1,0.07,5.0,50.0
557.0033053963224,0.0,0.1,0.07,5.0,50.0
563.4306333264966,0.0,0.1,0.07,5.0,50.0
576.2201556819697,0.0,0.1,0.07,5.0,50.0
581.7531916477017,0.0,0.1,0.07,5.0,50.0
592.2469738177633,0.0,0.1,0.07,5.0,50.0
596.5262181108885,0.0,0.1,0.07,5.0,50.0
605.2910680480383,0.0,0.1,0.07,5.0,50.0
605.9864842776616,0.0,0.1,0.07,5.0,50.0
616.1366729280173,0.0,0.1,0.07,5.0,50.0
618.3803871378132,0.0,0.1,0.07,5.0,50.0
631.1267687046161,0.0,0.1,0.07,5.0,50.0
633.8842008075437,0.0,0.1,0.07,5.0,50.0
648.8778444186638,0.0,0.1,0.07,5.0,50.0
651.911729538399,0.0,0.1,0.07,5.0,50.0
668.9535475333062,0.0,0.1,0.07,5.0,50.0
672.1787057455409,0.0,0.1,0.07,5.0,50.0
691.2058209290344,0.0,0.1,0.07,5.0,50.0
694.5521899404157,0.0,0.1,0.07,5.0,50.0
715.5868018858997,0.0,0.1,0.07,5.0,50.0
718.9856971313435,0.0,0.1,0.07,5.0,50.0
742.1176406277975,0.0,0.1,0.07,5.0,50.0
745.4935994667244,0.0,0.1,0.07,5.0,50.0
770.8893569257457,0.0,0.1,0.07,5.0,50.0
774.150878153338,0.0,0.1,0.07,5.0,50.0
802.09505476307,0.0,0.1,0.07,5.0,50.0
805.1186406554627,0.0,0.1,0.07,5.0,50.0
836.1490495727124,0.0,0.1,0.07,5.0,50.0
838.7433780034404,0.0,0.1,0.07,5.0,50.0
0.0,0.0,0.1,0.08,5.0,50.0
17.736365595174107,0.0,0.1,0.08,5.0,50.0
110.6560866564306,0.0,0.1,0.08,5.0,50.0
126.73289492717652,0.0,0.1,0.08,5.0,50.0
193.3831697533093,0.0,0.1,0.08,5.0,50.0
208.1222339106116,0.0,0.1,0.08,5.0,50.0
260.705726201699,0.0,0.1,0.08,5.0,50.0
274.27705752550685,0.0,0.1,0.08,5.0,50.0
317.5604568557835,0.0,0.1,0.08,5.0,50.0
330.07483561689963,0.0,0.1,0.08,5.0,50.0
366.5552466943894,0.0,0.1,0.08,5.0,50.0
378.09186803225396,0.0,0.1,0.08,5.0,50.0
409.28409894281964,0.0,0.1,0.08,5.0,50.0
419.9020454438892,0.0,0.1,0.08,5.0,50.0
446.8092682148113,0.0,0.1,0.08,5.0,50.0
456.55290000674364,0.0,0.1,0.08,5.0,50.0
479.87728247414947,0.0,0.1,0.08,5.0,50.0
488.7785703801457,0.0,0.1,0.08,5.0,50.0
509.027511763073,0.0,0.1,0.08,5.0,50.0
517.1061922885117,0.0,0.1,0.08,5.0,50.0
534.6486678989088,0.0,0.1,0.08,5.0,50.0
541.9098962979949,0.0,0.1,0.08,5.0,50.0
557.0032587409673,0.0,0.1,0.08,5.0,50.0
563.4305872257407,0.0,0.1,0.08,5.0,50.0
576.2201028539131,0.0,0.1,0.08,5.0,50.0
581.7531471247078,0.0,0.1,0.08,5.0,50.0
592.2467688471453,0.0,0.1,0.08,5.0,50.0
596.5266612050403,0.0,0.1,0.08,5.0,50.0
605.2754932896836,0.0,0.1,0.08,5.0,50.0
606.0035272294454,0.0,0.1,0.08,5.0,50.0
616.1228828067264,0.0,0.1,0.08,5.0,50.0
618.3947273513952,0.0,0.1,0.08,5.0,50.0
631.1097637540834,0.0,0.1,0.08,5.0,50.0
633.9015418553182,0.0,0.1,0.08,5.0,50.0
648.8574085957604,0.0,0.1,0.08,5.0,50.0
651.9324493714252,0.0,0.1,0.08,5.0,50.0
668.9294282261293,0.0,0.1,0.08,5.0,50.0
672.2030854101769,0.0,0.1,0.08,5.0,50.0
691.1774855134722,0.0,0.1,0.08,5.0,50.0
694.5807741153154,0.0,0.1,0.08,5.0,50.0
715.5533849038433,0.0,0.1,0.08,5.0,50.0
719.0193579145227,0.0,0.1,0.08,5.0,50.0
742.0777579216832,0.0,0.1,0.08,5.0,50.0
745.5337253264895,0.0,0.1,0.08,5.0,50.0
770.8406577153598,0.0,0.1,0.08,5.0,50.0
774.199823133353,0.0,0.1,0.08,5.0,50.0
802.0330150174146,0.0,0.1,0.08,5.0,50.0
805.1809317073172,0.0,0.1,0.08,5.0,50.0
836.0626754221805,0.0,0.1,0.08,5.0,50.0
838.8300116932149,0.0,0.1,0.08,5.0,50.0
0.0,0.0,0.1,0.09,5.0,50.0
17.736366490394516,0.0,0.1,0.09,5.0,50.0
110.65608197241147,0.0,0.1,0.09,5.0,50.0
126.7328911814111,0.0,0.1,0.09,5.0,50.0
193.38316069005396,0.0,0.1,0.09,5.0,50.0
208.12222581562753,0.0,0.1,0.09,5.0,50.0
260.7057127940867,0.0,0.1,0.09,5.0,50.0
274.2770451058582,0.0,0.1,0.09,5.0,50.0
317.56043903598413,0.0,0.1,0.09,5.0,50.0
330.0748187944473,0.0,0.1,0.09,5.0,50.0
366.555224341865,0.0,0.1,0.09,5.0,50.0
378.09184667516763,0.0,0.1,0.09,5.0,50.0
409.2840719071179,0.0,0.1,0.09,5.0,50.0
419.9020193887899,0.0,0.1,0.09,5.0,50.0
446.8092363296522,0.0,0.1,0.09,5.0,50.0
456.55286907216794,0.0,0.1,0.09,5.0,50.0
479.8772455686959,0.0,0.1,0.09,5.0,50.0
488.7785343770281,0.0,0.1,0.09,5.0,50.0
509.02746967280336,0.0,0.1,0.09,5.0,50.0
517.1061510298001,0.0,0.1,0.09,5.0,50.0
534.6486204770524,0.0,0.1,0.09,5.0,50.0
541.9098496077023,0.0,0.1,0.09,5.0,50.0
557.0032058648693,0.0,0.1,0.09,5.0,50.0
563.430534978138,0.0,0.1,0.09,5.0,50.0
576.2200429840025,0.0,0.1,0.09,5.0,50.0
581.7530966553567,0.0,0.1,0.09,5.0,50.0
592.2465367916795,0.0,0.1,0.09,5.0,50.0
596.5271627130085,0.0,0.1,0.09,5.0,50.0
605.2586909540577,0.0,0.1,0.09,5.0,50.0
606.021993576202,0.0,0.1,0.09,5.0,50.0
616.1074638086686,0.0,0.1,0.09,5.0,50.0
618.4107698720977,0.0,0.1,0.09,5.0,50.0
631.0907451730899,0.0,0.1,0.09,5.0,50.0
633.9209413271449,0.0,0.1,0.09,5.0,50.0
648.8345779038397,0.0,0.1,0.09,5.0,50.0
651.9556019339958,0.0,0.1,0.09,5.0,50.0
668.9025221932955,0.0,0.1,0.09,5.0,50.0
672.2302865191889,0.0,0.1,0.09,5.0,50.0
691.1459388875614,0.0,0.1,0.09,5.0,50.0
694.6126026841831,0.0,0.1,0.09,5.0,50.0
715.516282347812,0.0,0.1,0.09,5.0,50.0
719.0567368056825,0.0,0.1,0.09,5.0,50.0
742.0336507618085,0.0,0.1,0.09,5.0,50.0
745.5781080999654,0.0,0.1,0.09,5.0,50.0
770.7871287105952,0.0,0.1,0.09,5.0,50.0
774.2536307304412,0.0,0.1,0.09,5.0,50.0
801.9655481689101,0.0,0.1,0.09,5.0,50.0
805.2486834406309,0.0,0.1,0.09,5.0,50.0
835.9709031948544,0.0,0.1,0.09,5.0,50.0
