ΔE_n,ϵ_2,Floquet
183.9288417162225,0.5391412629183144,1.0
157.58408474843657,0.5391412629183144,1.0
133.28718140368963,0.5391412629183144,1.0
111.03450888899772,0.5391412629183144,1.0
90.82246583489041,0.5391412629183144,1.0
72.64747706112497,0.5391412629183144,1.0
56.50600331825735,0.5391412629183144,1.0
42.39456284548171,0.5391412629183144,1.0
30.309784427810428,0.5391412629183144,1.0
1.3518541869636447,0.5391412629183144,1.0
20.24855852309817,0.5391412629183144,1.0
12.208569641343383,0.5391412629183144,1.0
6.19077169282287,0.5391412629183144,1.0
2.2403904765047655,0.5391412629183144,1.0
0.0,0.5391412629183144,1.0
0.0018881660931506263,0.5391412629183144,1.0
46.267409528357334,0.8087120438433067,1.0
2632.9697414694388,0.8087120438433067,1.0
152.73685422128307,0.8087120438433067,1.0
2528.3091077685585,0.8087120438433067,1.0
170.62379310957547,0.8087120438433067,1.0
2500.0229662835845,0.8087120438433067,1.0
254.85149632918805,0.8087120438433067,1.0
2425.7203431452613,0.8087120438433067,1.0
2377.3576416788446,0.8087120438433067,1.0
320.41872141648145,0.8087120438433067,1.0
362.75233794975674,0.8087120438433067,1.0
2325.294826676713,0.8087120438433067,1.0
384.9838522980282,0.8087120438433067,1.0
403.72860656227454,0.8087120438433067,1.0
2227.0491832493612,0.8087120438433067,1.0
2130.9834067064503,0.8087120438433067,1.0
2037.0941194545485,0.8087120438433067,1.0
1945.3773194356363,0.8087120438433067,1.0
1913.2428912494022,0.8087120438433067,1.0
1855.8289020404254,0.8087120438433067,1.0
1768.4447530370494,0.8087120438433067,1.0
1683.220765324189,0.8087120438433067,1.0
1085.9834744299555,0.8087120438433067,1.0
1608.2657786449258,0.8087120438433067,1.0
1600.1528429066402,0.8087120438433067,1.0
1519.2369026315796,0.8087120438433067,1.0
1440.4688753508747,0.8087120438433067,1.0
1363.844706793076,0.8087120438433067,1.0
1335.6491746726333,0.8087120438433067,1.0
1289.3603582220196,0.8087120438433067,1.0
1217.0118069254843,0.8087120438433067,1.0
1146.7950465672996,0.8087120438433067,1.0
1084.723350304408,0.8087120438433067,1.0
1078.7060874308165,0.8087120438433067,1.0
1012.7409565762964,0.8087120438433067,1.0
948.8956979312942,0.8087120438433067,1.0
1788.7719647602933,0.8087120438433067,1.0
887.1663723294523,0.8087120438433067,1.0
827.5490575101578,0.8087120438433067,1.0
770.039848089618,0.8087120438433067,1.0
714.6348555113342,0.8087120438433067,1.0
661.330207983346,0.8087120438433067,1.0
610.1220504076107,0.8087120438433067,1.0
561.0065443068704,0.8087120438433067,1.0
513.9798677537742,0.8087120438433067,1.0
469.03821530710746,0.8087120438433067,1.0
426.1777979608415,0.8087120438433067,1.0
385.39484311340425,0.8087120438433067,1.0
346.68559456691946,0.8087120438433067,1.0
325.56925749454587,0.8087120438433067,1.0
310.04631257142387,0.8087120438433067,1.0
275.47327393642234,0.8087120438433067,1.0
242.962772245875,0.8087120438433067,1.0
212.51111823531426,0.8087120438433067,1.0
184.1146404310703,0.8087120438433067,1.0
157.76968622687033,0.8087120438433067,1.0
133.47262371788324,0.8087120438433067,1.0
111.21984490355608,0.8087120438433067,1.0
91.00777148982604,0.8087120438433067,1.0
72.8328659274749,0.8087120438433067,1.0
56.69165377755381,0.8087120438433067,1.0
42.58077284413831,0.8087120438433067,1.0
30.497093112393994,0.8087120438433067,1.0
2691.7469468154586,0.8087120438433067,1.0
20.438054142355906,0.8087120438433067,1.0
12.40282996655716,0.8087120438433067,1.0
6.396646404221938,0.8087120438433067,1.0
2.5280918391729346,0.8087120438433067,1.0
0.0,0.8087120438433067,1.0
0.0016644238032152221,0.8087120438433067,1.0
46.343463628508715,1.0782830041274398,1.0
2633.1935254382242,1.0782830041274398,1.0
152.28612726289248,1.0782830041274398,1.0
166.82038788408582,1.0782830041274398,1.0
2528.572635359403,1.0782830041274398,1.0
2497.9978609695377,1.0782830041274398,1.0
254.35114552884184,1.0782830041274398,1.0
2425.9937277921945,1.0782830041274398,1.0
313.0992288613905,1.0782830041274398,1.0
2371.563140355445,1.0782830041274398,1.0
2325.5701278230404,1.0782830041274398,1.0
398.0307609675339,1.0782830041274398,1.0
412.26168497618204,1.0782830041274398,1.0
410.9723792989745,1.0782830041274398,1.0
2227.324491812602,1.0782830041274398,1.0
2131.258306115299,1.0782830041274398,1.0
2037.3685263801713,1.0782830041274398,1.0
1945.6512185283955,1.0782830041274398,1.0
1911.119398529126,1.0782830041274398,1.0
1856.1022910275537,1.0782830041274398,1.0
1768.7176322931023,1.0782830041274398,1.0
1743.3229786585982,1.0782830041274398,1.0
1683.4931359900243,1.0782830041274398,1.0
1072.2321993304995,1.0782830041274398,1.0
1600.424706525821,1.0782830041274398,1.0
1519.5082610459988,1.0782830041274398,1.0
1440.7397306468536,1.0782830041274398,1.0
1330.6590509476398,1.0782830041274398,1.0
1364.1150612644365,1.0782830041274398,1.0
1289.6302143441212,1.0782830041274398,1.0
1217.2811673382807,1.0782830041274398,1.0
1147.0639140664277,1.0782830041274398,1.0
1081.937793830696,1.0782830041274398,1.0
1078.9744649659822,1.0782830041274398,1.0
1013.0088472566096,1.0782830041274398,1.0
1732.3905846350608,1.0782830041274398,1.0
949.1631050374722,1.0782830041274398,1.0
887.4332993331578,1.0782830041274398,1.0
827.8155081010882,1.0782830041274398,1.0
770.305826211428,1.0782830041274398,1.0
714.9003654080304,1.0782830041274398,1.0
661.5952542584282,1.0782830041274398,1.0
610.3866380992441,1.0782830041274398,1.0
561.270678983563,1.0782830041274398,1.0
514.243555636793,1.0782830041274398,1.0
469.30146342832967,1.0782830041274398,1.0
426.44061436828156,1.0782830041274398,1.0
385.6572371418548,1.0782830041274398,1.0
346.9475771989782,1.0782830041274398,1.0
310.3078969260767,1.0782830041274398,1.0
288.2378436571263,1.0782830041274398,1.0
275.7344759409962,1.0782830041274398,1.0
243.22361157699714,1.0782830041274398,1.0
212.77161966354362,1.0782830041274398,1.0
184.37483578678695,1.0782830041274398,1.0
158.02961735032991,1.0782830041274398,1.0
133.7323470206055,1.0782830041274398,1.0
111.4794386706332,1.0782830041274398,1.0
91.26734805800875,1.0782830041274398,1.0
73.09259301029613,1.0782830041274398,1.0
56.951794088717065,1.0782830041274398,1.0
42.84176333914842,1.0782830041274398,1.0
2688.0411898661296,1.0782830041274398,1.0
30.759718996477957,1.0782830041274398,1.0
20.703880333002363,1.0782830041274398,1.0
12.675499303565337,1.0782830041274398,1.0
6.683152968549124,1.0782830041274398,1.0
0.0,1.0782830041274398,1.0
0.00141288522410285,1.0782830041274398,1.0
2.9288210730985234,1.0782830041274398,1.0
46.40955555822718,1.3478542035573249,1.0
2633.4742191045666,1.3478542035573249,1.0
151.62643638474884,1.3478542035573249,1.0
161.92746946807037,1.3478542035573249,1.0
2528.9091758056793,1.3478542035573249,1.0
2495.3951604529807,1.3478542035573249,1.0
254.5316564223422,1.3478542035573249,1.0
2426.3445360380574,1.3478542035573249,1.0
306.9616538479872,1.3478542035573249,1.0
2363.0912072888914,1.3478542035573249,1.0
2325.923888308082,1.3478542035573249,1.0
411.61477119214555,1.3478542035573249,1.0
422.44169257270124,1.3478542035573249,1.0
458.821001348061,1.3478542035573249,1.0
2227.6783984421295,1.3478542035573249,1.0
2131.611722834196,1.3478542035573249,1.0
2037.7213200949163,1.3478542035573249,1.0
1946.0033631821052,1.3478542035573249,1.0
1908.386972184984,1.3478542035573249,1.0
1903.4650842952176,1.3478542035573249,1.0
1856.4537820626365,1.3478542035573249,1.0
1769.0684696332044,1.3478542035573249,1.0
1683.8433208265164,1.3478542035573249,1.0
1054.4826028588345,1.3478542035573249,1.0
1600.7742406788793,1.3478542035573249,1.0
1519.8571467865477,1.3478542035573249,1.0
1441.087970609598,1.3478542035573249,1.0
1324.3220293456086,1.3478542035573249,1.0
1364.462658389765,1.3478542035573249,1.0
1289.9771718372767,1.3478542035573249,1.0
1217.6274886424198,1.3478542035573249,1.0
1147.4096028477486,1.3478542035573249,1.0
1079.3195251097331,1.3478542035573249,1.0
1078.357096452979,1.3478542035573249,1.0
1682.2632400479088,1.3478542035573249,1.0
1013.353282873277,1.3478542035573249,1.0
949.5069204788837,1.3478542035573249,1.0
887.7764992187847,1.3478542035573249,1.0
828.1580973553205,1.3478542035573249,1.0
770.6478101132517,1.3478542035573249,1.0
715.2417496553123,1.3478542035573249,1.0
661.9360450499889,1.3478542035573249,1.0
610.7268422391808,1.3478542035573249,1.0
561.6103040140487,1.3478542035573249,1.0
514.5826100079541,1.3478542035573249,1.0
469.6399567172303,1.3478542035573249,1.0
426.7785575639539,1.3478542035573249,1.0
385.99464302047113,1.3478542035573249,1.0
347.28446082405907,1.3478542035573249,1.0
310.6442763250578,1.3478542035573249,1.0
276.070373035099,1.3478542035573249,1.0
246.53630088845532,1.3478542035573249,1.0
243.559053482323,1.3478542035573249,1.0
213.10664054855195,1.3478542035573249,1.0
184.70947958487275,1.3478542035573249,1.0
158.36394182458434,1.3478542035573249,1.0
134.06643003761135,1.3478542035573249,1.0
111.81338822138183,1.3478542035573249,1.0
91.60131892029844,1.3478542035573249,1.0
73.42681581013485,1.3478542035573249,1.0
57.28662899827961,1.3478542035573249,1.0
43.17780659503422,1.3478542035573249,1.0
2683.262810139483,1.3478542035573249,1.0
31.098033876061894,1.3478542035573249,1.0
21.046556563283065,1.3478542035573249,1.0
13.02740083400918,1.3478542035573249,1.0
0.0,1.3478542035573249,1.0
0.0011629230157254693,1.3478542035573249,1.0
7.048541113902493,1.3478542035573249,1.0
3.440327171431841,1.3478542035573249,1.0
46.432780964074574,1.6174257019197718,1.0
2633.8064816217784,1.6174257019197718,1.0
150.72372553275687,1.6174257019197718,1.0
156.08507210854717,1.6174257019197718,1.0
2529.316939792527,1.6174257019197718,1.0
2492.2173104733415,1.6174257019197718,1.0
255.61366073956688,1.6174257019197718,1.0
2426.77226904282,1.6174257019197718,1.0
302.1075055242067,1.6174257019197718,1.0
2351.366373661475,1.6174257019197718,1.0
2326.355993263066,1.6174257019197718,1.0
425.6725012440014,1.6174257019197718,1.0
433.94249069337917,1.6174257019197718,1.0
2228.110884331162,1.6174257019197718,1.0
496.3050652233666,1.6174257019197718,1.0
2132.043653617386,1.6174257019197718,1.0
2083.2530185137302,1.6174257019197718,1.0
2038.152494003149,1.6174257019197718,1.0
1946.4337408946678,1.6174257019197718,1.0
1905.0462850827043,1.6174257019197718,1.0
1856.8833577356852,1.6174257019197718,1.0
1769.4972441445464,1.6174257019197718,1.0
1684.2712965990809,1.6174257019197718,1.0
1032.780206780553,1.6174257019197718,1.0
1601.2014207095879,1.6174257019197718,1.0
1520.2835344437935,1.6174257019197718,1.0
1441.5135695698796,1.6174257019197718,1.0
1316.5684838227317,1.6174257019197718,1.0
1364.8874726054382,1.6174257019197718,1.0
1290.4012055176006,1.6174257019197718,1.0
1218.050746244716,1.6174257019197718,1.0
1147.8320890780014,1.6174257019197718,1.0
1079.74124493248,1.6174257019197718,1.0
1073.984290396467,1.6174257019197718,1.0
1651.159947807628,1.6174257019197718,1.0
1013.7742415310804,1.6174257019197718,1.0
949.9271235219884,1.6174257019197718,1.0
888.1959525460468,1.6174257019197718,1.0
828.5768072680811,1.6174257019197718,1.0
771.0657833844933,1.6174257019197718,1.0
715.6589936173976,1.6174257019197718,1.0
662.3525677054755,1.6174257019197718,1.0
611.1426524008726,1.6174257019197718,1.0
562.0254114827051,1.6174257019197718,1.0
514.9970257992242,1.6174257019197718,1.0
470.05369335391185,1.6174257019197718,1.0
427.191629456121,1.6174257019197718,1.0
386.40706696556,1.6174257019197718,1.0
347.69625667328427,1.6174257019197718,1.0
311.0554678842458,1.6174257019197718,1.0
276.4809893019542,1.6174257019197718,1.0
243.96913037623642,1.6174257019197718,1.0
213.51622337772102,1.6174257019197718,1.0
203.85676345633598,1.6174257019197718,1.0
185.11862664488294,1.6174257019197718,1.0
158.77272978295034,1.6174257019197718,1.0
134.47496222941834,1.6174257019197718,1.0
112.22180786883577,1.6174257019197718,1.0
92.00983104738948,1.6174257019197718,1.0
73.83572531094575,1.6174257019197718,1.0
57.6964105880857,1.6174257019197718,1.0
43.58924247218228,1.6174257019197718,1.0
2677.4098266838396,1.6174257019197718,1.0
31.512508773919382,1.6174257019197718,1.0
21.4667535994603,1.6174257019197718,1.0
13.459795372265763,1.6174257019197718,1.0
0.0,1.6174257019197718,1.0
0.000932833350243214,1.6174257019197718,1.0
7.4905397938430545,1.6174257019197718,1.0
4.059472625712643,1.6174257019197718,1.0
46.36128915040847,1.8869975590018364,1.0
2634.1833776611265,1.8869975590018364,1.0
149.56149454595013,1.8869975590018364,1.0
149.52085480901223,1.8869975590018364,1.0
2529.7931983807957,1.8869975590018364,1.0
2488.4640617296445,1.8869975590018364,1.0
257.6818330354114,1.8869975590018364,1.0
2427.276011576658,1.8869975590018364,1.0
298.6050155890267,1.8869975590018364,1.0
2336.247852656123,1.8869975590018364,1.0
2326.86611776096,1.8869975590018364,1.0
2277.876465598706,1.8869975590018364,1.0
440.15372364708253,1.8869975590018364,1.0
446.5006367469093,1.8869975590018364,1.0
2228.6218030364794,1.8869975590018364,1.0
513.6699176127953,1.8869975590018364,1.0
2132.5540087400977,1.8869975590018364,1.0
2038.6619792725314,1.8869975590018364,1.0
1946.942292977239,1.8869975590018364,1.0
1901.0939985708185,1.8869975590018364,1.0
1857.3909656654114,1.8869975590018364,1.0
1770.0039078981308,1.8869975590018364,1.0
1007.1474951946466,1.8869975590018364,1.0
1684.7770186868902,1.8869975590018364,1.0
1601.7062045264008,1.8869975590018364,1.0
1520.7873839181473,1.8869975590018364,1.0
1442.0164890585102,1.8869975590018364,1.0
1307.1950253001041,1.8869975590018364,1.0
1365.3894668422117,1.8869975590018364,1.0
1290.9022795836113,1.8869975590018364,1.0
1218.5509055532843,1.8869975590018364,1.0
1148.3313393730652,1.8869975590018364,1.0
1080.2395922998683,1.8869975590018364,1.0
1068.8170265404724,1.8869975590018364,1.0
1650.7154779663672,1.8869975590018364,1.0
1014.2716924228138,1.8869975590018364,1.0
950.4236847942526,1.8869975590018364,1.0
888.6916315121183,1.8869975590018364,1.0
829.0716117683013,1.8869975590018364,1.0
771.5597218762407,1.8869975590018364,1.0
716.1520752893493,1.8869975590018364,1.0
662.8448026219016,1.8869975590018364,1.0
611.6340516840055,1.8869975590018364,1.0
562.5159875440703,1.8869975590018364,1.0
515.4867926349833,1.8869975590018364,1.0
470.5426669250336,1.8869975590018364,1.0
427.67982818270497,1.8869975590018364,1.0
386.8945123768373,1.8869975590018364,1.0
348.18297427337166,1.8869975590018364,1.0
311.5414883217604,1.8869975590018364,1.0
276.96634997534295,1.8869975590018364,1.0
244.45387767640898,1.8869975590018364,1.0
214.00041588348947,1.8869975590018364,1.0
185.60233977856038,1.8869975590018364,1.0
163.3522365994315,1.8869975590018364,1.0
159.2560627667271,1.8869975590018364,1.0
134.95804878396234,1.8869975590018364,1.0
112.70483322479815,1.8869975590018364,1.0
92.49306006682666,1.8869975590018364,1.0
74.31955115740631,1.8869975590018364,1.0
58.1814437166786,1.8869975590018364,1.0
2670.476651392828,1.8869975590018364,1.0
44.076484573589056,1.8869975590018364,1.0
32.00372240243578,1.8869975590018364,1.0
21.96530370495013,1.8869975590018364,1.0
0.0,1.8869975590018364,1.0
0.0007318627990337646,1.8869975590018364,1.0
13.974560540117135,1.8869975590018364,1.0
4.782065076132961,1.8869975590018364,1.0
8.006358432871234,1.8869975590018364,1.0
46.11786668983542,2.1565698345908726,1.0
2634.597323085574,2.1565698345908726,1.0
142.52709487406494,2.1565698345908726,1.0
148.1516541268417,2.1565698345908726,1.0
2530.334595486214,2.1565698345908726,1.0
2484.1380372541967,2.1565698345908726,1.0
2485.7903799954024,2.1565698345908726,1.0
260.72611564302144,2.1565698345908726,1.0
2427.8547175013887,2.1565698345908726,1.0
296.4875700675761,2.1565698345908726,1.0
2327.4539811858135,2.1565698345908726,1.0
2315.414820911195,2.1565698345908726,1.0
455.0181367425724,2.1565698345908726,1.0
459.91291880111953,2.1565698345908726,1.0
2229.2110739253444,2.1565698345908726,1.0
505.28536418765174,2.1565698345908726,1.0
2133.1427548908414,2.1565698345908726,1.0
2039.249748447515,2.1565698345908726,1.0
1947.528988779539,2.1565698345908726,1.0
1896.530194732247,2.1565698345908726,1.0
1857.976571248878,2.1565698345908726,1.0
1770.5884232746753,2.1565698345908726,1.0
977.7682114909414,2.1565698345908726,1.0
1685.3604474995773,2.1565698345908726,1.0
1602.2885514226243,2.1565698345908726,1.0
1521.3686540408848,2.1565698345908726,1.0
1442.5966879397502,2.1565698345908726,1.0
1296.0511562341705,2.1565698345908726,1.0
1365.9686003748238,2.1565698345908726,1.0
1291.4803540146258,2.1565698345908726,1.0
1219.1279274893816,2.1565698345908726,1.0
1148.9073157973398,2.1565698345908726,1.0
1080.8145306004244,2.1565698345908726,1.0
1062.8571694413,2.1565698345908726,1.0
1687.7414909464064,2.1565698345908726,1.0
1014.8456004344109,2.1565698345908726,1.0
950.9965708546049,2.1565698345908726,1.0
889.2635045352376,2.1565698345908726,1.0
829.6424813379656,2.1565698345908726,1.0
772.1295983638729,2.1565698345908726,1.0
716.7209700019956,2.1565698345908726,1.0
663.4127279879873,2.1565698345908726,1.0
612.2010214872267,2.1565698345908726,1.0
563.0820172194913,2.1565698345908726,1.0
516.051899646579,2.1565698345908726,1.0
471.10687125135564,2.1565698345908726,1.0
428.24315294794854,2.1565698345908726,1.0
387.45698468031685,2.1565698345908726,1.0
348.74462629373966,2.1565698345908726,1.0
312.1023588080063,2.1565698345908726,1.0
277.52648629197074,2.1565698345908726,1.0
245.01333865844404,2.1565698345908726,1.0
214.55927590099793,2.1565698345908726,1.0
186.16069465227977,2.1565698345908726,1.0
159.81403859608943,2.1565698345908726,1.0
135.51581550328487,2.1565698345908726,1.0
127.78607159611204,2.1565698345908726,1.0
113.26262611725507,2.1565698345908726,1.0
93.0512152432701,2.1565698345908726,1.0
74.87856677219729,2.1565698345908726,1.0
2662.4686889909185,2.1565698345908726,1.0
58.742091460338635,2.1565698345908726,1.0
44.64002653041011,2.1565698345908726,1.0
32.5723703801609,2.1565698345908726,1.0
22.5432051984308,2.1565698345908726,1.0
0.0,2.1565698345908726,1.0
0.0005630779892747768,2.1565698345908726,1.0
14.574417293292319,2.1565698345908726,1.0
5.60264026160899,2.1565698345908726,1.0
8.592692313499434,2.1565698345908726,1.0
45.59066831737165,2.4261425884745824,1.0
8.689436315405278,2.4261425884745824,1.0
2635.039737700214,2.4261425884745824,1.0
135.43010776568008,2.4261425884745824,1.0
146.53791718596244,2.4261425884745824,1.0
2530.9362714386757,2.4261425884745824,1.0
2479.238566876639,2.4261425884745824,1.0
264.6844806339857,2.4261425884745824,1.0
2428.5065908716956,2.4261425884745824,1.0
295.74749652541766,2.4261425884745824,1.0
2328.118985848462,2.4261425884745824,1.0
2291.1276533047003,2.4261425884745824,1.0
470.23012674878447,2.4261425884745824,1.0
474.02267054852996,2.4261425884745824,1.0
472.32089813196524,2.4261425884745824,1.0
2229.8784300170964,2.4261425884745824,1.0
2133.809738157394,2.4261425884745824,1.0
2039.9156916237043,2.4261425884745824,1.0
1948.1937400648628,2.4261425884745824,1.0
1891.3493524850946,2.4261425884745824,1.0
1858.6400995221736,2.4261425884745824,1.0
944.6498375040298,2.4261425884745824,1.0
1771.2507244896392,2.4261425884745824,1.0
1686.0215239268807,2.4261425884745824,1.0
1602.9484072553207,2.4261425884745824,1.0
1522.0272944432984,2.4261425884745824,1.0
1443.2541187949623,2.4261425884745824,1.0
1283.155177207674,2.4261425884745824,1.0
1366.6248281838991,2.4261425884745824,1.0
1292.135385843412,2.4261425884745824,1.0
1219.7817709426863,2.4261425884745824,1.0
1149.5599790158462,2.4261425884745824,1.0
1081.4660222790133,2.4261425884745824,1.0
1056.0987321989203,2.4261425884745824,1.0
1015.4959298617711,2.4261425884745824,1.0
1761.6051363936263,2.4261425884745824,1.0
951.6457479750569,2.4261425884745824,1.0
889.9115400347013,2.4261425884745824,1.0
830.2893867573338,2.4261425884745824,1.0
772.7753862445456,2.4261425884745824,1.0
717.3656540703772,2.4261425884745824,1.0
664.0563233882148,2.4261425884745824,1.0
