cross_n,Δnn,Δ,K,ϵ_1,ϵ_2,N
3.0,0.29811623025806,0.0,1.0,0.03,8.26,200.0
1.0,0.3463408533717569,0.0,1.0,0.03,8.33,200.0
3.0,0.2998254510834144,0.0,1.0,0.03,8.33,200.0
1.0,0.34779302314740335,0.0,1.0,0.03,8.4,200.0
3.0,0.30152502692367733,0.0,1.0,0.03,8.4,200.0
1.0,0.34923915470568545,0.0,1.0,0.03,8.47,200.0
3.0,0.3032150025626237,0.0,1.0,0.03,8.47,200.0
1.0,0.3506793227481211,0.0,1.0,0.03,8.54,200.0
3.0,0.30489544733559626,0.0,1.0,0.03,8.54,200.0
1.0,0.3521136004484049,0.0,1.0,0.03,8.61,200.0
3.0,0.306566449268999,0.0,1.0,0.03,8.61,200.0
1.0,0.35354205949623463,0.0,1.0,0.03,8.68,200.0
3.0,0.30822811040442843,0.0,1.0,0.03,8.68,200.0
5.0,0.4715239514680647,0.0,1.0,0.03,8.68,200.0
1.0,0.3549647701385368,0.0,1.0,0.03,8.75,200.0
3.0,0.30988054307752577,0.0,1.0,0.03,8.75,200.0
5.0,0.4455501677212368,0.0,1.0,0.03,8.75,200.0
1.0,0.3563818012201949,0.0,1.0,0.03,8.82,200.0
3.0,0.31152386696635403,0.0,1.0,0.03,8.82,200.0
5.0,0.4223087015645035,0.0,1.0,0.03,8.82,200.0
1.0,0.35779322022273163,0.0,1.0,0.03,8.89,200.0
3.0,0.31315820675715145,0.0,1.0,0.03,8.89,200.0
5.0,0.4016532742899699,0.0,1.0,0.03,8.89,200.0
1.0,0.359199093301811,0.0,1.0,0.03,8.96,200.0
3.0,0.3147836903070882,0.0,1.0,0.03,8.96,200.0
5.0,0.3834313341049054,0.0,1.0,0.03,8.96,200.0
1.0,0.3605994853235899,0.0,1.0,0.03,9.03,200.0
3.0,0.3164004472044297,0.0,1.0,0.03,9.03,200.0
5.0,0.36748440374633873,0.0,1.0,0.03,9.03,200.0
1.0,0.3619944598993641,0.0,1.0,0.03,9.1,200.0
3.0,0.3180086076469735,0.0,1.0,0.03,9.1,200.0
5.0,0.3536489372731566,0.0,1.0,0.03,9.1,200.0
1.0,0.3633840794195464,0.0,1.0,0.03,9.17,200.0
3.0,0.31960830157458275,0.0,1.0,0.03,9.17,200.0
5.0,0.3417577334767685,0.0,1.0,0.03,9.17,200.0
1.0,0.3647684050861528,0.0,1.0,0.03,9.24,200.0
3.0,0.3211996580044385,0.0,1.0,0.03,9.24,200.0
5.0,0.33164186660303585,0.0,1.0,0.03,9.24,200.0
1.0,0.36614749694410875,0.0,1.0,0.03,9.31,200.0
3.0,0.32278280452734975,0.0,1.0,0.03,9.31,200.0
5.0,0.323133008245577,0.0,1.0,0.03,9.31,200.0
1.0,0.36752141391188786,0.0,1.0,0.03,9.38,200.0
3.0,0.3243578669316278,0.0,1.0,0.03,9.38,200.0
5.0,0.31606594786875064,0.0,1.0,0.03,9.38,200.0
1.0,0.3688902138106016,0.0,1.0,0.03,9.45,200.0
3.0,0.3259249689284047,0.0,1.0,0.03,9.45,200.0
5.0,0.3102810888425864,0.0,1.0,0.03,9.45,200.0
1.0,0.37025395339269096,0.0,1.0,0.03,9.52,200.0
3.0,0.32748423195630494,0.0,1.0,0.03,9.52,200.0
5.0,0.3056267073328911,0.0,1.0,0.03,9.52,200.0
1.0,0.3716126883691544,0.0,1.0,0.03,9.59,200.0
3.0,0.3290357750490571,0.0,1.0,0.03,9.59,200.0
5.0,0.3019608066275197,0.0,1.0,0.03,9.59,200.0
1.0,0.3729664734362217,0.0,1.0,0.03,9.66,200.0
3.0,0.33057971475167136,0.0,1.0,0.03,9.66,200.0
5.0,0.2991524652290991,0.0,1.0,0.03,9.66,200.0
1.0,0.37431536230096185,0.0,1.0,0.03,9.73,200.0
3.0,0.3321161650749218,0.0,1.0,0.03,9.73,200.0
5.0,0.2970826466922887,0.0,1.0,0.03,9.73,200.0
1.0,0.37565940770632267,0.0,1.0,0.03,9.8,200.0
3.0,0.3336452374791463,0.0,1.0,0.03,9.8,200.0
5.0,0.2956444990390139,0.0,1.0,0.03,9.8,200.0
1.0,0.3769986614548486,0.0,1.0,0.03,9.87,200.0
3.0,0.33516704088053473,0.0,1.0,0.03,9.87,200.0
5.0,0.29474321376945056,0.0,1.0,0.03,9.87,200.0
1.0,0.3783331744324414,0.0,1.0,0.03,9.94,200.0
3.0,0.3366816816745555,0.0,1.0,0.03,9.94,200.0
5.0,0.29429553712645884,0.0,1.0,0.03,9.94,200.0
1.0,0.11994605264439973,0.0,1.0,0.06,0.0,200.0
1.0,0.12843118083913502,0.0,1.0,0.06,0.07,200.0
1.0,0.1370713305004326,0.0,1.0,0.06,0.14,200.0
1.0,0.14582455925607146,0.0,1.0,0.06,0.21,200.0
1.0,0.15464964894227998,0.0,1.0,0.06,0.28,200.0
1.0,0.16350721889428965,0.0,1.0,0.06,0.35,200.0
1.0,0.172360667784288,0.0,1.0,0.06,0.42,200.0
1.0,0.18117690080210302,0.0,1.0,0.06,0.49,200.0
1.0,0.18992682198195193,0.0,1.0,0.06,0.56,200.0
1.0,0.19858559358519323,0.0,1.0,0.06,0.63,200.0
1.0,0.20713268288570985,0.0,1.0,0.06,0.7,200.0
1.0,0.2155517297678573,0.0,1.0,0.06,0.77,200.0
1.0,0.2238302756988193,0.0,1.0,0.06,0.84,200.0
1.0,0.23195939633946705,0.0,1.0,0.06,0.91,200.0
1.0,0.23993327743933301,0.0,1.0,0.06,0.98,200.0
1.0,0.24774876814797042,0.0,1.0,0.06,1.05,200.0
1.0,0.2554049388700237,0.0,1.0,0.06,1.12,200.0
1.0,0.2629026634647098,0.0,1.0,0.06,1.19,200.0
1.0,0.2702442387793673,0.0,1.0,0.06,1.26,200.0
1.0,0.2774330487106307,0.0,1.0,0.06,1.33,200.0
1.0,0.28447327541691037,0.0,1.0,0.06,1.4,200.0
1.0,0.2913696569665438,0.0,1.0,0.06,1.47,200.0
1.0,0.29812728846688996,0.0,1.0,0.06,1.54,200.0
1.0,0.3047514623907128,0.0,1.0,0.06,1.61,200.0
1.0,0.3112475431843418,0.0,1.0,0.06,1.68,200.0
1.0,0.3176208711140842,0.0,1.0,0.06,1.75,200.0
1.0,0.32387669051281076,0.0,1.0,0.06,1.82,200.0
1.0,0.33002009799711685,0.0,1.0,0.06,1.89,200.0
1.0,0.33605600673672775,0.0,1.0,0.06,1.96,200.0
1.0,0.34198912340231136,0.0,1.0,0.06,2.03,200.0
1.0,0.3478239349511849,0.0,1.0,0.06,2.1,200.0
1.0,0.3535647029036104,0.0,1.0,0.06,2.17,200.0
1.0,0.3592154632022808,0.0,1.0,0.06,2.24,200.0
1.0,0.3647800301280757,0.0,1.0,0.06,2.31,200.0
1.0,0.3702620030674142,0.0,1.0,0.06,2.38,200.0
1.0,0.375664775194017,0.0,1.0,0.06,2.45,200.0
1.0,0.38099154334660756,0.0,1.0,0.06,2.52,200.0
1.0,0.3862453185603183,0.0,1.0,0.06,2.59,200.0
1.0,0.3914289368494046,0.0,1.0,0.06,2.66,200.0
1.0,0.3965450699500641,0.0,1.0,0.06,2.73,200.0
1.0,0.4015962358167915,0.0,1.0,0.06,2.8,200.0
1.0,0.4065848087325836,0.0,1.0,0.06,2.87,200.0
1.0,0.41151302894243713,0.0,1.0,0.06,2.94,200.0
1.0,0.4163830117575138,0.0,1.0,0.06,3.01,200.0
1.0,0.42119675610500273,0.0,1.0,0.06,3.08,200.0
1.0,0.4259561525177027,0.0,1.0,0.06,3.15,200.0
1.0,0.4306629905730244,0.0,1.0,0.06,3.22,200.0
1.0,0.43531896579885476,0.0,1.0,0.06,3.29,200.0
1.0,0.4399256860714793,0.0,1.0,0.06,3.36,200.0
1.0,0.4444846775336355,0.0,1.0,0.06,3.43,200.0
1.0,0.44899739006290673,0.0,1.0,0.06,3.5,200.0
1.0,0.45346520232150667,0.0,1.0,0.06,3.57,200.0
1.0,0.4578894264176512,0.0,1.0,0.06,3.64,200.0
1.0,0.46227131220837947,0.0,1.0,0.06,3.71,200.0
1.0,0.466612051271893,0.0,1.0,0.06,3.78,200.0
1.0,0.4709127805761124,0.0,1.0,0.06,3.85,200.0
1.0,0.4751745858681371,0.0,1.0,0.06,3.92,200.0
1.0,0.4793985048079392,0.0,1.0,0.06,3.99,200.0
1.0,0.48358552986748293,0.0,1.0,0.06,4.06,200.0
1.0,0.4877366110150305,0.0,1.0,0.06,4.13,200.0
1.0,0.49185265820236523,0.0,1.0,0.06,4.2,200.0
1.0,0.4959345436717264,0.0,1.0,0.06,4.27,200.0
1.0,0.49998310409737456,0.0,1.0,0.06,4.34,200.0
3.0,0.4978690087536535,0.0,1.0,0.06,5.25,200.0
3.0,0.490437379435285,0.0,1.0,0.06,5.32,200.0
3.0,0.4847245161496119,0.0,1.0,0.06,5.39,200.0
3.0,0.4805304246346118,0.0,1.0,0.06,5.46,200.0
3.0,0.4776646429502591,0.0,1.0,0.06,5.53,200.0
3.0,0.475949374770849,0.0,1.0,0.06,5.6,200.0
3.0,0.47522157932240106,0.0,1.0,0.06,5.67,200.0
3.0,0.47533409153890815,0.0,1.0,0.06,5.74,200.0
3.0,0.4761559156796231,0.0,1.0,0.06,5.81,200.0
3.0,0.4775718688097257,0.0,1.0,0.06,5.88,200.0
3.0,0.47948175413137406,0.0,1.0,0.06,5.95,200.0
3.0,0.4817992278209111,0.0,1.0,0.06,6.02,200.0
3.0,0.48445049604999113,0.0,1.0,0.06,6.09,200.0
3.0,0.48737294847092727,0.0,1.0,0.06,6.16,200.0
3.0,0.49051380540052136,0.0,1.0,0.06,6.23,200.0
3.0,0.49382883082556006,0.0,1.0,0.06,6.3,200.0
3.0,0.49728114316206984,0.0,1.0,0.06,6.37,200.0
1.0,0.17981814971243443,0.0,1.0,0.09,0.0,200.0
1.0,0.19253466794086654,0.0,1.0,0.09,0.07,200.0
1.0,0.20548532843111308,0.0,1.0,0.09,0.14,200.0
1.0,0.21860760677731508,0.0,1.0,0.09,0.21,200.0
1.0,0.23183993956692522,0.0,1.0,0.09,0.28,200.0
1.0,0.24512337699458137,0.0,1.0,0.09,0.35,200.0
1.0,0.2584029950421716,0.0,1.0,0.09,0.42,200.0
1.0,0.2716290009753489,0.0,1.0,0.09,0.49,200.0
1.0,0.2847574980576262,0.0,1.0,0.09,0.56,200.0
1.0,0.29775090726955206,0.0,1.0,0.09,0.63,200.0
1.0,0.31057807138601706,0.0,1.0,0.09,0.7,200.0
1.0,0.3232140872279183,0.0,1.0,0.09,0.77,200.0
1.0,0.33563992404996645,0.0,1.0,0.09,0.84,200.0
1.0,0.34784189011609934,0.0,1.0,0.09,0.91,200.0
1.0,0.3598110069103846,0.0,1.0,0.09,0.98,200.0
1.0,0.37154234309261713,0.0,1.0,0.09,1.05,200.0
1.0,0.3830343503029836,0.0,1.0,0.09,1.12,200.0
1.0,0.3942882320652319,0.0,1.0,0.09,1.19,200.0
1.0,0.4053073667002167,0.0,1.0,0.09,1.26,200.0
1.0,0.4160967962027924,0.0,1.0,0.09,1.33,200.0
1.0,0.4266627858682712,0.0,1.0,0.09,1.4,200.0
1.0,0.4370124541467204,0.0,1.0,0.09,1.47,200.0
1.0,0.4471534685975871,0.0,1.0,0.09,1.54,200.0
1.0,0.457093801635736,0.0,1.0,0.09,1.61,200.0
1.0,0.4668415386868401,0.0,1.0,0.09,1.68,200.0
1.0,0.47640473109974213,0.0,1.0,0.09,1.75,200.0
1.0,0.48579128643447556,0.0,1.0,0.09,1.82,200.0
1.0,0.49500888934414844,0.0,1.0,0.09,1.89,200.0
1.0,0.23956968403270643,0.0,1.0,0.12,0.0,200.0
1.0,0.2565041426679867,0.0,1.0,0.12,0.07,200.0
1.0,0.27375375201913743,0.0,1.0,0.12,0.14,200.0
1.0,0.2912358767146964,0.0,1.0,0.12,0.21,200.0
1.0,0.3088689340481864,0.0,1.0,0.12,0.28,200.0
1.0,0.3265745636715699,0.0,1.0,0.12,0.35,200.0
1.0,0.3442795072883841,0.0,1.0,0.12,0.42,200.0
1.0,0.3619171078492264,0.0,1.0,0.12,0.49,200.0
1.0,0.3794283761953557,0.0,1.0,0.12,0.56,200.0
1.0,0.3967626130693274,0.0,1.0,0.12,0.63,200.0
1.0,0.4138776107658845,0.0,1.0,0.12,0.7,200.0
1.0,0.43073948738881046,0.0,1.0,0.12,0.77,200.0
1.0,0.4473222253857899,0.0,1.0,0.12,0.84,200.0
1.0,0.4636069943154817,0.0,1.0,0.12,0.91,200.0
1.0,0.4795813368382218,0.0,1.0,0.12,0.98,200.0
1.0,0.4952382889531567,0.0,1.0,0.12,1.05,200.0
1.0,0.29916138776454587,0.0,1.0,0.15,0.0,200.0
1.0,0.3202957898568296,0.0,1.0,0.15,0.07,200.0
1.0,0.34182879444141856,0.0,1.0,0.15,0.14,200.0
1.0,0.36365828938797584,0.0,1.0,0.15,0.21,200.0
1.0,0.3856831221769229,0.0,1.0,0.15,0.28,200.0
1.0,0.4078057547651404,0.0,1.0,0.15,0.35,200.0
1.0,0.4299346035944011,0.0,1.0,0.15,0.42,200.0
1.0,0.45198594923252094,0.0,1.0,0.15,0.49,200.0
1.0,0.4738853410790212,0.0,1.0,0.15,0.56,200.0
1.0,0.49556846812895955,0.0,1.0,0.15,0.63,200.0
1.0,0.35855477942974967,0.0,1.0,0.18,0.0,200.0
1.0,0.383866533231362,0.0,1.0,0.18,0.07,200.0
1.0,0.4096632782421006,0.0,1.0,0.18,0.14,200.0
1.0,0.43582422680924054,0.0,1.0,0.18,0.21,200.0
1.0,0.4622292409291382,0.0,1.0,0.18,0.28,200.0
1.0,0.48876192914097455,0.0,1.0,0.18,0.35,200.0
1.0,0.4177123574059387,0.0,1.0,0.21,0.0,200.0
1.0,0.44717422609050284,0.0,1.0,0.21,0.07,200.0
1.0,0.47721082908892426,0.0,1.0,0.21,0.14,200.0
1.0,0.47659779044864614,0.0,1.0,0.24,0.0,200.0
2.0,0.48951428902805105,0.0,1.0,1.56,2.52,200.0
2.0,0.4700069199638204,0.0,1.0,1.59,2.52,200.0
2.0,0.4493666242197243,0.0,1.0,1.59,2.59,200.0
2.0,0.45849676758568236,0.0,1.0,1.59,2.66,200.0
2.0,0.4977441355257799,0.0,1.0,1.59,2.73,200.0
2.0,0.49378762909387497,0.0,1.0,1.62,2.52,200.0
2.0,0.44085929728761286,0.0,1.0,1.62,2.59,200.0
2.0,0.41200427176101684,0.0,1.0,1.62,2.66,200.0
2.0,0.4146899176194001,0.0,1.0,1.62,2.73,200.0
2.0,0.45048412738692,0.0,1.0,1.62,2.8,200.0
2.0,0.4799935449981607,0.0,1.0,1.65,2.59,200.0
2.0,0.4181019498133729,0.0,1.0,1.65,2.66,200.0
2.0,0.37902299328786704,0.0,1.0,1.65,2.73,200.0
2.0,0.37263829609815424,0.0,1.0,1.65,2.8,200.0
2.0,0.4028391140653369,0.0,1.0,1.65,2.87,200.0
2.0,0.4644685007463849,0.0,1.0,1.65,2.94,200.0
2.0,0.4748461628066565,0.0,1.0,1.68,2.66,200.0
2.0,0.4036181137661963,0.0,1.0,1.68,2.73,200.0
2.0,0.3525680537353626,0.0,1.0,1.68,2.8,200.0
2.0,0.3339776433885753,0.0,1.0,1.68,2.87,200.0
2.0,0.3555853744705928,0.0,1.0,1.68,2.94,200.0
2.0,0.4132475346080824,0.0,1.0,1.68,3.01,200.0
2.0,0.4962385793721644,0.0,1.0,1.68,3.08,200.0
2.0,0.4793570841141097,0.0,1.0,1.71,2.73,200.0
2.0,0.3991865034855113,0.0,1.0,1.71,2.8,200.0
2.0,0.33524245216881,0.0,1.0,1.71,2.87,200.0
2.0,0.3012115180070367,0.0,1.0,1.71,2.94,200.0
2.0,0.3100910611237726,0.0,1.0,1.71,3.01,200.0
2.0,0.36111519425020333,0.0,1.0,1.71,3.08,200.0
2.0,0.4417584084624462,0.0,1.0,1.71,3.15,200.0
2.0,0.4940222983736593,0.0,1.0,1.74,2.8,200.0
2.0,0.40606761278245074,0.0,1.0,1.74,2.87,200.0
2.0,0.3296580181171258,0.0,1.0,1.74,2.94,200.0
2.0,0.2778596159595672,0.0,1.0,1.74,3.01,200.0
2.0,0.2687669553859102,0.0,1.0,1.74,3.08,200.0
2.0,0.30897178308291195,0.0,1.0,1.74,3.15,200.0
2.0,0.38540636177279275,0.0,1.0,1.74,3.22,200.0
2.0,0.48275827242184377,0.0,1.0,1.74,3.29,200.0
2.0,0.42467019405190776,0.0,1.0,1.77,2.94,200.0
2.0,0.33763305077063066,0.0,1.0,1.77,3.01,200.0
2.0,0.2680078454730914,0.0,1.0,1.77,3.08,200.0
2.0,0.23571521077429125,0.0,1.0,1.77,3.15,200.0
2.0,0.2585886040618277,0.0,1.0,1.77,3.22,200.0
2.0,0.3276720777659641,0.0,1.0,1.77,3.29,200.0
2.0,0.42265315586670305,0.0,1.0,1.77,3.36,200.0
2.0,0.4545177682927495,0.0,1.0,1.8,3.01,200.0
2.0,0.3595124135975265,0.0,1.0,1.8,3.08,200.0
2.0,0.27480660679678337,0.0,1.0,1.8,3.15,200.0
2.0,0.21700070124769866,0.0,1.0,1.8,3.22,200.0
2.0,0.21355916305912004,0.0,1.0,1.8,3.29,200.0
2.0,0.26957539877026804,0.0,1.0,1.8,3.36,200.0
2.0,0.3603166990614515,0.0,1.0,1.8,3.43,200.0
2.0,0.46752492492208475,0.0,1.0,1.8,3.5,200.0
2.0,0.4945225057988498,0.0,1.0,1.83,3.08,200.0
2.0,0.3942027945914699,0.0,1.0,1.83,3.15,200.0
2.0,0.29877934312305854,0.0,1.0,1.83,3.22,200.0
2.0,0.21873127706479423,0.0,1.0,1.83,3.29,200.0
2.0,0.1809487021237608,0.0,1.0,1.83,3.36,200.0
2.0,0.21340595566115894,0.0,1.0,1.83,3.43,200.0
2.0,0.2962606899456173,0.0,1.0,1.83,3.5,200.0
2.0,0.4011336774372598,0.0,1.0,1.83,3.57,200.0
2.0,0.43984433020156466,0.0,1.0,1.86,3.22,200.0
2.0,0.33784294043573304,0.0,1.0,1.86,3.29,200.0
2.0,0.24272664873024574,0.0,1.0,1.86,3.36,200.0
2.0,0.17146752544306487,0.0,1.0,1.86,3.43,200.0
2.0,0.16476710730809785,0.0,1.0,1.86,3.5,200.0
2.0,0.2316597368414648,0.0,1.0,1.86,3.57,200.0
2.0,0.3322917930191007,0.0,1.0,1.86,3.64,200.0
2.0,0.4458931258947523,0.0,1.0,1.86,3.71,200.0
2.0,0.49451126939250933,0.0,1.0,1.89,3.29,200.0
2.0,0.38890626541946993,0.0,1.0,1.89,3.36,200.0
2.0,0.2854213157702592,0.0,1.0,1.89,3.43,200.0
2.0,0.19177230142071444,0.0,1.0,1.89,3.5,200.0
2.0,0.13681613843645124,0.0,1.0,1.89,3.57,200.0
2.0,0.16965227262066307,0.0,1.0,1.89,3.64,200.0
2.0,0.2615558399295299,0.0,1.0,1.89,3.71,200.0
2.0,0.3728383134251114,0.0,1.0,1.89,3.78,200.0
2.0,0.49186501553032613,0.0,1.0,1.89,3.85,200.0
2.0,0.4492054990810477,0.0,1.0,1.92,3.43,200.0
2.0,0.3416293389923446,0.0,1.0,1.92,3.5,200.0
2.0,0.23690453134781464,0.0,1.0,1.92,3.57,200.0
2.0,0.1467771610734392,0.0,1.0,1.92,3.64,200.0
2.0,0.12017791561884827,0.0,1.0,1.92,3.71,200.0
2.0,0.19039303092026216,0.0,1.0,1.92,3.78,200.0
2.0,0.2972351227872423,0.0,1.0,1.92,3.85,200.0
2.0,0.4148293877157485,0.0,1.0,1.92,3.92,200.0
2.0,0.407347260885528,0.0,1.0,1.95,3.57,200.0
2.0,0.29791971865446065,0.0,1.0,1.95,3.64,200.0
2.0,0.19227683602487744,0.0,1.0,1.95,3.71,200.0
2.0,0.10968136088899705,0.0,1.0,1.95,3.78,200.0
2.0,0.12388113868939143,0.0,1.0,1.95,3.85,200.0
2.0,0.2197473587504657,0.0,1.0,1.95,3.92,200.0
2.0,0.3349402122223122,0.0,1.0,1.95,3.99,200.0
2.0,0.4564242154638638,0.0,1.0,1.95,4.06,200.0
2.0,0.4800685120730517,0.0,1.0,1.98,3.64,200.0
2.0,0.3688406443831642,0.0,1.0,1.98,3.71,200.0
2.0,0.25768447897941194,0.0,1.0,1.98,3.78,200.0
2.0,0.15158464893042023,0.0,1.0,1.98,3.85,200.0
2.0,0.08466604157728774,0.0,1.0,1.98,3.92,200.0
2.0,0.14256826918629706,0.0,1.0,1.98,3.99,200.0
2.0,0.25251294504416144,0.0,1.0,1.98,4.06,200.0
2.0,0.3724964468273839,0.0,1.0,1.98,4.13,200.0
2.0,0.49652301100310225,0.0,1.0,1.98,4.2,200.0
2.0,0.4465517184834855,0.0,1.0,2.01,3.78,200.0
2.0,0.33360183566126267,0.0,1.0,2.01,3.85,200.0
2.0,0.22084134498575203,0.0,1.0,2.01,3.92,200.0
2.0,0.11501875043610355,0.0,1.0,2.01,3.99,200.0
2.0,0.07747805797799501,0.0,1.0,2.01,4.06,200.0
2.0,0.1684911425318596,0.0,1.0,2.01,4.13,200.0
2.0,0.28574166671627665,0.0,1.0,2.01,4.2,200.0
2.0,0.4086603915378859,0.0,1.0,2.01,4.27,200.0
2.0,0.41610131049535326,0.0,1.0,2.04,3.92,200.0
2.0,0.3015646315740419,0.0,1.0,2.04,3.99,200.0
2.0,0.187323526663004,0.0,1.0,2.04,4.06,200.0
2.0,0.08311871806003168,0.0,1.0,2.04,4.13,200.0
2.0,0.08763499441470302,0.0,1.0,2.04,4.2,200.0
2.0,0.19659379880832972,0.0,1.0,2.04,4.27,200.0
2.0,0.3178462617924289,0.0,1.0,2.04,4.34,200.0
2.0,0.44270421265492743,0.0,1.0,2.04,4.41,200.0
2.0,0.3886729863299543,0.0,1.0,2.07,4.06,200.0
2.0,0.2726819906683531,0.0,1.0,2.07,4.13,200.0
2.0,0.15708095816655998,0.0,1.0,2.07,4.2,200.0
2.0,0.05737162179763544,0.0,1.0,2.07,4.27,200.0
2.0,0.10694875360487544,0.0,1.0,2.07,4.34,200.0
2.0,0.22429982255107817,0.0,1.0,2.07,4.41,200.0
2.0,0.3479534858464177,0.0,1.0,2.07,4.48,200.0
2.0,0.4741864752629503,0.0,1.0,2.07,4.55,200.0
2.0,0.4803838317603031,0.0,1.0,2.1,4.13,200.0
2.0,0.364242171311556,0.0,1.0,2.1,4.2,200.0
2.0,0.24692502002899985,0.0,1.0,2.1,4.27,200.0
2.0,0.13007913175545838,0.0,1.0,2.1,4.34,200.0
2.0,0.04165897365430027,0.0,1.0,2.1,4.41,200.0
2.0,0.12883966684383097,0.0,1.0,2.1,4.48,200.0
2.0,0.25032677426557015,0.0,1.0,2.1,4.55,200.0
2.0,0.3755610714873434,0.0,1.0,2.1,4.62,200.0
2.0,0.4601393252329231,0.0,1.0,2.13,4.27,200.0
2.0,0.34280113157055325,0.0,1.0,2.13,4.34,200.0
2.0,0.2242805365924312,0.0,1.0,2.13,4.41,200.0
2.0,0.1062964223166567,0.0,1.0,2.13,4.48,200.0
2.0,0.04091344302368327,0.0,1.0,2.13,4.55,200.0
2.0,0.1502148651649584,0.0,1.0,2.13,4.62,200.0
2.0,0.27400365526247583,0.0,1.0,2.13,4.69,200.0
2.0,0.40036551485519567,0.0,1.0,2.13,4.76,200.0
2.0,0.4427702407655687,0.0,1.0,2.16,4.41,200.0
2.0,0.3243554768085488,0.0,1.0,2.16,4.48,200.0
2.0,0.20474802015440474,0.0,1.0,2.16,4.55,200.0
2.0,0.08572044890793862,0.0,1.0,2.16,4.62,200.0
2.0,0.0510941585882172,0.0,1.0,2.16,4.69,200.0
2.0,0.16972085959638505,0.0,1.0,2.16,4.76,200.0
2.0,0.2949554853282521,0.0,1.0,2.16,4.83,200.0
2.0,0.42217432663971977,0.0,1.0,2.16,4.9,200.0
2.0,0.42830100078903754,0.0,1.0,2.19,4.55,200.0
2.0,0.30892066828691966,0.0,1.0,2.19,4.62,200.0
2.0,0.18833647861787028,0.0,1.0,2.19,4.69,200.0
2.0,0.06834373606983135,0.0,1.0,2.19,4.76,200.0
2.0,0.06416146273999246,0.0,1.0,2.19,4.83,200.0
2.0,0.18671974504492894,0.0,1.0,2.19,4.9,200.0
2.0,0.31295864640761195,0.0,1.0,2.19,4.97,200.0
2.0,0.4408597618476868,0.0,1.0,2.19,5.04,200.0
2.0,0.4167629161614883,0.0,1.0,2.22,4.69,200.0
2.0,0.2965188841664208,0.0,1.0,2.22,4.76,200.0
2.0,0.17506151611181053,0.0,1.0,2.22,4.83,200.0
2.0,0.05415902374011239,0.0,1.0,2.22,4.9,200.0
2.0,0.07634688632198205,0.0,1.0,2.22,4.97,200.0
2.0,0.20088023495078033,0.0,1.0,2.22,5.04,200.0
2.0,0.32787158379094805,0.0,1.0,2.22,5.11,200.0
2.0,0.4563334869025759,0.0,1.0,2.22,5.18,200.0
2.0,0.4081912988577656,0.0,1.0,2.25,4.83,200.0
2.0,0.28717640509315956,0.0,1.0,2.25,4.9,200.0
2.0,0.16494274717083712,0.0,1.0,2.25,4.97,200.0
2.0,0.04315592742092278,0.0,1.0,2.25,5.04,200.0
2.0,0.08630572612534948,0.0,1.0,2.25,5.11,200.0
2.0,0.21201401447312662,0.0,1.0,2.25,5.18,200.0
2.0,0.3395998120695829,0.0,1.0,2.25,5.25,200.0
2.0,0.46853220026209996,0.0,1.0,2.25,5.32,200.0
2.0,0.4026231914402203,0.0,1.0,2.28,4.97,200.0
2.0,0.28092155844186095,0.0,1.0,2.28,5.04,200.0
2.0,0.15800163305314996,0.0,1.0,2.28,5.11,200.0
2.0,0.03532475998871476,0.0,1.0,2.28,5.18,200.0
2.0,0.09350265921251832,0.0,1.0,2.28,5.25,200.0
2.0,0.22000529206767183,0.0,1.0,2.28,5.32,200.0
2.0,0.34807733331120616,0.0,1.0,2.28,5.39,200.0
2.0,0.4774091894605732,0.0,1.0,2.28,5.46,200.0
2.0,0.40009566379333705,0.0,1.0,2.31,5.11,200.0
2.0,0.27778318401954394,0.0,1.0,2.31,5.18,200.0
2.0,0.1542598054633757,0.0,1.0,2.31,5.25,200.0
2.0,0.030677347593751847,0.0,1.0,2.31,5.32,200.0
2.0,0.0976886008712512,0.0,1.0,2.31,5.39,200.0
2.0,0.22477799918212682,0.0,1.0,2.31,5.46,200.0
2.0,0.3532563090731493,0.0,1.0,2.31,5.53,200.0
2.0,0.48292921088310337,0.0,1.0,2.31,5.6,200.0
2.0,0.40064459254647744,0.0,1.0,2.34,5.25,200.0
2.0,0.27778954317799887,0.0,1.0,2.34,5.32,200.0
2.0,0.15373793798231006,0.0,1.0,2.34,5.39,200.0
2.0,0.029277908453270385,0.0,1.0,2.34,5.46,200.0
2.0,0.09873098461337904,0.0,1.0,2.34,5.53,200.0
2.0,0.22627940886622966,0.0,1.0,2.34,5.6,200.0
2.0,0.3551010746318468,0.0,1.0,2.34,5.67,200.0
2.0,0.4850652838305223,0.0,1.0,2.34,5.74,200.0
2.0,0.40430382985222124,0.0,1.0,2.37,5.39,200.0
2.0,0.28096757733310795,0.0,1.0,2.37,5.46,200.0
2.0,0.1564551709717641,0.0,1.0,2.37,5.53,200.0
2.0,0.0312312660050047,0.0,1.0,2.37,5.6,200.0
2.0,0.09655123646842156,0.0,1.0,2.37,5.67,200.0
2.0,0.22447143851640305,0.0,1.0,2.37,5.74,200.0
2.0,0.35358452968065635,0.0,1.0,2.37,5.81,200.0
2.0,0.4837966167350096,0.0,1.0,2.37,5.88,200.0
2.0,0.4111046743098079,0.0,1.0,2.4,5.53,200.0
2.0,0.2873424244087772,0.0,1.0,2.4,5.6,200.0
2.0,0.16242898399942973,0.0,1.0,2.4,5.67,200.0
2.0,0.03660909063544082,0.0,1.0,2.4,5.74,200.0
