cross_n,Δnn,Δ,K,ϵ_1,ϵ_2,N
2.0,0.09109875237475507,0.0,1.0,2.4,5.81,200.0
2.0,0.21932577408785292,0.0,1.0,2.4,5.88,200.0
2.0,0.34868587578896637,0.0,1.0,2.4,5.95,200.0
2.0,0.4791072196113113,0.0,1.0,2.4,6.02,200.0
2.0,0.4210755697908155,0.0,1.0,2.43,5.67,200.0
2.0,0.296937116930696,0.0,1.0,2.43,5.74,200.0
2.0,0.17167530834977285,0.0,1.0,2.43,5.81,200.0
2.0,0.045413784383892875,0.0,1.0,2.43,5.88,200.0
2.0,0.0823389290758314,0.0,1.0,2.43,5.95,200.0
2.0,0.21082099575941626,0.0,1.0,2.43,6.02,200.0
2.0,0.34038914153767763,0.0,1.0,2.43,6.09,200.0
2.0,0.47098494259099866,0.0,1.0,2.43,6.16,200.0
2.0,0.43424197247381713,0.0,1.0,2.46,5.81,200.0
2.0,0.30977240665428596,0.0,1.0,2.46,5.88,200.0
2.0,0.1842086643102867,0.0,1.0,2.46,5.95,200.0
2.0,0.057616134915853934,0.0,1.0,2.46,6.02,200.0
2.0,0.07024723812073574,0.0,1.0,2.46,6.09,200.0
2.0,0.1989407998667545,0.0,1.0,2.46,6.16,200.0
2.0,0.3286821822201311,0.0,1.0,2.46,6.23,200.0
2.0,0.4594207855957855,0.0,1.0,2.46,6.3,200.0
2.0,0.45062633960329634,0.0,1.0,2.49,5.95,200.0
2.0,0.325866680688744,0.0,1.0,2.49,6.02,200.0
2.0,0.2000422002459814,0.0,1.0,2.49,6.09,200.0
2.0,0.07319215459275696,0.0,1.0,2.49,6.16,200.0
2.0,0.05480631090028609,0.0,1.0,2.49,6.23,200.0
2.0,0.18367284590530986,0.0,1.0,2.49,6.3,200.0
2.0,0.313555973926281,0.0,1.0,2.49,6.37,200.0
2.0,0.4444083850805214,0.0,1.0,2.49,6.44,200.0
2.0,0.4702482041552756,0.0,1.0,2.52,6.09,200.0
2.0,0.34523594825537884,0.0,1.0,2.52,6.16,200.0
2.0,0.21918762727894503,0.0,1.0,2.52,6.23,200.0
2.0,0.09213096198541493,0.0,1.0,2.52,6.3,200.0
2.0,0.03600572023173143,0.0,1.0,2.52,6.37,200.0
2.0,0.16500797376601994,0.0,1.0,2.52,6.44,200.0
2.0,0.29500409575676656,0.0,1.0,2.52,6.51,200.0
2.0,0.42594361967275773,0.0,1.0,2.52,6.58,200.0
2.0,0.4931243077409242,0.0,1.0,2.55,6.23,200.0
2.0,0.3678938843220365,0.0,1.0,2.55,6.3,200.0
2.0,0.24165511022716046,0.0,1.0,2.55,6.37,200.0
2.0,0.11443041627245876,0.0,1.0,2.55,6.44,200.0
2.0,0.013860350226924112,0.0,1.0,2.55,6.51,200.0
2.0,0.1429396492983166,0.0,1.0,2.55,6.58,200.0
2.0,0.27302233605795223,0.0,1.0,2.55,6.65,200.0
2.0,0.4040242980414632,0.0,1.0,2.55,6.72,200.0
2.0,0.3938519183722633,0.0,1.0,2.58,6.44,200.0
2.0,0.26745317875656127,0.0,1.0,2.58,6.51,200.0
2.0,0.14009229610373097,0.0,1.0,2.58,6.58,200.0
2.0,0.011835336659537177,0.0,1.0,2.58,6.65,200.0
4.0,0.4835084209138216,0.0,1.0,2.58,6.65,200.0
2.0,0.11746355907640549,0.0,1.0,2.58,6.72,200.0
4.0,0.45493401265992617,0.0,1.0,2.58,6.72,200.0
2.0,0.24760838313670064,0.0,1.0,2.58,6.79,200.0
4.0,0.45305799085205223,0.0,1.0,2.58,6.79,200.0
2.0,0.37864990541984866,0.0,1.0,2.58,6.86,200.0
4.0,0.4786655111894049,0.0,1.0,2.58,6.86,200.0
2.0,0.42311935649744825,0.0,1.0,2.61,6.58,200.0
2.0,0.29658869323702675,0.0,1.0,2.61,6.65,200.0
2.0,0.16911943644874228,0.0,1.0,2.61,6.72,200.0
4.0,0.4639340623680255,0.0,1.0,2.61,6.72,200.0
2.0,0.040734514704418245,0.0,1.0,2.61,6.79,200.0
4.0,0.4117040815750741,0.0,1.0,2.61,6.79,200.0
2.0,0.08857731965053972,0.0,1.0,2.61,6.86,200.0
4.0,0.38408270632026387,0.0,1.0,2.61,6.86,200.0
2.0,0.21876157553549547,0.0,1.0,2.61,6.93,200.0
4.0,0.3870393987962615,0.0,1.0,2.61,6.93,200.0
2.0,0.3498213933019443,0.0,1.0,2.61,7.0,200.0
4.0,0.42056602664385423,0.0,1.0,2.61,7.0,200.0
2.0,0.48173996611652825,0.0,1.0,2.61,7.07,200.0
4.0,0.4788624765049363,0.0,1.0,2.61,7.07,200.0
2.0,0.45570352506317846,0.0,1.0,2.64,6.72,200.0
2.0,0.3290668697781882,0.0,1.0,2.64,6.79,200.0
4.0,0.48211566781685633,0.0,1.0,2.64,6.79,200.0
2.0,0.20151434394477263,0.0,1.0,2.64,6.86,200.0
4.0,0.4084987984548434,0.0,1.0,2.64,6.86,200.0
2.0,0.07306361870743672,0.0,1.0,2.64,6.93,200.0
4.0,0.35181607943310667,0.0,1.0,2.64,6.93,200.0
2.0,0.05628036023539096,0.0,1.0,2.64,7.0,200.0
4.0,0.3220325920108067,0.0,1.0,2.64,7.0,200.0
2.0,0.18648269587744437,0.0,1.0,2.64,7.07,200.0
4.0,0.3274861068167567,0.0,1.0,2.64,7.07,200.0
2.0,0.31754100188656054,0.0,1.0,2.64,7.14,200.0
4.0,0.36743295128055564,0.0,1.0,2.64,7.14,200.0
2.0,0.4494387046569699,0.0,1.0,2.64,7.21,200.0
4.0,0.4331378194405744,0.0,1.0,2.64,7.21,200.0
2.0,0.49160992533735737,0.0,1.0,2.67,6.86,200.0
2.0,0.36489135196932665,0.0,1.0,2.67,6.93,200.0
4.0,0.4483123979815957,0.0,1.0,2.67,6.93,200.0
2.0,0.23727861284801577,0.0,1.0,2.67,7.0,200.0
4.0,0.36879397336611675,0.0,1.0,2.67,7.0,200.0
2.0,0.10878765239078092,0.0,1.0,2.67,7.07,200.0
4.0,0.3047808993448271,0.0,1.0,2.67,7.07,200.0
2.0,0.020575374003335867,0.0,1.0,2.67,7.14,200.0
4.0,0.268813163523717,0.0,1.0,2.67,7.14,200.0
2.0,0.1507737981328603,0.0,1.0,2.67,7.21,200.0
4.0,0.27342830706724897,0.0,1.0,2.67,7.21,200.0
2.0,0.2818121080936322,0.0,1.0,2.67,7.28,200.0
4.0,0.31789893438038064,0.0,1.0,2.67,7.28,200.0
2.0,0.4136714431459936,0.0,1.0,2.67,7.35,200.0
4.0,0.38964398206186246,0.0,1.0,2.67,7.35,200.0
4.0,0.4772120080633897,0.0,1.0,2.67,7.42,200.0
2.0,0.40406431218019634,0.0,1.0,2.7,7.07,200.0
4.0,0.43159403041634903,0.0,1.0,2.7,7.07,200.0
2.0,0.27641272697074726,0.0,1.0,2.7,7.14,200.0
4.0,0.34565278189932513,0.0,1.0,2.7,7.14,200.0
2.0,0.14790260957472157,0.0,1.0,2.7,7.21,200.0
4.0,0.27220368832945496,0.0,1.0,2.7,7.21,200.0
2.0,0.018551679271517685,0.0,1.0,2.7,7.28,200.0
4.0,0.225418601960385,0.0,1.0,2.7,7.28,200.0
2.0,0.11163806338767301,0.0,1.0,2.7,7.35,200.0
4.0,0.22433319396775175,0.0,1.0,2.7,7.35,200.0
2.0,0.24263909406488438,0.0,1.0,2.7,7.42,200.0
4.0,0.270797543751506,0.0,1.0,2.7,7.42,200.0
2.0,0.37444369858484805,0.0,1.0,2.7,7.49,200.0
4.0,0.3471848203431449,0.0,1.0,2.7,7.49,200.0
4.0,0.43892154969014996,0.0,1.0,2.7,7.56,200.0
2.0,0.44658656736416447,0.0,1.0,2.73,7.21,200.0
4.0,0.43085151259992926,0.0,1.0,2.73,7.21,200.0
2.0,0.3189160370278259,0.0,1.0,2.73,7.28,200.0
4.0,0.33908942771466144,0.0,1.0,2.73,7.28,200.0
2.0,0.19040588317677987,0.0,1.0,2.73,7.35,200.0
4.0,0.25581685955880573,0.0,1.0,2.73,7.35,200.0
2.0,0.061070258142216005,0.0,1.0,2.73,7.42,200.0
4.0,0.1942601560192898,0.0,1.0,2.73,7.42,200.0
2.0,0.06907969445579454,0.0,1.0,2.73,7.49,200.0
4.0,0.1805329649057157,0.0,1.0,2.73,7.49,200.0
2.0,0.20002723249073995,0.0,1.0,2.73,7.56,200.0
4.0,0.2252463810719263,0.0,1.0,2.73,7.56,200.0
2.0,0.33176178610273865,0.0,1.0,2.73,7.63,200.0
4.0,0.3047894400723479,0.0,1.0,2.73,7.63,200.0
2.0,0.4642706983049365,0.0,1.0,2.73,7.7,200.0
4.0,0.3997508685021671,0.0,1.0,2.73,7.7,200.0
2.0,0.49245769859443556,0.0,1.0,2.76,7.35,200.0
4.0,0.44407248075170713,0.0,1.0,2.76,7.35,200.0
2.0,0.36478681328565443,0.0,1.0,2.76,7.42,200.0
4.0,0.347816721234679,0.0,1.0,2.76,7.42,200.0
2.0,0.23629435606466842,0.0,1.0,2.76,7.49,200.0
4.0,0.25625302531955896,0.0,1.0,2.76,7.49,200.0
2.0,0.10699361194694035,0.0,1.0,2.76,7.56,200.0
4.0,0.1789298073593315,0.0,1.0,2.76,7.56,200.0
2.0,0.023104120792673655,0.0,1.0,2.76,7.63,200.0
4.0,0.14413362584846112,0.0,1.0,2.76,7.63,200.0
2.0,0.15398258622484207,0.0,1.0,2.76,7.7,200.0
4.0,0.18079333374700468,0.0,1.0,2.76,7.7,200.0
2.0,0.2856327278031898,0.0,1.0,2.76,7.77,200.0
4.0,0.2617095383110666,0.0,1.0,2.76,7.77,200.0
2.0,0.4180418633496146,0.0,1.0,2.76,7.84,200.0
4.0,0.3590643192082581,0.0,1.0,2.76,7.84,200.0
4.0,0.46338081170585355,0.0,1.0,2.76,7.91,200.0
4.0,0.4688104388374015,0.0,1.0,2.79,7.49,200.0
2.0,0.41402232720162147,0.0,1.0,2.79,7.56,200.0
4.0,0.3694836668773931,0.0,1.0,2.79,7.56,200.0
2.0,0.28556413041212636,0.0,1.0,2.79,7.63,200.0
4.0,0.27211375266635685,0.0,1.0,2.79,7.63,200.0
2.0,0.1563142563550386,0.0,1.0,2.79,7.7,200.0
4.0,0.18201549351498159,0.0,1.0,2.79,7.7,200.0
2.0,0.026285418572534525,0.0,1.0,2.79,7.77,200.0
4.0,0.12053188446825658,0.0,1.0,2.79,7.77,200.0
2.0,0.10451192132155995,0.0,1.0,2.79,7.84,200.0
4.0,0.13781651420715235,0.0,1.0,2.79,7.84,200.0
2.0,0.23606417200836916,0.0,1.0,2.79,7.91,200.0
4.0,0.21742070256279789,0.0,1.0,2.79,7.91,200.0
2.0,0.3683607440973802,0.0,1.0,2.79,7.98,200.0
4.0,0.3163876873906162,0.0,1.0,2.79,7.98,200.0
4.0,0.42215102637143787,0.0,1.0,2.79,8.05,200.0
2.0,0.46661894098605217,0.0,1.0,2.82,7.7,200.0
4.0,0.4014418506893378,0.0,1.0,2.82,7.7,200.0
2.0,0.33821052340113056,0.0,1.0,2.82,7.77,200.0
4.0,0.3005080686357928,0.0,1.0,2.82,7.77,200.0
2.0,0.2090263233580174,0.0,1.0,2.82,7.84,200.0
4.0,0.20236910059561097,0.0,1.0,2.82,7.84,200.0
2.0,0.07907821282104521,0.0,1.0,2.82,7.91,200.0
4.0,0.11773801176038035,0.0,1.0,2.82,7.91,200.0
2.0,0.05162264440052411,0.0,1.0,2.82,7.98,200.0
4.0,0.09892368173080257,0.0,1.0,2.82,7.98,200.0
2.0,0.1830643215187635,0.0,1.0,2.82,8.05,200.0
4.0,0.17166565469473483,0.0,1.0,2.82,8.05,200.0
2.0,0.3152363176253843,0.0,1.0,2.82,8.12,200.0
4.0,0.271380410795409,0.0,1.0,2.82,8.12,200.0
2.0,0.44812785960178303,0.0,1.0,2.82,8.19,200.0
4.0,0.3782146849327148,0.0,1.0,2.82,8.19,200.0
4.0,0.488243767633584,0.0,1.0,2.82,8.26,200.0
4.0,0.44139536318906636,0.0,1.0,2.85,7.84,200.0
2.0,0.394228122109773,0.0,1.0,2.85,7.91,200.0
4.0,0.3384031977860431,0.0,1.0,2.85,7.91,200.0
2.0,0.2651234611056381,0.0,1.0,2.85,7.98,200.0
4.0,0.23595852879855528,0.0,1.0,2.85,7.98,200.0
2.0,0.13526958721990212,0.0,1.0,2.85,8.05,200.0
4.0,0.13809120015130816,0.0,1.0,2.85,8.05,200.0
2.0,0.004678471347894231,0.0,1.0,2.85,8.12,200.0
4.0,0.07379090336257121,0.0,1.0,2.85,8.12,200.0
2.0,0.12664186998357252,0.0,1.0,2.85,8.19,200.0
4.0,0.12467529694638557,0.0,1.0,2.85,8.19,200.0
2.0,0.25867799478964315,0.0,1.0,2.85,8.26,200.0
4.0,0.2238188432731434,0.0,1.0,2.85,8.26,200.0
2.0,0.391420622685402,0.0,1.0,2.85,8.33,200.0
4.0,0.33138569442287036,0.0,1.0,2.85,8.33,200.0
4.0,0.4420594996355476,0.0,1.0,2.85,8.4,200.0
4.0,0.4876418168954686,0.0,1.0,2.88,7.98,200.0
2.0,0.4536108508314314,0.0,1.0,2.88,8.05,200.0
4.0,0.38344997541656767,0.0,1.0,2.88,8.05,200.0
2.0,0.32459875316315134,0.0,1.0,2.88,8.12,200.0
4.0,0.2788182797184575,0.0,1.0,2.88,8.12,200.0
2.0,0.1948515330992393,0.0,1.0,2.88,8.19,200.0
4.0,0.17511658910562744,0.0,1.0,2.88,8.19,200.0
2.0,0.06437987103354459,0.0,1.0,2.88,8.26,200.0
4.0,0.0809647859615481,0.0,1.0,2.88,8.26,200.0
2.0,0.06680594752199909,0.0,1.0,2.88,8.33,200.0
4.0,0.07835610613535948,0.0,1.0,2.88,8.33,200.0
2.0,0.1986955680895761,0.0,1.0,2.88,8.4,200.0
4.0,0.17360689101590054,0.0,1.0,2.88,8.4,200.0
2.0,0.33127919220719093,0.0,1.0,2.88,8.47,200.0
4.0,0.28153779142201074,0.0,1.0,2.88,8.47,200.0
2.0,0.4645471196588886,0.0,1.0,2.88,8.54,200.0
4.0,0.3926962517991157,0.0,1.0,2.88,8.54,200.0
4.0,0.4340886259779282,0.0,1.0,2.91,8.19,200.0
2.0,0.38744475544298496,0.0,1.0,2.91,8.26,200.0
4.0,0.32830539720839624,0.0,1.0,2.91,8.26,200.0
2.0,0.2578158500914185,0.0,1.0,2.91,8.33,200.0
4.0,0.22215076592305394,0.0,1.0,2.91,8.33,200.0
2.0,0.12747559165728717,0.0,1.0,2.91,8.4,200.0
4.0,0.1177526024512403,0.0,1.0,2.91,8.4,200.0
2.0,0.003566386906904029,0.0,1.0,2.91,8.47,200.0
4.0,0.045277225746264804,0.0,1.0,2.91,8.47,200.0
2.0,0.13529916506685424,0.0,1.0,2.91,8.54,200.0
4.0,0.12088802381498454,0.0,1.0,2.91,8.54,200.0
2.0,0.2677142826025545,0.0,1.0,2.91,8.61,200.0
4.0,0.22859537043282785,0.0,1.0,2.91,8.61,200.0
2.0,0.40080204386925544,0.0,1.0,2.91,8.68,200.0
4.0,0.3400928191134227,0.0,1.0,2.91,8.68,200.0
4.0,0.4533344118169822,0.0,1.0,2.91,8.75,200.0
4.0,0.48935685751786906,0.0,1.0,2.94,8.33,200.0
2.0,0.45365354769611343,0.0,1.0,2.94,8.4,200.0
4.0,0.3829041986944475,0.0,1.0,2.94,8.4,200.0
2.0,0.32415393555918826,0.0,1.0,2.94,8.47,200.0
4.0,0.27563054542869025,0.0,1.0,2.94,8.47,200.0
2.0,0.19395553652415742,0.0,1.0,2.94,8.54,200.0
4.0,0.16811221959948597,0.0,1.0,2.94,8.54,200.0
2.0,0.06306802016296587,0.0,1.0,2.94,8.61,200.0
4.0,0.06476261388307591,0.0,1.0,2.94,8.61,200.0
2.0,0.06849920732084769,0.0,1.0,2.94,8.68,200.0
4.0,0.06684315248864436,0.0,1.0,2.94,8.68,200.0
2.0,0.20073686100639065,0.0,1.0,2.94,8.75,200.0
4.0,0.17254024951218128,0.0,1.0,2.94,8.75,200.0
2.0,0.33363595662630274,0.0,1.0,2.94,8.82,200.0
4.0,0.28421196104733326,0.0,1.0,2.94,8.82,200.0
2.0,0.4671876727237887,0.0,1.0,2.94,8.89,200.0
4.0,0.39768314628369694,0.0,1.0,2.94,8.89,200.0
4.0,0.44178363873793813,0.0,1.0,2.97,8.54,200.0
2.0,0.3938568127122011,0.0,1.0,2.97,8.61,200.0
4.0,0.3339180854546271,0.0,1.0,2.97,8.61,200.0
2.0,0.2638101179118877,0.0,1.0,2.97,8.68,200.0
4.0,0.2252642413590138,0.0,1.0,2.97,8.68,200.0
2.0,0.13308602526551994,0.0,1.0,2.97,8.75,200.0
4.0,0.11661336575592429,0.0,1.0,2.97,8.75,200.0
2.0,0.001693870289933841,0.0,1.0,2.97,8.82,200.0
4.0,0.027416756978311696,0.0,1.0,2.97,8.82,200.0
2.0,0.13035811299634048,0.0,1.0,2.97,8.89,200.0
4.0,0.11348144307068253,0.0,1.0,2.97,8.89,200.0
2.0,0.26306052713675143,0.0,1.0,2.97,8.96,200.0
4.0,0.225037459860971,0.0,1.0,2.97,8.96,200.0
2.0,0.3964050830514054,0.0,1.0,2.97,9.03,200.0
4.0,0.3386688319666149,0.0,1.0,2.97,9.03,200.0
4.0,0.45352535976108754,0.0,1.0,2.97,9.1,200.0
2.0,0.4669151707084964,0.0,1.0,3.0,8.75,200.0
4.0,0.3962524076903833,0.0,1.0,3.0,8.75,200.0
2.0,0.33702946600131867,0.0,1.0,3.0,8.82,200.0
4.0,0.28707566207188506,0.0,1.0,3.0,8.82,200.0
2.0,0.20647763127995233,0.0,1.0,3.0,8.89,200.0
4.0,0.17715476264001495,0.0,1.0,3.0,8.89,200.0
2.0,0.07526847151085292,0.0,1.0,3.0,8.96,200.0
4.0,0.06785338272310071,0.0,1.0,3.0,8.96,200.0
2.0,0.05658941228053749,0.0,1.0,3.0,9.03,200.0
4.0,0.0523091528442734,0.0,1.0,3.0,9.03,200.0
2.0,0.18908758024524275,0.0,1.0,3.0,9.1,200.0
4.0,0.16258111178728996,0.0,1.0,3.0,9.1,200.0
2.0,0.3222178020873514,0.0,1.0,3.0,9.17,200.0
4.0,0.27628810079023935,0.0,1.0,3.0,9.17,200.0
2.0,0.4559720109773622,0.0,1.0,3.0,9.24,200.0
4.0,0.39124872078598116,0.0,1.0,3.0,9.24,200.0
4.0,0.4622624689091168,0.0,1.0,3.03,8.89,200.0
2.0,0.4136034543904259,0.0,1.0,3.03,8.96,200.0
4.0,0.3527818561241105,0.0,1.0,3.03,8.96,200.0
2.0,0.28323221382721897,0.0,1.0,3.03,9.03,200.0
4.0,0.24239217636002763,0.0,1.0,3.03,9.03,200.0
2.0,0.15221419192900498,0.0,1.0,3.03,9.1,200.0
4.0,0.13132047966827542,0.0,1.0,3.03,9.1,200.0
2.0,0.020557719117675788,0.0,1.0,3.03,9.17,200.0
4.0,0.024069699747897744,0.0,1.0,3.03,9.17,200.0
2.0,0.11172907123903997,0.0,1.0,3.03,9.24,200.0
4.0,0.09694044388139389,0.0,1.0,3.03,9.24,200.0
2.0,0.24463818614583488,0.0,1.0,3.03,9.31,200.0
4.0,0.21054673920910716,0.0,1.0,3.03,9.31,200.0
2.0,0.37816182479593863,0.0,1.0,3.03,9.38,200.0
4.0,0.32557267907091614,0.0,1.0,3.03,9.38,200.0
4.0,0.44160122795472034,0.0,1.0,3.03,9.45,200.0
2.0,0.4935217313677356,0.0,1.0,3.06,9.1,200.0
4.0,0.42206554225838033,0.0,1.0,3.06,9.1,200.0
2.0,0.36333895924231285,0.0,1.0,3.06,9.17,200.0
4.0,0.31143277383394263,0.0,1.0,3.06,9.17,200.0
2.0,0.23251955993818285,0.0,1.0,3.06,9.24,200.0
4.0,0.1999225668039628,0.0,1.0,3.06,9.24,200.0
2.0,0.1010715906880364,0.0,1.0,3.06,9.31,200.0
4.0,0.08783236412472206,0.0,1.0,3.06,9.31,200.0
2.0,0.030997063790835,0.0,1.0,3.06,9.38,200.0
4.0,0.02925810854283384,0.0,1.0,3.06,9.38,200.0
2.0,0.16367867374106027,0.0,1.0,3.06,9.45,200.0
4.0,0.14146739127440355,0.0,1.0,3.06,9.45,200.0
2.0,0.29696568071651086,0.0,1.0,3.06,9.52,200.0
4.0,0.2565062926028503,0.0,1.0,3.06,9.52,200.0
2.0,0.4308506748651979,0.0,1.0,3.06,9.59,200.0
4.0,0.3725643766844655,0.0,1.0,3.06,9.59,200.0
4.0,0.48952131718706937,0.0,1.0,3.06,9.66,200.0
4.0,0.4947790193114514,0.0,1.0,3.09,9.24,200.0
2.0,0.4467868879725927,0.0,1.0,3.09,9.31,200.0
4.0,0.38398675416097205,0.0,1.0,3.09,9.31,200.0
2.0,0.31617318468379096,0.0,1.0,3.09,9.38,200.0
4.0,0.27228728759118326,0.0,1.0,3.09,9.38,200.0
2.0,0.18494044064075865,0.0,1.0,3.09,9.45,200.0
4.0,0.1597423453175253,0.0,1.0,3.09,9.45,200.0
2.0,0.053096296124962805,0.0,1.0,3.09,9.52,200.0
4.0,0.04685740166626573,0.0,1.0,3.09,9.52,200.0
2.0,0.07935176711673364,0.0,1.0,3.09,9.59,200.0
4.0,0.06915928546312244,0.0,1.0,3.09,9.59,200.0
2.0,0.2123964153429938,0.0,1.0,3.09,9.66,200.0
4.0,0.18406332159216277,0.0,1.0,3.09,9.66,200.0
2.0,0.3460304663743301,0.0,1.0,3.09,9.73,200.0
4.0,0.3001252538707888,0.0,1.0,3.09,9.73,200.0
2.0,0.48024688014982075,0.0,1.0,3.09,9.8,200.0
4.0,0.41707628780713435,0.0,1.0,3.09,9.8,200.0
4.0,0.45993564919506014,0.0,1.0,3.12,9.45,200.0
2.0,0.40316356010063714,0.0,1.0,3.12,9.52,200.0
4.0,0.3481236439698421,0.0,1.0,3.12,9.52,200.0
2.0,0.2721523935715737,0.0,1.0,3.12,9.59,200.0
4.0,0.235436176473101,0.0,1.0,3.12,9.59,200.0
2.0,0.14053878353229265,0.0,1.0,3.12,9.66,200.0
4.0,0.1219360066161812,0.0,1.0,3.12,9.66,200.0
2.0,0.008329986802564804,0.0,1.0,3.12,9.73,200.0
4.0,0.01014031441034291,0.0,1.0,3.12,9.73,200.0
2.0,0.12446689177046721,0.0,1.0,3.12,9.8,200.0
4.0,0.10827219636850316,0.0,1.0,3.12,9.8,200.0
2.0,0.25784487746302887,0.0,1.0,3.12,9.87,200.0
4.0,0.22429742246279716,0.0,1.0,3.12,9.87,200.0
2.0,0.39179714029788215,0.0,1.0,3.12,9.94,200.0
4.0,0.3412253293033416,0.0,1.0,3.12,9.94,200.0
2.0,0.49347908423924025,0.0,1.0,3.15,9.66,200.0
4.0,0.4273326312128063,0.0,1.0,3.15,9.66,200.0
2.0,0.36269550434190023,0.0,1.0,3.15,9.73,200.0
4.0,0.31457473080624254,0.0,1.0,3.15,9.73,200.0
2.0,0.23131813049280936,0.0,1.0,3.15,9.8,200.0
4.0,0.2009714111299985,0.0,1.0,3.15,9.8,200.0
2.0,0.09935400063673683,0.0,1.0,3.15,9.87,200.0
4.0,0.08659071839170451,0.0,1.0,3.15,9.87,200.0
2.0,0.033189986191771936,0.0,1.0,3.15,9.94,200.0
4.0,0.029362349820758027,0.0,1.0,3.15,9.94,200.0
2.0,0.4565577710395985,0.0,1.0,3.18,9.87,200.0
4.0,0.3970711229225259,0.0,1.0,3.18,9.87,200.0
2.0,0.3254220283563143,0.0,1.0,3.18,9.94,200.0
4.0,0.2834350853919716,0.0,1.0,3.18,9.94,200.0
3.0,0.4762195094640447,0.0,1.0,4.26,4.55,200.0
3.0,0.4951412378337139,0.0,1.0,4.29,4.55,200.0
3.0,0.44266234064737375,0.0,1.0,4.29,4.62,200.0
3.0,0.48429686830944974,0.0,1.0,4.29,4.69,200.0
3.0,0.4570593196773842,0.0,1.0,4.32,4.62,200.0
3.0,0.4120445256793417,0.0,1.0,4.32,4.69,200.0
3.0,0.46866961223895487,0.0,1.0,4.32,4.76,200.0
3.0,0.42129150204269905,0.0,1.0,4.35,4.69,200.0
3.0,0.38432858002060044,0.0,1.0,4.35,4.76,200.0
3.0,0.45613647939345725,0.0,1.0,4.35,4.83,200.0
3.0,0.38779860189467286,0.0,1.0,4.38,4.76,200.0
3.0,0.3594424167943302,0.0,1.0,4.38,4.83,200.0
3.0,0.44635449631597623,0.0,1.0,4.38,4.9,200.0
3.0,0.4772709867519893,0.0,1.0,4.41,4.76,200.0
3.0,0.3565299928477117,0.0,1.0,4.41,4.83,200.0
3.0,0.33727504672688724,0.0,1.0,4.41,4.9,200.0
3.0,0.43893912136228863,0.0,1.0,4.41,4.97,200.0
3.0,0.44933428888629123,0.0,1.0,4.44,4.83,200.0
3.0,0.32742489711408496,0.0,1.0,4.44,4.9,200.0
3.0,0.3176735220407423,0.0,1.0,4.44,4.97,200.0
3.0,0.43348308380686973,0.0,1.0,4.44,5.04,200.0
3.0,0.4238920208210146,0.0,1.0,4.47,4.9,200.0
3.0,0.3004140100101509,0.0,1.0,4.47,4.97,200.0
3.0,0.3004421294850701,0.0,1.0,4.47,5.04,200.0
3.0,0.4295750002386285,0.0,1.0,4.47,5.11,200.0
3.0,0.4009437699862275,0.0,1.0,4.5,4.97,200.0
3.0,0.27542161295225753,0.0,1.0,4.5,5.04,200.0
3.0,0.28534467194180735,0.0,1.0,4.5,5.11,200.0
3.0,0.4268154901779724,0.0,1.0,4.5,5.18,200.0
3.0,0.3804892220888405,0.0,1.0,4.53,5.04,200.0
3.0,0.25236839049992454,0.0,1.0,4.53,5.11,200.0
3.0,0.2721102028824589,0.0,1.0,4.53,5.18,200.0
3.0,0.4248294218573463,0.0,1.0,4.53,5.25,200.0
3.0,0.3625281648139662,0.0,1.0,4.56,5.11,200.0
3.0,0.23117523101298332,0.0,1.0,4.56,5.18,200.0
3.0,0.26044188858416106,0.0,1.0,4.56,5.25,200.0
3.0,0.42327389512768576,0.0,1.0,4.56,5.32,200.0
3.0,0.3470597664468471,0.0,1.0,4.59,5.18,200.0
3.0,0.21176835072828482,0.0,1.0,4.59,5.25,200.0
3.0,0.2500279903522511,0.0,1.0,4.59,5.32,200.0
3.0,0.42184232140075295,0.0,1.0,4.59,5.39,200.0
3.0,0.33408110886480813,0.0,1.0,4.62,5.25,200.0
3.0,0.19408611841701173,0.0,1.0,4.62,5.32,200.0
3.0,0.2405535306082669,0.0,1.0,4.62,5.39,200.0
3.0,0.4202653807896439,0.0,1.0,4.62,5.46,200.0
3.0,0.32358508682646203,0.0,1.0,4.65,5.32,200.0
3.0,0.17808792822564357,0.0,1.0,4.65,5.39,200.0
3.0,0.23171117583226675,0.0,1.0,4.65,5.46,200.0
3.0,0.418309759473523,0.0,1.0,4.65,5.53,200.0
3.0,0.31555794951125904,0.0,1.0,4.68,5.39,200.0
3.0,0.16376527511598482,0.0,1.0,4.68,5.46,200.0
3.0,0.22321020527917312,0.0,1.0,4.68,5.53,200.0
3.0,0.4157754970807943,0.0,1.0,4.68,5.6,200.0
3.0,0.3099769136931201,0.0,1.0,4.71,5.46,200.0
3.0,0.15115463732268353,0.0,1.0,4.71,5.53,200.0
3.0,0.21478297016752634,0.0,1.0,4.71,5.6,200.0
3.0,0.41249260736108084,0.0,1.0,4.71,5.67,200.0
3.0,0.3068083597466824,0.0,1.0,4.74,5.53,200.0
3.0,0.14035054062521368,0.0,1.0,4.74,5.6,200.0
3.0,0.2061887851511699,0.0,1.0,4.74,5.67,200.0
3.0,0.4083174493703794,0.0,1.0,4.74,5.74,200.0
3.0,0.3060070764124063,0.0,1.0,4.77,5.6,200.0
3.0,0.1315149174172987,0.0,1.0,4.77,5.67,200.0
3.0,0.1972155950576422,0.0,1.0,4.77,5.74,200.0
3.0,0.40312916130510246,0.0,1.0,4.77,5.81,200.0
