E_n,ϵ_2_by_K,N
5.401596210393102,5.7,40.0
15.248879099720071,5.7,40.0
26.766840259121913,5.7,40.0
40.52025954251738,5.7,40.0
56.352644604136046,5.7,40.0
74.23506423375301,5.7,40.0
94.14912972574837,5.7,40.0
116.08437474735025,5.7,40.0
140.03435338675735,5.7,40.0
165.99490780232372,5.7,40.0
193.9632531890503,5.7,40.0
223.93746566800132,5.7,40.0
255.91618086537022,5.7,40.0
289.8984092783235,5.7,40.0
325.8834187567798,5.7,40.0
363.8706605369229,5.7,40.0
403.8597101673558,5.7,40.0
445.85028434334265,5.7,40.0
489.8420559282525,5.7,40.0
535.8355868760085,5.7,40.0
583.8294148774037,5.7,40.0
633.8348866477696,5.7,40.0
685.8320698845492,5.7,40.0
739.9568477630975,5.7,40.0
795.972668058261,5.7,40.0
855.048321770856,5.7,40.0
915.1708306391292,5.7,40.0
983.0601275214248,5.7,40.0
1047.593079394811,5.7,40.0
1134.3271558087395,5.7,40.0
1203.9263265147397,5.7,40.0
1326.7522861982186,5.7,40.0
1402.4704314887895,5.7,40.0
1596.6395713441023,5.7,40.0
1680.2958625554431,5.7,40.0
-33.685192731545314,5.8,40.0
-33.685101494642375,5.8,40.0
-12.807453493200978,5.8,40.0
-12.671663997207975,5.8,40.0
0.40805363926172333,5.8,40.0
4.899240924603006,5.8,40.0
14.780826889721332,5.8,40.0
26.25594607580139,5.8,40.0
39.993911101868,5.8,40.0
55.81540838708704,5.8,40.0
73.69032488556368,5.8,40.0
93.59894052714532,5.8,40.0
115.5300940591896,5.8,40.0
139.47691898098392,5.8,40.0
165.43498970702555,5.8,40.0
193.40134356438688,5.8,40.0
223.3739344476067,5.8,40.0
255.35131160399948,5.8,40.0
289.33242307360155,5.8,40.0
325.3164904827617,5.8,40.0
363.302931197255,5.8,40.0
403.29129290678134,5.8,40.0
445.28128625993685,5.8,40.0
489.27254355017254,5.8,40.0
535.2658342070862,5.8,40.0
583.2593065109767,5.8,40.0
633.2670425424739,5.8,40.0
685.2643334551292,5.8,40.0
739.4128645719647,5.8,40.0
795.4313613626396,5.8,40.0
854.6526292493901,5.8,40.0
914.7880551366906,5.8,40.0
983.1931985074231,5.8,40.0
1047.7629288660548,5.8,40.0
1135.5551887739664,5.8,40.0
1205.2245637674641,5.8,40.0
1329.5694364403305,5.8,40.0
1405.3927790047617,5.8,40.0
1601.6008122789583,5.8,40.0
1685.4008647765331,5.8,40.0
-34.854381949686065,5.9,40.0
-34.85430664784773,5.9,40.0
-13.56134568180428,5.9,40.0
-13.44285108437003,5.9,40.0
0.09590150437463052,5.9,40.0
4.386776899612066,5.9,40.0
14.31000315473284,5.9,40.0
25.738135292739145,5.9,40.0
39.45999098794665,5.9,40.0
55.27001909125993,5.9,40.0
73.13705536747571,5.9,40.0
93.0399513978249,5.9,40.0
114.96681302117702,5.9,40.0
138.9103307314336,5.9,40.0
164.86579738562537,5.9,40.0
192.83006345208014,5.9,40.0
222.8009545072434,5.9,40.0
254.77692915427892,5.9,40.0
288.7568699296333,5.9,40.0
324.7399499560466,5.9,40.0
362.725551336343,5.9,40.0
402.71319212193094,5.9,40.0
444.70258035383,5.9,40.0
488.6932993689405,5.9,40.0
534.6863821230241,5.9,40.0
582.679488581236,5.9,40.0
632.690006608,5.9,40.0
684.6874580766356,5.9,40.0
738.8633867121282,5.9,40.0
794.8848811821384,5.9,40.0
854.2659694955828,5.9,40.0
914.4152159762083,5.9,40.0
983.3601416806264,5.9,40.0
1047.9679717972317,5.9,40.0
1136.8293512928553,5.9,40.0
1206.5699803609027,5.9,40.0
1332.4253203530377,5.9,40.0
1408.3544919854653,5.9,40.0
1606.5842626774534,5.9,40.0
1690.5284114466535,5.9,40.0
-36.04360068395776,6.0,40.0
-36.04353854204255,6.0,40.0
-14.33661949214741,6.0,40.0
-14.233371048431884,6.0,40.0
-0.22564819625270616,6.0,40.0
3.8639175623217596,6.0,40.0
13.836907291357804,6.0,40.0
25.21349412878535,6.0,40.0
38.91859175938941,6.0,40.0
54.71654116843094,6.0,40.0
72.57530596896385,6.0,40.0
92.47220282875017,6.0,40.0
114.39456507639895,6.0,40.0
138.33461679058954,6.0,40.0
164.28735489650484,6.0,40.0
192.24943366665707,6.0,40.0
222.21854404247284,6.0,40.0
254.1930495633647,6.0,40.0
288.1717641140908,6.0,40.0
324.15380994450055,6.0,40.0
362.13853253926027,6.0,40.0
402.1254183250446,6.0,40.0
444.1141773613316,6.0,40.0
488.104333498107,6.0,40.0
534.0972520700442,6.0,40.0
582.0899834743819,6.0,40.0
632.1038919670317,6.0,40.0
684.1015649237148,6.0,40.0
738.3089501586375,6.0,40.0
794.3337876108142,6.0,40.0
853.8895867750658,6.0,40.0
914.053580492688,6.0,40.0
983.5616670752496,6.0,40.0
1048.2089019858513,6.0,40.0
1138.148900752691,6.0,40.0
1207.9618037447904,6.0,40.0
1335.3188316167532,6.0,40.0
1411.3544529150392,6.0,40.0
1611.5892426388364,6.0,40.0
1695.677819234924,6.0,40.0
-37.25284723628854,6.1,40.0
-37.2527959608365,6.1,40.0
-15.133148787409123,6.1,40.0
-15.043311991393605,6.1,40.0
-0.5576055622772955,6.1,40.0
3.330364356346614,6.1,40.0
13.362063897993593,6.1,40.0
24.682106185752787,6.1,40.0
38.36980933944672,6.1,40.0
54.155040500475934,6.1,40.0
72.00512803476587,6.1,40.0
91.89573610657847,6.1,40.0
113.81338429931914,6.1,40.0
137.74980582833683,6.1,40.0
163.69968673212674,6.1,40.0
191.65947539335303,6.1,40.0
221.62672157005676,6.1,40.0
253.59968915980875,6.1,40.0
287.57712014562384,6.1,40.0
323.5580834403718,6.1,40.0
361.5418866194032,6.1,40.0
401.5279822418015,6.1,40.0
443.5160884960114,6.1,40.0
487.5056565506428,6.1,40.0
533.4984682621522,6.1,40.0
581.49081654976,6.1,40.0
631.508826838589,6.1,40.0
683.5067909639316,6.1,40.0
737.7501323472428,6.1,40.0
793.7786825431261,6.1,40.0
853.5247259395201,6.1,40.0
913.7044147753968,6.1,40.0
983.7983893511864,6.1,40.0
1048.4863162676745,6.1,40.0
1139.5130661068724,6.1,40.0
1209.3992345520423,6.1,40.0
1338.2488999226186,6.1,40.0
1414.3915808267252,6.1,40.0
1616.615101447095,6.1,40.0
1700.848433946051,6.1,40.0
-38.4821200495254,6.2,40.0
-38.48207774548205,6.2,40.0
-15.950815645124742,6.2,40.0
-15.872753327157639,6.2,40.0
-0.9010028525612483,6.2,40.0
2.785807926339892,6.2,40.0
12.886019597405543,6.2,40.0
24.14405178224696,6.2,40.0
37.813743280578436,6.2,40.0
53.58558441782827,6.2,40.0
71.42657398169534,6.2,40.0
91.31059332186835,6.2,40.0
113.22330540043895,6.2,40.0
137.1559270347533,6.2,40.0
163.10281782079034,6.2,40.0
191.06021018925486,6.2,40.0
221.02550592878146,6.2,40.0
252.99686455415707,6.2,40.0
286.97295279496655,6.2,40.0
322.9527836613951,6.2,40.0
360.9356256264048,6.2,40.0
400.9208948200376,6.2,40.0
442.90832551553524,6.2,40.0
486.897279711134,6.2,40.0
532.8900581014918,6.2,40.0
580.8820165803403,6.2,40.0
630.9049559976413,6.2,40.0
682.9032904262459,6.2,40.0
737.1875523038804,6.2,40.0
793.2202096832967,6.2,40.0
853.172625362145,6.2,40.0
913.3689765572792,6.2,40.0
984.0708294578089,6.2,40.0
1048.8007164219098,6.2,40.0
1140.9210534947458,6.2,40.0
1210.8814521596287,6.2,40.0
1341.2144902492444,6.2,40.0
1417.4648305184642,6.2,40.0
1621.6612159905712,6.2,40.0
1706.0396289495434,6.2,40.0
-39.73141769192516,6.3,40.0
-39.731382793694706,6.3,40.0
-16.789510762928085,6.3,40.0
-16.7217663576951,6.3,40.0
-1.2568899199931565,6.3,40.0
2.229929368601148,6.3,40.0
12.409338548028096,6.3,40.0
23.599407234491743,6.3,40.0
37.25049706394523,6.3,40.0
53.008241716939864,6.3,40.0
70.83969731661679,6.3,40.0
90.71681737770905,6.3,40.0
112.6243637311907,6.3,40.0
136.55301012303312,6.3,40.0
162.49677352846734,6.3,40.0
190.45165998449912,6.3,40.0
220.41491628033862,6.3,40.0
252.3845926395923,6.3,40.0
286.35927708625724,6.3,40.0
322.3379240521287,6.3,40.0
360.31976185581647,6.3,40.0
400.3041672403771,6.3,40.0
442.2909008003858,6.3,40.0
486.2792148204089,6.3,40.0
532.2720526485884,6.3,40.0
580.2636162434885,6.3,40.0
630.2924422763242,6.3,40.0
682.2912363048595,6.3,40.0
736.6218703677731,6.3,40.0
792.6590541480878,6.3,40.0
852.8345099414969,6.3,40.0
913.0485081853955,6.3,40.0
984.3794170060844,6.3,40.0
1049.1525117805868,6.3,40.0
1142.3720513671371,6.3,40.0
1212.4076197449176,6.3,40.0
1344.2146020576904,6.3,40.0
1420.5731916947861,6.3,40.0
1626.726989281803,6.3,40.0
1711.2508037083858,6.3,40.0
-41.00073884370136,6.4,40.0
-41.00071005807857,6.4,40.0
-17.64913355580473,6.4,40.0
-17.59041485209992,6.4,40.0
-1.626328545456559,6.4,40.0
1.6624015372615943,6.4,40.0
11.932596505925964,6.4,40.0
23.048244086211724,6.4,40.0
36.68017843786836,6.4,40.0
52.42308267632298,6.4,40.0
70.24455265569588,6.4,40.0
90.1144519987911,6.4,40.0
112.0165952890725,6.4,40.0
135.94108533255053,6.4,40.0
161.88157966072697,6.4,40.0
189.83384708352617,6.4,40.0
219.79497211026506,6.4,40.0
251.76289059263308,6.4,40.0
285.73610829863475,6.4,40.0
321.7135182855872,6.4,40.0
359.6943078609268,6.4,40.0
399.67781092913424,6.4,40.0
441.6638274461348,6.4,40.0
485.65147447426335,6.4,40.0
531.6444871454481,6.4,40.0
579.6356526647808,6.4,40.0
629.6714680919285,6.4,40.0
681.6708218832301,6.4,40.0
736.0537874849398,6.4,40.0
792.0959416417185,6.4,40.0
852.5115842734349,6.4,40.0
912.7442297719125,6.4,40.0
984.7244932560852,6.4,40.0
1049.542022445127,6.4,40.0
1143.86523513208,6.4,40.0
1213.9768888552082,6.4,40.0
1347.2482684237768,6.4,40.0
1423.7156880530792,6.4,40.0
1631.8118490706293,6.4,40.0
1716.4813824002254,6.4,40.0
-42.290082285326015,6.5,40.0
-42.29005854426993,6.5,40.0
-18.529592023206728,6.5,40.0
-18.478755620641333,6.5,40.0
-2.0103855086487954,6.5,40.0
1.0828903953240498,6.5,40.0
11.456373348819916,6.5,40.0
22.490628290807322,6.5,40.0
36.10289979963626,6.5,40.0
51.830179070676266,6.5,40.0
69.64119574505237,6.5,40.0
89.50354174093604,6.5,40.0
111.4000367230374,6.5,40.0
135.32018343206684,6.5,40.0
161.2572624647505,6.5,40.0
189.20679416639356,6.5,40.0
219.16569322895518,6.5,40.0
251.13177587389228,6.5,40.0
285.1034619681667,6.5,40.0
321.07958026522454,6.5,40.0
359.05927646710757,6.5,40.0
399.0418375738999,6.5,40.0
441.0271193710539,6.5,40.0
485.0140721380898,6.5,40.0
531.0074015941556,6.5,40.0
578.9981680172415,6.5,40.0
629.0422369845064,6.5,40.0
681.0422622607972,6.5,40.0
735.4840440557448,6.5,40.0
791.5316371883548,6.5,40.0
852.205026085076,6.5,40.0
912.4573326195003,6.5,40.0
985.106314625702,6.5,40.0
1049.969483012515,6.5,40.0
1145.3997713399847,6.5,40.0
1215.5884035123904,6.5,40.0
1350.314555123981,6.5,40.0
1426.8913763296744,6.5,40.0
1636.9152465439904,6.5,40.0
1721.730812624584,6.5,40.0
-43.599446887326934,6.6,40.0
-43.59942730888942,6.6,40.0
-19.43080245071094,6.6,40.0
-19.38683907705305,6.6,40.0
-2.4101243199818043,6.6,40.0
0.4910563997958519,6.6,40.0
10.981244046164619,6.6,40.0
21.926619350310887,6.6,40.0
35.5187786253216,6.6,40.0
51.229604182520916,6.6,40.0
69.02968348295751,6.6,40.0
88.88413200110851,6.6,40.0
110.77472533915063,6.6,40.0
134.69033572309132,6.6,40.0
160.6238486314437,6.6,40.0
188.57052429015408,6.6,40.0
218.52709977275453,6.6,40.0
250.4912662289122,6.6,40.0
284.46135389018536,6.6,40.0
320.43612412735666,6.6,40.0
358.41468078915426,6.6,40.0
398.39625914229805,6.6,40.0
440.38079144101073,6.6,40.0
484.3670222793454,6.6,40.0
530.3608413931739,6.6,40.0
578.3512101779417,6.6,40.0
628.4049751445887,6.6,40.0
680.4057958627934,6.6,40.0
734.9134183278233,6.6,40.0
790.9669434149829,6.6,40.0
851.9159800167924,6.6,40.0
912.1889730072751,6.6,40.0
985.5250566275395,6.6,40.0
1050.4350467151535,6.6,40.0
1146.9748214310002,6.6,40.0
1217.241303877744,6.6,40.0
1353.4125596887761,6.6,40.0
1430.0993453187732,6.6,40.0
1642.0366551064594,6.6,40.0
1726.9985641901067,6.6,40.0
-44.928831601366845,6.7,40.0
-44.928815457373574,6.7,40.0
-20.352688998431443,6.7,40.0
-20.314709783437273,6.7,40.0
-2.8265956458783066,6.7,40.0
-0.11344408992606958,6.7,40.0
10.507768154611554,6.7,40.0
21.35626941691332,6.7,40.0
34.92793795253077,6.7,40.0
50.62143281067256,6.7,40.0
68.41007394374368,6.7,40.0
88.25626902792276,6.7,40.0
110.14069910652275,6.7,40.0
134.05157404339582,6.7,40.0
159.98136529764702,6.7,40.0
187.92506089029797,6.7,40.0
217.87921220514846,6.7,40.0
249.84137968908306,6.7,40.0
283.8098001221213,6.7,40.0
319.7831642441042,6.7,40.0
357.76053425214906,6.7,40.0
397.74108790444313,6.7,40.0
439.7248596137233,6.7,40.0
483.7103405199165,6.7,40.0
529.7048580329977,6.7,40.0
577.6948334432811,6.7,40.0
627.7599329093474,6.7,40.0
679.7616859115075,6.7,40.0
734.3427243339473,6.7,40.0
790.402698385493,6.7,40.0
851.6455518287431,6.7,40.0
911.9402664138498,6.7,40.0
985.9808181439071,6.7,40.0
1050.9387898821356,6.7,40.0
1148.5895450697546,6.7,40.0
1218.9347295039147,6.7,40.0
1356.541410435145,6.7,40.0
1433.3387148752417,6.7,40.0
1647.1755692358697,6.7,40.0
1732.2841279763231,6.7,40.0
-46.27823545241936,6.8,40.0
-46.27822214174244,6.8,40.0
-21.295183217440186,6.8,40.0
-21.26240697326175,6.8,40.0
-3.260826585081766,6.8,40.0
-0.7309573913706089,6.8,40.0
10.036478032332347,6.8,40.0
20.77962236417813,6.8,40.0
34.330506921212866,6.8,40.0
50.00574127478739,6.8,40.0
67.78242640361262,6.8,40.0
87.61999993267057,6.8,40.0
109.49799666353627,6.8,40.0
133.4039307706962,6.8,40.0
159.3298400484534,6.8,40.0
187.27042778226675,6.8,40.0
217.22205131805856,6.8,40.0
249.18213457266864,6.8,40.0
283.14881698693875,6.8,40.0
319.12071522697977,6.8,40.0
357.0968506164574,6.8,40.0
397.0763364597282,6.8,40.0
439.059341104572,6.8,40.0
483.0440438105628,6.8,40.0
529.039509852133,6.8,40.0
577.0290993036241,6.8,40.0
627.1073862035751,6.8,40.0
679.1102218355726,6.8,40.0
733.7728093830872,6.8,40.0
789.8397729951334,6.8,40.0
851.3948030974586,6.8,40.0
911.7122822430999,6.8,40.0
986.4736259543981,6.8,40.0
1051.4807166348983,6.8,40.0
1150.2431030941934,6.8,40.0
1220.6678222022565,6.8,40.0
1359.7002654880578,6.8,40.0
1436.608634910473,6.8,40.0
1652.3315034088916,6.8,40.0
1737.5870148647462,6.8,40.0
-47.64765753188835,6.9,40.0
-47.64764655834743,6.9,40.0
-22.25822352611647,6.9,40.0
-22.22996504897361,6.9,40.0
-3.713809087643469,6.9,40.0
-1.3618310771137558,6.9,40.0
9.56786609023446,6.9,40.0
20.1967128363544,6.9,40.0
33.72662137778895,6.9,40.0
49.38260741509861,6.9,40.0
67.14680136855796,6.9,40.0
86.97537270088387,6.9,40.0
108.84665732437702,6.9,40.0
132.74743882650372,6.9,40.0
158.66930091963783,6.9,40.0
186.60664916304256,6.9,40.0
216.5556382332738,6.9,40.0
248.5135494859525,6.9,40.0
282.4784210773018,6.9,40.0
318.44879193123336,6.9,40.0
356.4236440075361,6.9,40.0
396.40201776862637,6.9,40.0
438.3842545762812,6.9,40.0
482.3681506297075,6.9,40.0
528.3648628535752,6.9,40.0
576.3540772771033,6.9,40.0
626.4476379001834,6.9,40.0
678.4517205923592,6.9,40.0
733.204551121705,6.9,40.0
789.2790679429564,6.9,40.0
851.1647464561034,6.9,40.0
911.5060391061687,6.9,40.0
987.0034394363025,6.9,40.0
1052.060763736633,6.9,40.0
1151.9346601060226,6.9,40.0
1222.4397285541781,6.9,40.0
1362.8883117991365,6.9,40.0
1439.9082843889823,6.9,40.0
1657.503991091715,6.9,40.0
1742.9067547345612,6.9,40.0
-49.03709699153825,7.0,40.0
-49.03708794563192,7.0,40.0
-23.241754670576018,7.0,40.0
-23.217414051710076,7.0,40.0
-4.186487938235658,7.0,40.0
-2.006412562964144,7.0,40.0
9.102371520266786,7.0,40.0
19.607565285444117,7.0,40.0
33.11642454789439,7.0,40.0
48.752110586355094,7.0,40.0
66.50326060464764,7.0,40.0
86.32243620445365,7.0,40.0
108.18672108588586,7.0,40.0
132.0821316801544,7.0,40.0
157.99977640020518,7.0,40.0
185.93374961281685,7.0,40.0
215.87999440403286,7.0,40.0
247.8356433245322,7.0,40.0
281.7986292606187,7.0,40.0
317.7674094611266,7.0,40.0
355.74092895132617,7.0,40.0
395.7181451902968,7.0,40.0
437.6996203548704,7.0,40.0
481.6826812089281,7.0,40.0
527.6809915810123,7.0,40.0
575.6698458014814,7.0,40.0
625.7810190736267,7.0,40.0
677.7865278774499,7.0,40.0
732.6388541910148,7.0,40.0
788.7215103082988,7.0,40.0
850.9563414195563,7.0,40.0
911.3225007006124,7.0,40.0
987.5701553648644,7.0,40.0
1052.6788055221632,7.0,40.0
1153.6633867304158,7.0,40.0
1224.2496020949898,7.0,40.0
1366.1047641693333,7.0,40.0
1443.2368703320412,7.0,40.0
1662.692583791433,7.0,40.0
1748.2428955185048,7.0,40.0
-50.446553038125124,7.1,40.0
-50.44654558193161,7.1,40.0
-24.245727186995243,7.1,40.0
-24.224780101448214,7.1,40.0
-4.679748835229958,7.1,40.0
-2.6650477176097453,7.1,40.0
8.640367044542216,7.1,40.0
19.01219300679918,7.1,40.0
32.5000677829231,7.1,40.0
48.114331644834536,7.1,40.0
65.85186717094915,7.1,40.0
85.66124021432057,7.1,40.0
107.51822863474746,7.1,40.0
131.4080433530237,7.1,40.0
157.32129543506426,7.1,40.0
185.2517540967472,7.1,40.0
215.19514161678936,7.1,40.0
247.1484352747913,7.1,40.0
281.1094586851415,7.1,40.0
317.0765831763009,7.1,40.0
355.04872041609826,7.1,40.0
395.0247325268525,7.1,40.0
437.00546067434436,7.1,40.0
480.9876577875483,7.1,40.0
526.9879800529127,7.1,40.0
574.97649318188,7.1,40.0
625.1078901188343,7.1,40.0
677.1150191944639,7.1,40.0
732.0766465142586,7.1,40.0
788.1680497653493,7.1,40.0
850.7704908228123,7.1,40.0
911.1625723146508,7.1,40.0
988.1736127476738,7.1,40.0
1053.334658842844,7.1,40.0
1155.4284615722654,7.1,40.0
1226.096605198136,7.1,40.0
1369.3488642811499,7.1,40.0
1446.593626833523,7.1,40.0
1667.8968501639583,7.1,40.0
1753.595002314814,7.1,40.0
-51.87602492863236,7.2,40.0
-51.876018783331716,7.2,40.0
-25.270096878570957,7.2,40.0
-25.25208580668946,7.2,40.0
-5.194407169296781,7.2,40.0
-3.3380795051983085,7.2,40.0
8.182146296500285,7.2,40.0
18.410597184998537,7.2,40.0
31.87771138527488,7.2,40.0
47.46935292718106,7.2,40.0
65.19268545541699,7.2,40.0
84.99183541375652,7.2,40.0
106.8412213550323,7.2,40.0
130.72520842293727,7.2,40.0
156.63388742783863,7.2,40.0
184.56068796680728,7.2,40.0
214.50110199319644,7.2,40.0
246.4519448155821,7.2,40.0
280.4109267873216,7.2,40.0
316.37632869945617,7.2,40.0
354.3470338617028,7.2,40.0
394.3217940752661,7.2,40.0
436.3017999526098,7.2,40.0
480.283104898749,7.2,40.0
526.2859227514475,7.2,40.0
574.2741185909978,7.2,40.0
624.4286417079003,7.2,40.0
676.4376007583629,7.2,40.0
731.5188752557009,7.2,40.0
787.6196544773263,7.2,40.0
850.6080378887019,7.2,40.0
911.0270979717366,7.2,40.0
988.813597635172,7.2,40.0
1054.028087969119,7.2,40.0
1157.2290728955531,7.2,40.0
1227.97991068677,7.2,40.0
1372.6198797449902,7.2,40.0
1449.9778140921246,7.2,40.0
1673.1163751746894,7.2,40.0
1758.962656551498,7.2,40.0
-53.32551196603173,7.3,40.0
-53.325506901596555,7.3,40.0
-26.314824315857773,7.3,40.0
-26.29935064342247,7.3,40.0
-5.7311981249318436,7.3,40.0
-4.025846672301228,7.3,40.0
7.72791246146587,7.3,40.0
17.80276596252252,7.3,40.0
31.24952551668499,7.3,40.0
46.81725821966766,7.3,40.0
64.52578121411156,7.3,40.0
84.31427341224799,7.3,40.0
106.15574133610895,7.3,40.0
130.03366202878286,7.3,40.0
155.9375822438212,7.3,40.0
183.8605769637403,7.3,40.0
213.797897992351,7.3,40.0
245.7461917201653,7.3,40.0
279.7030513006672,7.3,40.0
315.66666192558057,7.3,40.0
353.6358852972962,7.3,40.0
393.60934468796785,7.3,40.0
435.58866510113205,7.3,40.0
479.56904968959896,7.3,40.0
525.5749256618961,7.3,40.0
573.5628331171534,7.3,40.0
623.7436955570804,7.3,40.0
675.7547102057546,7.3,40.0
730.9665024999072,7.3,40.0
787.0773067184452,7.3,40.0
850.4697639289799,7.3,40.0
910.9168582184517,7.3,40.0
989.4898478570083,7.3,40.0
1054.7588094015218,7.3,40.0
1159.0644200513634,7.3,40.0
1229.8987031984122,7.3,40.0
1375.917103163243,7.3,40.0
1453.3887174632678,7.3,40.0
1678.3507593083477,7.3,40.0
1764.3454551993943,7.3,40.0
-54.79501349550051,7.4,40.0
-54.79500932217908,7.4,40.0
-27.379874366125495,7.4,40.0
-27.36659130364793,7.4,40.0
-6.29076868582645,7.4,40.0
-4.728682490548799,7.4,40.0
7.277768759151648,7.4,40.0
17.188673544270422,7.4,40.0
30.61569119318043,7.4,40.0
46.15813271634109,7.4,40.0
63.85122161416688,7.4,40.0
83.62860675999568,7.4,40.0
105.4618313809494,7.4,40.0
129.33343987533462,7.4,40.0
155.23241021308866,7.4,40.0
183.15144721912526,7.4,40.0
213.08555241334687,7.4,40.0
245.03119605845245,7.4,40.0
278.9858502663713,7.4,40.0
314.9475990330054,7.4,40.0
352.9152913487079,7.4,40.0
392.8873998433005,7.4,40.0
434.8660858707475,7.4,40.0
478.8455222773326,7.4,40.0
524.8551073567209,7.4,40.0
572.8427608540654,7.4,40.0
623.053504977557,7.4,40.0
675.0668170866986,7.4,40.0
730.4205007055464,7.4,40.0
786.5419982774888,7.4,40.0
850.3563866716454,7.4,40.0
910.8325685472424,7.4,40.0
990.2020576416179,7.4,40.0
1055.526496548773,7.4,40.0
1160.9337146787839,7.4,40.0
1231.8521803270237,7.4,40.0
1379.2398512149875,7.4,40.0
1456.8256465332922,7.4,40.0
1683.5996178247397,7.4,40.0
1769.7430100307754,7.4,40.0
-56.28452890103535,7.5,40.0
-56.28452546231771,7.5,40.0
-28.465215755014942,7.5,40.0
-28.45382201418649,7.5,40.0
-6.873672019631499,7.5,40.0
-5.44691356588271,7.5,40.0
6.831711244080331,7.5,40.0
16.568279351223225,7.5,40.0
29.976401369000058,7.5,40.0
45.4920629643583,7.5,40.0
63.16907528098798,7.5,40.0
82.9348889630417,7.5,40.0
104.75953501484518,7.5,40.0
128.6245782383001,7.5,40.0
154.51840213378546,7.5,40.0
182.4333252575683,7.5,40.0
212.3640883982011,7.5,40.0
244.30697819961358,7.5,40.0
278.25934204603556,7.5,40.0
314.2191564966166,7.5,40.0
352.18526933672337,7.5,40.0
392.15597572710027,7.5,40.0
434.13409523598995,7.5,40.0
478.1125561440954,7.5,40.0
524.1266001170044,7.5,40.0
572.1140400248357,7.5,40.0
622.3585551850466,7.5,40.0
674.3744231141935,7.5,40.0
729.8818479925217,7.5,40.0
786.0147257012532,7.5,40.0
850.2685591972181,7.5,40.0
910.7748784352079,7.5,40.0
990.9498820837774,7.5,40.0
1056.330784239203,7.5,40.0
1162.8361817015941,7.5,40.0
1233.8395535653653,7.5,40.0
1382.5874637635347,7.5,40.0
1460.287934217912,7.5,40.0
1688.8625800573614,7.5,40.0
1775.1549469204715,7.5,40.0
-57.79405760241463,7.6,40.0
-57.79405476922239,7.6,40.0
-29.570820662002692,7.6,40.0
-29.561054826836887,7.6,40.0
-7.480364558830708,7.6,40.0
-6.180858724827779,7.6,40.0
6.389624240938694,7.6,40.0
15.941527236509181,7.6,40.0
29.33186211010665,7.6,40.0
44.81913679466556,7.6,40.0
62.479412350219455,7.6,40.0
82.23317449902405,7.6,40.0
104.04889649456047,7.6,40.0
127.9071139695971,7.6,40.0
153.7955892755969,7.6,40.0
181.70623799903294,7.6,40.0
211.63352943521915,7.6,40.0
243.57355881512535,7.6,40.0
277.5235453368496,7.6,40.0
313.4813511035745,7.6,40.0
351.4458373676717,7.6,40.0
391.41508932677533,7.6,40.0
433.3927298200959,7.6,40.0
477.3701885721852,7.6,40.0
523.3895510823315,7.6,40.0
571.3768241310511,7.6,40.0
621.6593633456213,7.6,40.0
673.6780621498034,7.6,40.0
729.3515233243006,7.6,40.0
785.4964854392864,7.6,40.0
850.2068694577355,7.6,40.0
910.7443709709986,7.6,40.0
991.7329414318252,7.6,40.0
1057.1712730387587,7.6,40.0
1164.7710601421018,7.6,40.0
1235.860049068904,7.6,40.0
1385.9593029884727,7.6,40.0
1463.7749358863923,7.6,40.0
1694.1392887520553,7.6,40.0
1780.580905186748,7.6,40.0
-59.323599052463315,7.7,40.0
-59.32359671835352,7.7,40.0
-30.696664349890078,7.7,40.0
-30.68829988121365,7.7,40.0
-8.111205900795674,7.7,40.0
-6.930827987415228,7.7,40.0
5.951278539156839,7.7,40.0
15.308344776778874,7.7,40.0
28.68229385562237,7.7,40.0
44.139443236032314,7.7,40.0
61.78230452510581,7.7,40.0
81.52351883356656,7.7,40.0
103.329960817944,7.7,40.0
127.18108450287974,7.7,40.0
153.06400338342857,7.7,40.0
180.9702127613285,7.7,40.0
210.8938993628908,7.7,40.0
242.83095888233885,7.7,40.0
276.7784791896482,7.7,40.0
312.7341999719726,7.7,40.0
350.6970144378059,7.7,40.0
390.66475853934344,7.7,40.0
432.64203036262154,7.7,40.0
476.61846112158605,7.7,40.0
522.6441234185781,7.7,40.0
570.6312831163664,7.7,40.0
620.9564783380997,7.7,40.0
672.9782999068299,7.7,40.0
728.830501649031,7.7,40.0
784.9882689530766,7.7,40.0
850.1718403446399,7.7,40.0
910.7415630342068,7.7,40.0
992.5508251726719,7.7,40.0
1058.0475333553272,7.7,40.0
1166.737603772008,7.7,40.0
1237.9129082609725,7.7,40.0
1389.3547525434308,7.7,40.0
1467.2860285124666,7.7,40.0
1699.4293994430736,7.7,40.0
1786.020536969302,7.7,40.0
-60.873152734585815,7.8,40.0
-60.873150811790566,7.8,40.0
-31.84272482760485,7.8,40.0
-31.835565641776427,7.8,40.0
-8.76646144631519,7.8,40.0
-7.697121635387546,7.8,40.0
5.516332269262591,7.8,40.0
14.66864265113243,7.8,40.0
28.027932762483715,7.8,40.0
43.4530724102964,7.8,40.0
61.077825139946356,7.8,40.0
80.80597843729393,7.8,40.0
102.60277373403207,7.8,40.0
126.44652785931481,7.8,40.0
152.32367668131525,7.8,40.0
180.2252772627734,7.8,40.0
210.14522237441238,7.8,40.0
242.07919968866761,7.8,40.0
276.0241630303168,7.8,40.0
311.97772057289444,7.8,40.0
349.93882055307324,7.8,40.0
389.9050022950057,7.8,40.0
431.8820422313232,7.8,40.0
475.85742015126584,7.8,40.0
521.8904974914335,7.8,40.0
